,ver_claim_ids,pos
5423,vclaim-pol-05423,['americans']
5424,vclaim-pol-05424,['we']
5425,vclaim-pol-05425,"['you', 'i']"
5426,vclaim-pol-05426,['compact']
5427,vclaim-pol-05427,['obama']
5428,vclaim-pol-05428,"['we', 'we', 'they']"
5429,vclaim-pol-05429,['appointments']
5430,vclaim-pol-05430,['i']
5431,vclaim-pol-05431,"['states', 'law', 'anglers']"
5432,vclaim-pol-05432,"['clinton', 'abortions']"
5433,vclaim-pol-05433,"['republican', 'change']"
5434,vclaim-pol-05434,"['we', 'we']"
5435,vclaim-pol-05435,"['kennedy', 'he']"
5436,vclaim-pol-05436,['that']
5437,vclaim-pol-05437,[]
5438,vclaim-pol-05438,['people']
5439,vclaim-pol-05439,"['executive', 'abele']"
5440,vclaim-pol-05440,['she']
5441,vclaim-pol-05441,"['kihuen', 'he']"
5442,vclaim-pol-05442,['chapters']
5443,vclaim-pol-05443,['toomey']
5444,vclaim-pol-05444,"['rating', 'you']"
5445,vclaim-pol-05445,"['people', 'who']"
5446,vclaim-pol-05446,"['cruz', 'that']"
5447,vclaim-pol-05447,"['position', 'i', 'she']"
5448,vclaim-pol-05448,['that']
5449,vclaim-pol-05449,[]
5450,vclaim-pol-05450,['we']
5451,vclaim-pol-05451,"['people', 'that']"
5452,vclaim-pol-05452,"['i', 'that', 'you']"
5453,vclaim-pol-05453,"['cnn', 'carson', 'campaign']"
5454,vclaim-pol-05454,"['ceo', 'congress']"
5455,vclaim-pol-05455,"['jobs', 'portman']"
5456,vclaim-pol-05456,"['green', 'it', 'congressman']"
5457,vclaim-pol-05457,"['conversion', 'who', 'abortion']"
5458,vclaim-pol-05458,['walker']
5459,vclaim-pol-05459,['i']
5460,vclaim-pol-05460,['sanders']
5461,vclaim-pol-05461,"['ad', 'newspaper', 'that']"
5462,vclaim-pol-05462,"['americans', 'income']"
5463,vclaim-pol-05463,['arizona']
5464,vclaim-pol-05464,['china']
5465,vclaim-pol-05465,[]
5466,vclaim-pol-05466,"['we', 'what', 'they']"
5467,vclaim-pol-05467,[]
5468,vclaim-pol-05468,"['i', 'that', 'i']"
5469,vclaim-pol-05469,['i']
5470,vclaim-pol-05470,"['i', 'we']"
5471,vclaim-pol-05471,['income']
5472,vclaim-pol-05472,['bill']
5473,vclaim-pol-05473,['masto']
5474,vclaim-pol-05474,"['people', 'income']"
5475,vclaim-pol-05475,['co']
5476,vclaim-pol-05476,"['debt', 'it']"
5477,vclaim-pol-05477,['kasich']
5478,vclaim-pol-05478,['this']
5479,vclaim-pol-05479,"['who', 'earth']"
5480,vclaim-pol-05480,"['terrorists', 'democrats']"
5481,vclaim-pol-05481,['businesses']
5482,vclaim-pol-05482,['rate']
5483,vclaim-pol-05483,['trooper']
5484,vclaim-pol-05484,"['trump', 'which', 'they']"
5485,vclaim-pol-05485,"['we', 'we']"
5486,vclaim-pol-05486,['it']
5487,vclaim-pol-05487,['texas']
5488,vclaim-pol-05488,"['russia', 'they']"
5489,vclaim-pol-05489,"['law', 'part', 'children', 'they']"
5490,vclaim-pol-05490,"['we', 'we']"
5491,vclaim-pol-05491,"['johnson', 'isis']"
5492,vclaim-pol-05492,"['obamacare', 'millions']"
5493,vclaim-pol-05493,['i']
5494,vclaim-pol-05494,"['poll', 'they', 'you', 'it']"
5495,vclaim-pol-05495,['administration']
5496,vclaim-pol-05496,['i']
5497,vclaim-pol-05497,"['you', 'it']"
5498,vclaim-pol-05498,[]
5499,vclaim-pol-05499,[]
5500,vclaim-pol-05500,"['neighbors', 'they']"
5501,vclaim-pol-05501,['i']
5502,vclaim-pol-05502,['obama']
5503,vclaim-pol-05503,['decision']
5504,vclaim-pol-05504,"['i', 'who', 'i']"
5505,vclaim-pol-05505,[]
5506,vclaim-pol-05506,"['they', 'mexico', 'i', 'they', 'we', 'that', 'it', 'we']"
5507,vclaim-pol-05507,"['businesses', 'they', 'they', 'they']"
5508,vclaim-pol-05508,['views']
5509,vclaim-pol-05509,['americans']
5510,vclaim-pol-05510,['anyone']
5511,vclaim-pol-05511,"['all', 'that', 'i', 'clinton']"
5512,vclaim-pol-05512,['i']
5513,vclaim-pol-05513,['employee']
5514,vclaim-pol-05514,"['hardy', 'people', 'i']"
5515,vclaim-pol-05515,['jr.']
5516,vclaim-pol-05516,[]
5517,vclaim-pol-05517,"['ad', 'i', 'it']"
5518,vclaim-pol-05518,"['trump', 'change']"
5519,vclaim-pol-05519,['gas']
5520,vclaim-pol-05520,['texas']
5521,vclaim-pol-05521,['shield']
5522,vclaim-pol-05522,['rates']
5523,vclaim-pol-05523,['number']
5524,vclaim-pol-05524,"['trump', 'he']"
5525,vclaim-pol-05525,['china']
5526,vclaim-pol-05526,['i']
5527,vclaim-pol-05527,['states']
5528,vclaim-pol-05528,"['party', 'voters']"
5529,vclaim-pol-05529,"['piece', 'i']"
5530,vclaim-pol-05530,[]
5531,vclaim-pol-05531,"['you', 'you']"
5532,vclaim-pol-05532,['women']
5533,vclaim-pol-05533,['one']
5534,vclaim-pol-05534,['little']
5535,vclaim-pol-05535,['i']
5536,vclaim-pol-05536,"['we', 'driven', 'they']"
5537,vclaim-pol-05537,"['cole', 'schools']"
5538,vclaim-pol-05538,"['sanders', 'we']"
5539,vclaim-pol-05539,['sanders']
5540,vclaim-pol-05540,"['reagan', 'iran', 'america']"
5541,vclaim-pol-05541,"['clinton', 'he']"
5542,vclaim-pol-05542,"['boston', 'it', 'who', 'you', 'costs']"
5543,vclaim-pol-05543,[]
5544,vclaim-pol-05544,"['wisconsin', 'students']"
5545,vclaim-pol-05545,"['senator', 'feinstein', 'she', 'i', 'she']"
5546,vclaim-pol-05546,['cruz']
5547,vclaim-pol-05547,"['rubio', 'i']"
5548,vclaim-pol-05548,"['obama', 'holder', 'he']"
5549,vclaim-pol-05549,['i']
5550,vclaim-pol-05550,['clinton']
5551,vclaim-pol-05551,['we']
5552,vclaim-pol-05552,[]
5553,vclaim-pol-05553,['states']
5554,vclaim-pol-05554,['christie']
5555,vclaim-pol-05555,['plan']
5556,vclaim-pol-05556,['china']
5557,vclaim-pol-05557,"['we', 'persons', 'they']"
5558,vclaim-pol-05558,['i']
5559,vclaim-pol-05559,['one']
5560,vclaim-pol-05560,['we']
5561,vclaim-pol-05561,['we']
5562,vclaim-pol-05562,['economy']
5563,vclaim-pol-05563,['businesses']
5564,vclaim-pol-05564,['we']
5565,vclaim-pol-05565,['we']
5566,vclaim-pol-05566,['expansion']
5567,vclaim-pol-05567,['we']
5568,vclaim-pol-05568,['we']
5569,vclaim-pol-05569,['detainees']
5570,vclaim-pol-05570,"['’s', 'island']"
5571,vclaim-pol-05571,[]
5572,vclaim-pol-05572,"['we', 'we', 'none']"
5573,vclaim-pol-05573,"['rubio', 'assad']"
5574,vclaim-pol-05574,['cruz']
5575,vclaim-pol-05575,"['felon', 'questions']"
5576,vclaim-pol-05576,[]
5577,vclaim-pol-05577,"['ad', 'mexicans']"
5578,vclaim-pol-05578,['missouri']
5579,vclaim-pol-05579,"['we', 'crime', 'states', 'crime']"
5580,vclaim-pol-05580,['cruz']
5581,vclaim-pol-05581,"['ownership', 'obesity']"
5582,vclaim-pol-05582,['percent']
5583,vclaim-pol-05583,['guantanamo']
5584,vclaim-pol-05584,['yoho']
5585,vclaim-pol-05585,"['people', 'one']"
5586,vclaim-pol-05586,"['%', 'who', 'they']"
5587,vclaim-pol-05587,['law']
5588,vclaim-pol-05588,['percent']
5589,vclaim-pol-05589,"['we', 'governor']"
5590,vclaim-pol-05590,['we']
5591,vclaim-pol-05591,['democrats']
5592,vclaim-pol-05592,['sanders']
5593,vclaim-pol-05593,"['budget', 'that', 'obama', 'we']"
5594,vclaim-pol-05594,[]
5595,vclaim-pol-05595,['administration']
5596,vclaim-pol-05596,['he']
5597,vclaim-pol-05597,['wisconsin']
5598,vclaim-pol-05598,"['polling', 'putin']"
5599,vclaim-pol-05599,"['act', 'families']"
5600,vclaim-pol-05600,"['states', 'they', 'they']"
5601,vclaim-pol-05601,"['clinton', 'it', 'we']"
5602,vclaim-pol-05602,['isis']
5603,vclaim-pol-05603,"['security', 'pause']"
5604,vclaim-pol-05604,"['one', 'it']"
5605,vclaim-pol-05605,['threat']
5606,vclaim-pol-05606,"['obama', 'himself', 'who']"
5607,vclaim-pol-05607,['budget']
5608,vclaim-pol-05608,"['friends', 'they', 'what', 'they', 'they']"
5609,vclaim-pol-05609,"['council', 'plan', 'costs']"
5610,vclaim-pol-05610,"['you', 'we']"
5611,vclaim-pol-05611,['system']
5612,vclaim-pol-05612,['terrorists']
5613,vclaim-pol-05613,['we']
5614,vclaim-pol-05614,"['reports', 'crashes', 'ridesharing']"
5615,vclaim-pol-05615,['bombing']
5616,vclaim-pol-05616,"['cruz', 'who']"
5617,vclaim-pol-05617,"['one', 'i', 'they', 'he']"
5618,vclaim-pol-05618,['rubio']
5619,vclaim-pol-05619,"['trump', 'isis']"
5620,vclaim-pol-05620,"['head', 'they']"
5621,vclaim-pol-05621,"['we', 'we', 'they']"
5622,vclaim-pol-05622,"['morell', 'reason', 'obama', 'they']"
5623,vclaim-pol-05623,['states']
5624,vclaim-pol-05624,['countries']
5625,vclaim-pol-05625,"['agencies', 'veterans']"
5626,vclaim-pol-05626,['simpson']
5627,vclaim-pol-05627,['i']
5628,vclaim-pol-05628,"['i', 'we']"
5629,vclaim-pol-05629,['congress']
5630,vclaim-pol-05630,"['most', 'they']"
5631,vclaim-pol-05631,"['population', 'staff']"
5632,vclaim-pol-05632,"['rubio', 'we', 'we', 'muslims']"
5633,vclaim-pol-05633,"['percent', 'that']"
5634,vclaim-pol-05634,"['rate', 'rate']"
5635,vclaim-pol-05635,['percent']
5636,vclaim-pol-05636,"['id', 'he']"
5637,vclaim-pol-05637,"['trump', 'he']"
5638,vclaim-pol-05638,['we']
5639,vclaim-pol-05639,"['we', 'we']"
5640,vclaim-pol-05640,['they']
5641,vclaim-pol-05641,['cruz']
5642,vclaim-pol-05642,"['house', 'this', 'isis']"
5643,vclaim-pol-05643,['we']
5644,vclaim-pol-05644,['immigrant']
5645,vclaim-pol-05645,"['countries', 'who']"
5646,vclaim-pol-05646,['i']
5647,vclaim-pol-05647,['income']
5648,vclaim-pol-05648,"['california', 'that']"
5649,vclaim-pol-05649,"['that', 'it']"
5650,vclaim-pol-05650,['check']
5651,vclaim-pol-05651,[]
5652,vclaim-pol-05652,['vegan']
5653,vclaim-pol-05653,"['government', 'boys']"
5654,vclaim-pol-05654,"['you', 'it', 'fish']"
5655,vclaim-pol-05655,"['americans', 'suvs']"
5656,vclaim-pol-05656,['california']
5657,vclaim-pol-05657,['executive']
5658,vclaim-pol-05658,['cruz']
5659,vclaim-pol-05659,"['drugs', 'it']"
5660,vclaim-pol-05660,['percent']
5661,vclaim-pol-05661,['number']
5662,vclaim-pol-05662,['it']
5663,vclaim-pol-05663,['someone']
5664,vclaim-pol-05664,['obama']
5665,vclaim-pol-05665,"['fact', 'majority']"
5666,vclaim-pol-05666,['council']
5667,vclaim-pol-05667,['plan']
5668,vclaim-pol-05668,['percent']
5669,vclaim-pol-05669,['demand']
5670,vclaim-pol-05670,"['rate', 'percent']"
5671,vclaim-pol-05671,"['obama', 'nobody']"
5672,vclaim-pol-05672,['jefferson']
5673,vclaim-pol-05673,['immigrants']
5674,vclaim-pol-05674,"['feingold', 'he']"
5675,vclaim-pol-05675,"['johnson', 'he', 'steps']"
5676,vclaim-pol-05676,['hassan']
5677,vclaim-pol-05677,[]
5678,vclaim-pol-05678,"['we', 'brits']"
5679,vclaim-pol-05679,"['states', 'you', 'it']"
5680,vclaim-pol-05680,[]
5681,vclaim-pol-05681,"['congestion', 'it']"
5682,vclaim-pol-05682,"['college', 'shooting']"
5683,vclaim-pol-05683,"['150,000', 'women', 'they', 'rate', 'it']"
5684,vclaim-pol-05684,"['contracts', 'we']"
5685,vclaim-pol-05685,['obama']
5686,vclaim-pol-05686,"['percent', 'obama']"
5687,vclaim-pol-05687,"['one', 'civilian']"
5688,vclaim-pol-05688,"['statistics', 'blacks']"
5689,vclaim-pol-05689,"['people', 'they']"
5690,vclaim-pol-05690,"['i', 'we']"
5691,vclaim-pol-05691,"['he', 'we']"
5692,vclaim-pol-05692,"['we', 'firms']"
5693,vclaim-pol-05693,['it']
5694,vclaim-pol-05694,['states']
5695,vclaim-pol-05695,"['i', 'thousands', 'center']"
5696,vclaim-pol-05696,[]
5697,vclaim-pol-05697,"['plan', 'kenyon']"
5698,vclaim-pol-05698,['majority']
5699,vclaim-pol-05699,"['we', 'it', 'wages']"
5700,vclaim-pol-05700,['syrians']
5701,vclaim-pol-05701,"['government', 'we']"
5702,vclaim-pol-05702,"['department', 'mayor']"
5703,vclaim-pol-05703,['district']
5704,vclaim-pol-05704,"['americans', 'government']"
5705,vclaim-pol-05705,['medicare']
5706,vclaim-pol-05706,"['vitter', 'he', 'who']"
5707,vclaim-pol-05707,[]
5708,vclaim-pol-05708,['states']
5709,vclaim-pol-05709,"['government', 'who']"
5710,vclaim-pol-05710,"['cruz', 'that']"
5711,vclaim-pol-05711,['car']
5712,vclaim-pol-05712,['%']
5713,vclaim-pol-05713,['states']
5714,vclaim-pol-05714,"['one', 'muslims']"
5715,vclaim-pol-05715,['we']
5716,vclaim-pol-05716,['champagne']
5717,vclaim-pol-05717,['change']
5718,vclaim-pol-05718,"['clinton', 'who', 'that', 'rubio']"
5719,vclaim-pol-05719,"['i', 'i', 'you', 'we']"
5720,vclaim-pol-05720,"['obama', 'he']"
5721,vclaim-pol-05721,['it']
5722,vclaim-pol-05722,[]
5723,vclaim-pol-05723,"['states', 'that']"
5724,vclaim-pol-05724,['rates']
5725,vclaim-pol-05725,['hurd']
5726,vclaim-pol-05726,['party']
5727,vclaim-pol-05727,['immigration']
5728,vclaim-pol-05728,['troops']
5729,vclaim-pol-05729,['wages']
5730,vclaim-pol-05730,['chinese']
5731,vclaim-pol-05731,['bureau']
5732,vclaim-pol-05732,['korea']
5733,vclaim-pol-05733,['group']
5734,vclaim-pol-05734,['cruz']
5735,vclaim-pol-05735,['women']
5736,vclaim-pol-05736,"['schumer', 'it', 'who']"
5737,vclaim-pol-05737,['georgia']
5738,vclaim-pol-05738,"['china', 'they']"
5739,vclaim-pol-05739,['rubio']
5740,vclaim-pol-05740,['democrats']
5741,vclaim-pol-05741,['half']
5742,vclaim-pol-05742,['we']
5743,vclaim-pol-05743,['obamacare']
5744,vclaim-pol-05744,['eisenhower']
5745,vclaim-pol-05745,"['clinton', 'benghazi', 'it']"
5746,vclaim-pol-05746,['starbucks']
5747,vclaim-pol-05747,['welders']
5748,vclaim-pol-05748,"['one', 'who']"
5749,vclaim-pol-05749,[]
5750,vclaim-pol-05750,['inequality']
5751,vclaim-pol-05751,"['we', 'number']"
5752,vclaim-pol-05752,['we']
5753,vclaim-pol-05753,"['who', 'you']"
5754,vclaim-pol-05754,['states']
5755,vclaim-pol-05755,"['they', 'you', 'half']"
5756,vclaim-pol-05756,"['obama', 'sanders']"
5757,vclaim-pol-05757,['he']
5758,vclaim-pol-05758,['state']
5759,vclaim-pol-05759,['rubio']
5760,vclaim-pol-05760,['veterans']
5761,vclaim-pol-05761,[]
5762,vclaim-pol-05762,"['you', 'it', 'you', 'who']"
5763,vclaim-pol-05763,['he']
5764,vclaim-pol-05764,['signer']
5765,vclaim-pol-05765,"['i', 'who', 'person', 'who']"
5766,vclaim-pol-05766,['americans']
5767,vclaim-pol-05767,[]
5768,vclaim-pol-05768,"['swift', 'she']"
5769,vclaim-pol-05769,"['legislation', 'teachers', 'they']"
5770,vclaim-pol-05770,['board']
5771,vclaim-pol-05771,['brothers']
5772,vclaim-pol-05772,[]
5773,vclaim-pol-05773,['plan']
5774,vclaim-pol-05774,['plan']
5775,vclaim-pol-05775,"['spending', 'it', 'it']"
5776,vclaim-pol-05776,"['caucus', 'it']"
5777,vclaim-pol-05777,"['attacks', 'cia']"
5778,vclaim-pol-05778,['plan']
5779,vclaim-pol-05779,['gains']
5780,vclaim-pol-05780,"['it', 'he', 'they']"
5781,vclaim-pol-05781,"['city', 'adopted']"
5782,vclaim-pol-05782,['he']
5783,vclaim-pol-05783,"['kasich', 'which', 'ohio']"
5784,vclaim-pol-05784,"['deal', 'obama']"
5785,vclaim-pol-05785,[]
5786,vclaim-pol-05786,['sales']
5787,vclaim-pol-05787,"['you', 'three', 'that', 'they']"
5788,vclaim-pol-05788,['we']
5789,vclaim-pol-05789,[]
5790,vclaim-pol-05790,['you']
5791,vclaim-pol-05791,"['department', 'we']"
5792,vclaim-pol-05792,['question']
5793,vclaim-pol-05793,['cost']
5794,vclaim-pol-05794,['campaign']
5795,vclaim-pol-05795,['we']
5796,vclaim-pol-05796,['wage']
5797,vclaim-pol-05797,['percent']
5798,vclaim-pol-05798,['americans']
5799,vclaim-pol-05799,['he']
5800,vclaim-pol-05800,"['obama', 'kerry', 'graham']"
5801,vclaim-pol-05801,"['i', 'rubio']"
5802,vclaim-pol-05802,['we']
5803,vclaim-pol-05803,['plan']
5804,vclaim-pol-05804,"['ryan', 'who']"
5805,vclaim-pol-05805,['@govjaynixon']
5806,vclaim-pol-05806,[]
5807,vclaim-pol-05807,['bigot']
5808,vclaim-pol-05808,"['government', 'it']"
5809,vclaim-pol-05809,[]
5810,vclaim-pol-05810,"['president', 'he']"
5811,vclaim-pol-05811,['percent']
5812,vclaim-pol-05812,"['which', 'nazis']"
5813,vclaim-pol-05813,['percent']
5814,vclaim-pol-05814,[]
5815,vclaim-pol-05815,['georgia']
5816,vclaim-pol-05816,['rubio']
5817,vclaim-pol-05817,[]
5818,vclaim-pol-05818,['chemicals']
5819,vclaim-pol-05819,['kerry']
5820,vclaim-pol-05820,[]
5821,vclaim-pol-05821,['rate']
5822,vclaim-pol-05822,"['troops', 'clinton']"
5823,vclaim-pol-05823,['million']
5824,vclaim-pol-05824,['brewpubs']
5825,vclaim-pol-05825,[]
5826,vclaim-pol-05826,"['motorists', 'that', 'city']"
5827,vclaim-pol-05827,"['parenthood', 'they']"
5828,vclaim-pol-05828,"['clinton', 'we']"
5829,vclaim-pol-05829,['mining']
5830,vclaim-pol-05830,"['bill', 'that']"
5831,vclaim-pol-05831,"['polling', 'it', 'one']"
5832,vclaim-pol-05832,"['tenet', 'sept.', 'attack', 'they']"
5833,vclaim-pol-05833,['we']
5834,vclaim-pol-05834,['sanders']
5835,vclaim-pol-05835,"['you', 'you', 'he', 'he', 'who']"
5836,vclaim-pol-05836,[]
5837,vclaim-pol-05837,['we']
5838,vclaim-pol-05838,['aids']
5839,vclaim-pol-05839,['cnn']
5840,vclaim-pol-05840,['d.c.-area']
5841,vclaim-pol-05841,['car']
5842,vclaim-pol-05842,['leadership']
5843,vclaim-pol-05843,"['wisconsin', 'they']"
5844,vclaim-pol-05844,['i']
5845,vclaim-pol-05845,"['sanders', 'that', 'people', 'society']"
5846,vclaim-pol-05846,['rate']
5847,vclaim-pol-05847,['industry']
5848,vclaim-pol-05848,['board']
5849,vclaim-pol-05849,"['sanders', 'he', 'nazis']"
5850,vclaim-pol-05850,['industry']
5851,vclaim-pol-05851,['we']
5852,vclaim-pol-05852,['ryan']
5853,vclaim-pol-05853,['fifteen']
5854,vclaim-pol-05854,"['i', 'i']"
5855,vclaim-pol-05855,"['we', 'who']"
5856,vclaim-pol-05856,['snowden']
5857,vclaim-pol-05857,"['country', 'family']"
5858,vclaim-pol-05858,[]
5859,vclaim-pol-05859,"['percent', 'parenthood']"
5860,vclaim-pol-05860,['we']
5861,vclaim-pol-05861,"['she', 'it']"
5862,vclaim-pol-05862,"['unemployment', 'unemployment']"
5863,vclaim-pol-05863,['sanders']
5864,vclaim-pol-05864,['obama']
5865,vclaim-pol-05865,"['pollsters', 'gallup', 'they']"
5866,vclaim-pol-05866,['gecker']
5867,vclaim-pol-05867,"['that', 'nobody', 'we']"
5868,vclaim-pol-05868,['rate']
5869,vclaim-pol-05869,['texas']
5870,vclaim-pol-05870,"['we', 'we']"
5871,vclaim-pol-05871,['dent']
5872,vclaim-pol-05872,"['that', 'crime']"
5873,vclaim-pol-05873,"['abbas', 'khamenei', 'that', 'they']"
5874,vclaim-pol-05874,"['johnson', 'polluters']"
5875,vclaim-pol-05875,[]
5876,vclaim-pol-05876,"['percent', 'percent', 'licenses']"
5877,vclaim-pol-05877,[]
5878,vclaim-pol-05878,[]
5879,vclaim-pol-05879,"['trump', 'america']"
5880,vclaim-pol-05880,['trump']
5881,vclaim-pol-05881,['parenthood']
5882,vclaim-pol-05882,"['agency', 'who', 'commission']"
5883,vclaim-pol-05883,"['francis', 'dollar']"
5884,vclaim-pol-05884,['deficit']
5885,vclaim-pol-05885,['states']
5886,vclaim-pol-05886,[]
5887,vclaim-pol-05887,['officers']
5888,vclaim-pol-05888,['%']
5889,vclaim-pol-05889,['sanger']
5890,vclaim-pol-05890,"['ceo', 'percent']"
5891,vclaim-pol-05891,"['parenthood', 'that']"
5892,vclaim-pol-05892,['sturtevant']
5893,vclaim-pol-05893,[]
5894,vclaim-pol-05894,['who']
5895,vclaim-pol-05895,['regime']
5896,vclaim-pol-05896,"['we', 'that', 'irs']"
5897,vclaim-pol-05897,[]
5898,vclaim-pol-05898,['we']
5899,vclaim-pol-05899,[]
5900,vclaim-pol-05900,['candidate']
5901,vclaim-pol-05901,['aids']
5902,vclaim-pol-05902,"['walker', 'he']"
5903,vclaim-pol-05903,"['output', 'that']"
5904,vclaim-pol-05904,['probe']
5905,vclaim-pol-05905,"['israel', 'it']"
5906,vclaim-pol-05906,"['we', 'who']"
5907,vclaim-pol-05907,['she']
5908,vclaim-pol-05908,['parenthood']
5909,vclaim-pol-05909,['tide']
5910,vclaim-pol-05910,"['ice', 'lot', 'they']"
5911,vclaim-pol-05911,['loans']
5912,vclaim-pol-05912,['we']
5913,vclaim-pol-05913,"['honduras', 'switzerland']"
5914,vclaim-pol-05914,['rate']
5915,vclaim-pol-05915,"['city', 'percent']"
5916,vclaim-pol-05916,"['sanders', 'it', 'he', 'it']"
5917,vclaim-pol-05917,"['i', 'we']"
5918,vclaim-pol-05918,['that']
5919,vclaim-pol-05919,[]
5920,vclaim-pol-05920,['employer']
5921,vclaim-pol-05921,"['makeup', 'it']"
5922,vclaim-pol-05922,['six']
5923,vclaim-pol-05923,['women']
5924,vclaim-pol-05924,"['obamacare', 'all']"
5925,vclaim-pol-05925,['candidate']
5926,vclaim-pol-05926,[]
5927,vclaim-pol-05927,"['we', 'examples', 'we', 'they']"
5928,vclaim-pol-05928,['policies']
5929,vclaim-pol-05929,['that']
5930,vclaim-pol-05930,"['debacle', 'mizzou']"
5931,vclaim-pol-05931,"['school', 'that']"
5932,vclaim-pol-05932,"['reagan', 'revenues']"
5933,vclaim-pol-05933,"['reagan', 'growth', 'that', 'that']"
5934,vclaim-pol-05934,"['salaries', 'who']"
5935,vclaim-pol-05935,['thousands']
5936,vclaim-pol-05936,['pope']
5937,vclaim-pol-05937,['missouri']
5938,vclaim-pol-05938,[]
5939,vclaim-pol-05939,['she']
5940,vclaim-pol-05940,['effects']
5941,vclaim-pol-05941,['that']
5942,vclaim-pol-05942,"['francis', 'who']"
5943,vclaim-pol-05943,['recessions']
5944,vclaim-pol-05944,"['half', 'they']"
5945,vclaim-pol-05945,['officers']
5946,vclaim-pol-05946,['sanders']
5947,vclaim-pol-05947,"['fiorina', 'revenues', 'that', 'she', 'it']"
5948,vclaim-pol-05948,[]
5949,vclaim-pol-05949,"['agency', 'plan']"
5950,vclaim-pol-05950,['percent']
5951,vclaim-pol-05951,['we']
5952,vclaim-pol-05952,"['perry', 'we', 'it']"
5953,vclaim-pol-05953,"['cost', 'we']"
5954,vclaim-pol-05954,['system']
5955,vclaim-pol-05955,"['who', 'kids']"
5956,vclaim-pol-05956,"['you', 'president', 'you', 'he']"
5957,vclaim-pol-05957,"['obama', 'attack']"
5958,vclaim-pol-05958,['deal']
5959,vclaim-pol-05959,"['government', 'him']"
5960,vclaim-pol-05960,"['pediatricians', 'they']"
5961,vclaim-pol-05961,['we']
5962,vclaim-pol-05962,"['one', 'legs', 'someone', 'we']"
5963,vclaim-pol-05963,"['he', 'court', 'prohibitions']"
5964,vclaim-pol-05964,['rubio']
5965,vclaim-pol-05965,"['mexico', 'americans']"
5966,vclaim-pol-05966,"['marijuana', 'kids', 'bush']"
5967,vclaim-pol-05967,"['we', 'equivalent']"
5968,vclaim-pol-05968,"['majority', 'i', 'who']"
5969,vclaim-pol-05969,"['he', 'we']"
5970,vclaim-pol-05970,['walker']
5971,vclaim-pol-05971,"['history', 'sports']"
5972,vclaim-pol-05972,['annexation']
5973,vclaim-pol-05973,['policies']
5974,vclaim-pol-05974,['trump']
5975,vclaim-pol-05975,"['numbers', 'he', 'republican']"
5976,vclaim-pol-05976,['crct']
5977,vclaim-pol-05977,"['case', 'who']"
5978,vclaim-pol-05978,"['inspections', 'mcauliffe']"
5979,vclaim-pol-05979,"['man', 'she']"
5980,vclaim-pol-05980,"['i', 'who', 'that']"
5981,vclaim-pol-05981,"['texas', 'pregnancy']"
5982,vclaim-pol-05982,"['she', 'she']"
5983,vclaim-pol-05983,['that']
5984,vclaim-pol-05984,['it']
5985,vclaim-pol-05985,['trump']
5986,vclaim-pol-05986,"['atlanta', 'reed']"
5987,vclaim-pol-05987,['deal']
5988,vclaim-pol-05988,"['florida', 'bush']"
5989,vclaim-pol-05989,"['republican', 'that', 'state']"
5990,vclaim-pol-05990,"['walker', 'unions']"
5991,vclaim-pol-05991,"['unions', 'ford']"
5992,vclaim-pol-05992,"['walker', 'payments', 'result']"
5993,vclaim-pol-05993,['i']
5994,vclaim-pol-05994,['change']
5995,vclaim-pol-05995,[]
5996,vclaim-pol-05996,"['percent', 'immigrants', 'they']"
5997,vclaim-pol-05997,"['state', 'they']"
5998,vclaim-pol-05998,['israel']
5999,vclaim-pol-05999,['americans']
6000,vclaim-pol-06000,"['it', 'children']"
6001,vclaim-pol-06001,['denali']
6002,vclaim-pol-06002,[]
6003,vclaim-pol-06003,['agreement']
6004,vclaim-pol-06004,['jesus']
6005,vclaim-pol-06005,['trump']
6006,vclaim-pol-06006,"['percent', 'humans']"
6007,vclaim-pol-06007,"['sanders', 'clinton']"
6008,vclaim-pol-06008,"['sanders', 'clinton']"
6009,vclaim-pol-06009,"['he', 'he']"
6010,vclaim-pol-06010,['georgia']
6011,vclaim-pol-06011,"['markey', 'they']"
6012,vclaim-pol-06012,"['survey', 'percent']"
6013,vclaim-pol-06013,[]
6014,vclaim-pol-06014,"['administration', 'which', 'plan']"
6015,vclaim-pol-06015,"['walker', 'agency', 'he']"
6016,vclaim-pol-06016,"['we', 'that']"
6017,vclaim-pol-06017,"['we', 'they', 'they']"
6018,vclaim-pol-06018,['i']
6019,vclaim-pol-06019,"['i', 'who']"
6020,vclaim-pol-06020,['feingold']
6021,vclaim-pol-06021,"['i', 'that']"
6022,vclaim-pol-06022,['arabia']
6023,vclaim-pol-06023,['americans']
6024,vclaim-pol-06024,['we']
6025,vclaim-pol-06025,"['bush', 'they']"
6026,vclaim-pol-06026,['percent']
6027,vclaim-pol-06027,"['administration', 'they', 'who']"
6028,vclaim-pol-06028,['i']
6029,vclaim-pol-06029,['proposal']
6030,vclaim-pol-06030,['americans']
6031,vclaim-pol-06031,['companies']
6032,vclaim-pol-06032,"['jr.', 'obama']"
6033,vclaim-pol-06033,['johnson']
6034,vclaim-pol-06034,[]
6035,vclaim-pol-06035,['citizen']
6036,vclaim-pol-06036,['parenthood']
6037,vclaim-pol-06037,"['one', 'they']"
6038,vclaim-pol-06038,['government']
6039,vclaim-pol-06039,"['plan', 'they']"
6040,vclaim-pol-06040,['many']
6041,vclaim-pol-06041,"['parents', 'him']"
