,ver_claim_ids,ver_claim_encodings
546,vclaim-pol-00546,"[ 0.00746889 -0.04014971  0.11442713 ...  0.00447144  0.01085295
  0.01297236]"
547,vclaim-pol-00547,"[ 0.00746889 -0.06586801  0.10056467 ...  0.03550452  0.01828548
 -0.00748965]"
548,vclaim-pol-00548,"[ 0.00746889 -0.03884973  0.0098275  ...  0.02673596 -0.01651643
  0.00481727]"
549,vclaim-pol-00549,[0.00746889 0.02806544 0.10497093 ... 0.08573699 0.00833228 0.0077574 ]
550,vclaim-pol-00550,"[ 0.00746889 -0.03304907  0.05249543 ...  0.03804472  0.00334944
  0.01420803]"
551,vclaim-pol-00551,[0.00746889 0.04231847 0.03464707 ... 0.03774501 0.02140733 0.01221031]
552,vclaim-pol-00552,"[ 0.00746889 -0.06634717  0.13067491 ...  0.02854384  0.03277725
 -0.01385639]"
553,vclaim-pol-00553,"[ 0.00746889 -0.06586801  0.12877236 ...  0.01334537  0.01616312
 -0.01385639]"
554,vclaim-pol-00554,"[ 0.00746889 -0.06586801  0.11053061 ...  0.04624556  0.09180067
  0.02465262]"
555,vclaim-pol-00555,"[ 0.00746889 -0.00393216  0.12449683 ... -0.02538647 -0.01505811
  0.00502461]"
556,vclaim-pol-00556,"[ 0.00746889 -0.02352185  0.04342799 ...  0.04030079  0.03268765
 -0.01109155]"
557,vclaim-pol-00557,"[ 0.00746889  0.03301254  0.09791494 ...  0.0219998   0.02501653
 -0.01122916]"
558,vclaim-pol-00558,"[ 0.00746889 -0.02781819  0.11290736 ...  0.05150045  0.09237519
  0.01635981]"
559,vclaim-pol-00559,"[ 0.00746889 -0.01886778 -0.01523593 ...  0.00349587  0.02849828
 -0.0116217 ]"
560,vclaim-pol-00560,"[ 0.00746889 -0.05640758  0.08767118 ...  0.00331804  0.05755981
 -0.01385639]"
561,vclaim-pol-00561,[0.00746889 0.02289973 0.02112587 ... 0.08237139 0.04655366 0.00827036]
562,vclaim-pol-00562,"[ 0.00746889  0.06388132  0.04416599 ...  0.04667371  0.02394167
 -0.01361927]"
563,vclaim-pol-00563,"[ 0.00746889 -0.00428844  0.09113402 ...  0.02204767  0.02121972
 -0.01379337]"
564,vclaim-pol-00564,[0.00746889 0.048632   0.07117603 ... 0.06015956 0.06617279 0.00602814]
565,vclaim-pol-00565,"[ 0.00746889 -0.04778164  0.03129207 ...  0.06071185  0.01162083
  0.00764155]"
566,vclaim-pol-00566,"[ 0.00746889  0.16227992  0.14019437 ...  0.06668171  0.0231592
 -0.00711283]"
567,vclaim-pol-00567,[0.00746889 0.02999144 0.10287309 ... 0.02329243 0.01609683 0.02438471]
568,vclaim-pol-00568,"[ 0.00746889 -0.047833    0.07421128 ...  0.03487884  0.03502642
 -0.00917366]"
569,vclaim-pol-00569,"[ 0.00746889 -0.06945135  0.08847562 ...  0.05310378  0.08154992
  0.00375765]"
570,vclaim-pol-00570,"[ 0.00746889 -0.02175918  0.0843823  ...  0.01360955  0.02019988
 -0.01385639]"
571,vclaim-pol-00571,"[ 0.00746889 -0.03845609  0.11784088 ...  0.01572355 -0.01508643
  0.02343267]"
572,vclaim-pol-00572,"[ 0.00746889 -0.04778164  0.068644   ...  0.02876131  0.01943145
  0.01753818]"
573,vclaim-pol-00573,"[ 0.00746889 -0.01119258  0.10571924 ...  0.06175391 -0.00126519
  0.01004441]"
574,vclaim-pol-00574,"[ 0.00746889  0.01697995  0.07596772 ...  0.05260355  0.03150786
 -0.01385639]"
575,vclaim-pol-00575,"[ 0.00746889 -0.01006571  0.06513374 ...  0.02826525  0.04053878
  0.00769085]"
576,vclaim-pol-00576,"[ 0.00746889  0.09777848  0.03480867 ...  0.09974615  0.0100345
 -0.01385639]"
577,vclaim-pol-00577,"[ 0.00746889  0.01918599  0.06525601 ... -0.00976364  0.03155287
 -0.01385639]"
578,vclaim-pol-00578,"[ 0.00746889  0.09694464 -0.01689053 ...  0.04714616  0.017036
 -0.01385639]"
579,vclaim-pol-00579,"[ 0.00746889 -0.08344063  0.05109401 ...  0.03428872  0.0196446
 -0.00736364]"
580,vclaim-pol-00580,"[ 0.00746889 -0.05659891  0.01118164 ...  0.04710374  0.0400887
 -0.01384663]"
581,vclaim-pol-00581,[0.00746889 0.06810328 0.04747302 ... 0.07138603 0.01761997 0.01335428]
582,vclaim-pol-00582,"[ 0.00746889 -0.03485058  0.06952993 ...  0.04239348 -0.02158035
 -0.00048765]"
583,vclaim-pol-00583,[0.00746889 0.02806544 0.07598809 ... 0.05966921 0.05814211 0.00963039]
584,vclaim-pol-00584,"[ 0.00746889 -0.04159616  0.12102556 ...  0.00054338  0.04119428
  0.00571352]"
585,vclaim-pol-00585,"[ 0.00746889 -0.0475883   0.12813888 ...  0.03868642  0.02635021
  0.01267427]"
586,vclaim-pol-00586,"[ 0.00746889 -0.04128336  0.07743667 ...  0.03237652  0.00013205
  0.02034906]"
587,vclaim-pol-00587,"[ 0.00746889 -0.06945135  0.19257963 ...  0.01617837  0.04680378
  0.00401576]"
588,vclaim-pol-00588,"[ 0.00746889 -0.03106488  0.01079408 ...  0.03962327 -0.00344686
 -0.01385639]"
589,vclaim-pol-00589,"[ 0.00746889  0.08891825  0.0661728  ...  0.07284342  0.04252875
 -0.01241281]"
590,vclaim-pol-00590,"[ 0.00746889 -0.04680347  0.07672247 ...  0.0284426   0.0010917
 -0.00915011]"
591,vclaim-pol-00591,[0.00746889 0.09607676 0.09989954 ... 0.00628119 0.0597971  0.00013411]
592,vclaim-pol-00592,"[ 0.00746889 -0.07423992  0.05873262 ...  0.0642848   0.06419605
  0.00429845]"
593,vclaim-pol-00593,"[ 0.01509884 -0.1296844   0.080354   ...  0.01185663  0.07819933
 -0.01385639]"
594,vclaim-pol-00594,[0.00746889 0.02137207 0.1177275  ... 0.07784352 0.07107608 0.0152256 ]
595,vclaim-pol-00595,"[ 0.00746889 -0.00851638  0.0734479  ...  0.03475389 -0.01838437
  0.0130319 ]"
596,vclaim-pol-00596,"[ 0.00746889 -0.06586801  0.04625349 ...  0.03672494  0.00796205
 -0.01554332]"
597,vclaim-pol-00597,[0.00746889 0.2699039  0.06466085 ... 0.05040101 0.04461545 0.00029725]
598,vclaim-pol-00598,[0.00746889 0.01733359 0.05209356 ... 0.01945437 0.02138818 0.00634227]
599,vclaim-pol-00599,"[ 0.00746889 -0.05970725  0.10062205 ... -0.00295052  0.07057717
 -0.00519177]"
600,vclaim-pol-00600,"[ 0.00746889 -0.06241583  0.15136722 ...  0.00116348  0.03113187
 -0.01033964]"
601,vclaim-pol-00601,"[ 0.00746889 -0.08678548  0.05350991 ...  0.03840829 -0.00781003
 -0.00058472]"
602,vclaim-pol-00602,"[ 0.00746889  0.03052967 -0.00610641 ... -0.01032945 -0.0237885
  0.00316664]"
603,vclaim-pol-00603,"[ 0.00746889 -0.04457928  0.00487345 ...  0.03168986  0.03308748
  0.0102198 ]"
604,vclaim-pol-00604,"[ 0.00746889 -0.0322251   0.04016041 ...  0.01854028  0.0089266
  0.03370144]"
605,vclaim-pol-00605,"[ 0.00746889  0.01451672  0.10524051 ...  0.01036358  0.04706582
 -0.01220957]"
606,vclaim-pol-00606,"[ 0.00746889 -0.0729613   0.13151439 ... -0.02138669 -0.01989427
  0.00687331]"
607,vclaim-pol-00607,"[ 0.00746889  0.01904437  0.0245729  ...  0.07971131  0.07091442
 -0.00859615]"
608,vclaim-pol-00608,"[ 0.00746889 -0.02781819  0.0279626  ...  0.03310122 -0.03871517
 -0.00880394]"
609,vclaim-pol-00609,"[ 0.00746889 -0.06945135  0.08328401 ...  0.03586259  0.07252083
  0.02900032]"
610,vclaim-pol-00610,"[ 0.00746889  0.10208461 -0.00389543 ...  0.06417384 -0.01804833
  0.00507606]"
611,vclaim-pol-00611,"[ 0.00746889  0.02449733 -0.06076287 ...  0.01000179  0.01074863
 -0.00609924]"
612,vclaim-pol-00612,"[ 0.00746889 -0.02581885  0.09432719 ...  0.05245176  0.07271361
  0.02869174]"
613,vclaim-pol-00613,[0.00746889 0.01857716 0.05825988 ... 0.10106257 0.07588168 0.00895447]
614,vclaim-pol-00614,"[ 0.00746889 -0.07977513  0.08124015 ...  0.03151767  0.06985737
  0.02076637]"
615,vclaim-pol-00615,"[ 0.00746889  0.0367691   0.19499798 ...  0.03811767 -0.01182716
 -0.01385639]"
616,vclaim-pol-00616,"[ 0.00746889 -0.06315067  0.09633609 ...  0.0393563   0.02898577
 -0.0078164 ]"
617,vclaim-pol-00617,"[ 0.00746889 -0.02435618  0.04401964 ...  0.06708154  0.02484285
  0.0048369 ]"
618,vclaim-pol-00618,"[ 0.00746889 -0.05227972 -0.01442037 ...  0.02409679  0.03084604
 -0.00779476]"
619,vclaim-pol-00619,"[ 0.00746889 -0.04778164  0.01263668 ...  0.07414865  0.04840272
  0.01523819]"
620,vclaim-pol-00620,"[ 0.00746889 -0.04502843  0.00088676 ...  0.04511601  0.07096501
  0.00780205]"
621,vclaim-pol-00621,"[ 0.00746889 -0.06586801  0.01709914 ...  0.04563631 -0.0051493
 -0.01385639]"
622,vclaim-pol-00622,"[ 0.00746889 -0.06586801  0.01720373 ...  0.04587037  0.0169065
 -0.00706854]"
623,vclaim-pol-00623,"[ 0.00746889  0.02076355  0.09900299 ...  0.03913581  0.02321084
 -0.01385639]"
624,vclaim-pol-00624,"[ 0.00746889  0.14209157  0.05379042 ... -0.01664166  0.02758262
  0.00712933]"
625,vclaim-pol-00625,"[ 0.00746889 -0.05304682  0.03072554 ...  0.08319612  0.05976079
  0.00308603]"
626,vclaim-pol-00626,[0.00746889 0.00688837 0.11273949 ... 0.03272853 0.03519214 0.00499352]
627,vclaim-pol-00627,"[ 0.00746889 -0.05253766  0.03571211 ...  0.01610065  0.00704517
  0.02937461]"
628,vclaim-pol-00628,[0.00746889 0.15092209 0.06577443 ... 0.04677149 0.05301041 0.00507206]
629,vclaim-pol-00629,"[ 0.00746889 -0.0492604   0.06464595 ...  0.00020751  0.04542192
 -0.00242567]"
630,vclaim-pol-00630,"[ 0.00746889 -0.00686456  0.08434474 ...  0.03523459  0.09130409
 -0.0171372 ]"
631,vclaim-pol-00631,[0.00746889 0.11010223 0.08470964 ... 0.01760523 0.0110603  0.0137616 ]
632,vclaim-pol-00632,"[ 0.00746889 -0.04778164  0.03833918 ...  0.01128335 -0.01629484
 -0.00266081]"
633,vclaim-pol-00633,"[ 0.00746889  0.02835557 -0.01209399 ...  0.04645398 -0.01947592
 -0.01385639]"
634,vclaim-pol-00634,"[ 0.00746889  0.02686411  0.07164768 ...  0.02138884  0.04282621
 -0.00725417]"
635,vclaim-pol-00635,"[ 0.00746889 -0.08976746  0.03921436 ...  0.03412127  0.03779168
  0.005437  ]"
636,vclaim-pol-00636,"[ 0.00746889 -0.08031081  0.08693541 ...  0.08058582  0.02794435
  0.03272845]"
637,vclaim-pol-00637,[0.00746889 0.02806544 0.10882774 ... 0.03154664 0.0205059  0.03093321]
638,vclaim-pol-00638,"[ 0.00746889 -0.0794235   0.08014591 ...  0.02727959  0.01125407
 -0.01385639]"
639,vclaim-pol-00639,"[ 0.00746889 -0.06333581  0.07676613 ...  0.04633855  0.02081906
  0.02513903]"
640,vclaim-pol-00640,"[ 0.00746889 -0.05613022  0.04748411 ...  0.01252896  0.04299267
  0.01128116]"
641,vclaim-pol-00641,"[ 0.00746889  0.04936568 -0.00560155 ... -0.0181509   0.01508148
  0.00789208]"
642,vclaim-pol-00642,"[ 0.00746889 -0.0527606   0.09189024 ...  0.0349816   0.00595328
  0.02159471]"
643,vclaim-pol-00643,"[ 0.00746889 -0.05136621  0.04716659 ...  0.04342795  0.01324022
 -0.0044756 ]"
644,vclaim-pol-00644,[0.00746889 0.02874631 0.04366649 ... 0.07316642 0.01980285 0.00347107]
645,vclaim-pol-00645,"[ 0.00746889 -0.06831521  0.06981008 ... -0.00988567  0.00299008
  0.01865746]"
646,vclaim-pol-00646,"[ 0.00746889 -0.05437954  0.07975905 ... -0.01302112  0.00835007
  0.04056724]"
647,vclaim-pol-00647,"[ 0.00746889 -0.07705712  0.08324458 ...  0.0168843   0.02830041
  0.02076708]"
648,vclaim-pol-00648,"[ 0.00746889 -0.07340132  0.02092048 ...  0.05720906 -0.00259991
 -0.01280597]"
649,vclaim-pol-00649,"[ 0.00746889 -0.06416654  0.02674443 ...  0.03684824  0.02517612
 -0.00284577]"
650,vclaim-pol-00650,"[ 0.00746889  0.01811688  0.07976188 ... -0.00338898  0.06075426
  0.00460995]"
651,vclaim-pol-00651,"[ 0.00746889  0.11852652  0.10853045 ...  0.03969014  0.02047042
 -0.01113003]"
652,vclaim-pol-00652,"[ 0.00746889  0.0101397   0.04597012 ... -0.00458066 -0.00592815
 -0.01385639]"
653,vclaim-pol-00653,"[ 0.00746889  0.05993871  0.07061142 ... -0.05848046 -0.04434213
 -0.01385639]"
654,vclaim-pol-00654,"[ 0.00746889 -0.07832564  0.06411669 ...  0.03728476  0.02978381
  0.03387885]"
655,vclaim-pol-00655,"[ 0.00746889  0.09950261  0.00973286 ...  0.08878572  0.03931235
 -0.01385639]"
656,vclaim-pol-00656,"[ 0.00746889 -0.0377782   0.09442041 ...  0.05667714  0.01412236
 -0.00077755]"
657,vclaim-pol-00657,"[ 0.00746889  0.06634316  0.1144852  ...  0.01083007 -0.01963613
 -0.0030964 ]"
658,vclaim-pol-00658,"[ 0.00746889  0.0216717  -0.00227755 ...  0.05302838  0.00798756
  0.00643037]"
659,vclaim-pol-00659,[0.00746889 0.23255052 0.05412159 ... 0.01805924 0.04270875 0.02091112]
660,vclaim-pol-00660,"[ 0.00746889 -0.03124134  0.07006466 ...  0.02088578  0.08462732
  0.04179496]"
661,vclaim-pol-00661,[0.00746889 0.03755284 0.11336367 ... 0.05042816 0.05302158 0.01715669]
662,vclaim-pol-00662,"[ 0.00746889 -0.02141866  0.06838259 ...  0.05345962  0.06998289
  0.00990277]"
663,vclaim-pol-00663,"[ 0.00746889 -0.07773518  0.04388127 ...  0.01413671  0.05015693
  0.01848881]"
664,vclaim-pol-00664,"[ 0.00746889 -0.07106422  0.08998991 ...  0.06212764  0.04279705
  0.02095975]"
665,vclaim-pol-00665,[0.00746889 0.10597968 0.07841554 ... 0.04291634 0.0502313  0.02687879]
666,vclaim-pol-00666,"[ 0.00746889 -0.0053977   0.0899841  ...  0.05154357  0.00319724
 -0.01385639]"
667,vclaim-pol-00667,"[ 0.00746889  0.00044951  0.04464355 ...  0.03026463  0.05325182
 -0.01875228]"
668,vclaim-pol-00668,[0.00746889 0.07395593 0.1496139  ... 0.05854136 0.02407021 0.03639046]
669,vclaim-pol-00669,"[ 0.00746889  0.05316836  0.02568249 ...  0.02424136 -0.00038313
 -0.01385639]"
670,vclaim-pol-00670,"[ 0.00746889 -0.0555075   0.00312638 ...  0.0007105   0.0596906
 -0.01385639]"
671,vclaim-pol-00671,"[ 0.00746889 -0.02781819  0.02345864 ...  0.00781737  0.00521643
  0.00819776]"
672,vclaim-pol-00672,"[ 0.00746889 -0.01966291  0.06695732 ...  0.02341002  0.032905
  0.00754803]"
673,vclaim-pol-00673,[0.00746889 0.08700384 0.08178297 ... 0.10142385 0.03547457 0.00956031]
674,vclaim-pol-00674,"[ 0.00746889  0.03107675  0.05369723 ...  0.02847074  0.10872906
 -0.00039905]"
675,vclaim-pol-00675,"[ 0.00746889  0.02670944  0.03601643 ...  0.07663658  0.00365452
 -0.00215973]"
676,vclaim-pol-00676,"[ 0.00746889 -0.08644032  0.14756529 ...  0.01360096  0.00773253
  0.00871247]"
677,vclaim-pol-00677,"[ 0.00746889  0.08871297  0.06789494 ...  0.05679252  0.02110481
 -0.01385639]"
678,vclaim-pol-00678,"[ 0.00746889 -0.02487277  0.16723245 ...  0.03203228  0.00680968
  0.02321635]"
679,vclaim-pol-00679,"[ 0.00746889 -0.0366832  -0.01827538 ... -0.01704503  0.01053835
 -0.01385639]"
680,vclaim-pol-00680,"[ 0.00746889 -0.05480524  0.07114255 ...  0.04304333  0.0114953
 -0.00823888]"
681,vclaim-pol-00681,"[ 0.00746889 -0.00596023  0.05917503 ...  0.05152881  0.06009945
  0.0048534 ]"
682,vclaim-pol-00682,"[ 0.00746889 -0.02423948  0.11235319 ...  0.03043985  0.02647357
  0.04334572]"
683,vclaim-pol-00683,"[ 0.00746889 -0.01807646  0.04651181 ...  0.02715841  0.01277148
  0.00658321]"
684,vclaim-pol-00684,"[ 0.00746889  0.10208461  0.0021158  ...  0.00210524  0.10286945
 -0.01385639]"
685,vclaim-pol-00685,"[ 0.00746889 -0.07727914  0.04810581 ... -0.01017874  0.02180607
 -0.01379062]"
686,vclaim-pol-00686,"[ 0.00746889 -0.06586801  0.05312695 ...  0.00843159  0.05510383
 -0.01092764]"
687,vclaim-pol-00687,"[ 0.00746889 -0.03877249  0.06901716 ...  0.01227885  0.01822595
 -0.005412  ]"
688,vclaim-pol-00688,"[ 0.00746889 -0.06945135  0.05913032 ...  0.00911269  0.00513203
  0.03169139]"
689,vclaim-pol-00689,"[ 0.00746889 -0.04778164  0.05692401 ...  0.02711671  0.07050309
  0.03368791]"
690,vclaim-pol-00690,"[ 0.00746889  0.00210683  0.03992616 ...  0.04772456  0.01084038
 -0.00587007]"
691,vclaim-pol-00691,"[ 0.00746889 -0.01879413  0.02180558 ...  0.03557203 -0.00153623
 -0.01385639]"
692,vclaim-pol-00692,"[ 0.00746889  0.01954788  0.07815748 ...  0.03180708 -0.00088929
  0.01446264]"
693,vclaim-pol-00693,"[ 0.00746889 -0.04778164  0.04481674 ...  0.00694537 -0.00043762
  0.01456855]"
694,vclaim-pol-00694,"[ 0.00746889 -0.06945135  0.00925632 ...  0.01951616  0.00265786
  0.01653993]"
695,vclaim-pol-00695,"[ 0.00746889  0.02120068  0.12727037 ...  0.02162337 -0.00463587
 -0.01385639]"
696,vclaim-pol-00696,"[ 0.00746889  0.02963511  0.10626485 ...  0.06637748  0.04648715
 -0.01435019]"
697,vclaim-pol-00697,"[ 0.00746889 -0.0699893  -0.01955385 ...  0.04646764 -0.02143248
 -0.01385639]"
698,vclaim-pol-00698,"[ 0.00746889 -0.04778164  0.07961068 ...  0.04889311  0.0437816
  0.005503  ]"
699,vclaim-pol-00699,"[ 0.00746889 -0.04927241  0.05392502 ...  0.02803807 -0.01328031
 -0.00012286]"
700,vclaim-pol-00700,"[ 0.00746889  0.03328384  0.05225287 ... -0.00391038  0.0085575
  0.02011435]"
701,vclaim-pol-00701,"[ 0.00746889 -0.06586801  0.09322789 ...  0.06348931  0.02998315
  0.00298268]"
702,vclaim-pol-00702,"[ 0.00746889 -0.05670789  0.04898862 ...  0.01560331  0.03552559
  0.00242183]"
703,vclaim-pol-00703,"[ 0.00746889 -0.00356121  0.18693145 ...  0.04642983  0.01177813
 -0.01008187]"
704,vclaim-pol-00704,"[ 0.00746889 -0.0609833   0.01511284 ...  0.06364287  0.01448581
 -0.01385639]"
705,vclaim-pol-00705,"[ 0.00746889  0.10208461  0.0762912  ...  0.01515896  0.03129164
 -0.01385639]"
706,vclaim-pol-00706,"[ 0.00746889  0.0186404   0.08532227 ...  0.01782657  0.05449387
 -0.01385639]"
707,vclaim-pol-00707,[0.00746889 0.10007842 0.04484471 ... 0.05028399 0.05310091 0.02543512]
708,vclaim-pol-00708,"[ 0.00746889 -0.02141866  0.08781698 ...  0.0207669   0.02337615
  0.00646426]"
709,vclaim-pol-00709,"[ 0.00746889 -0.04321506  0.01626709 ...  0.01924647  0.02114438
 -0.00603536]"
710,vclaim-pol-00710,"[ 0.00746889 -0.06584737  0.04085506 ...  0.0252236   0.04960152
  0.00225258]"
711,vclaim-pol-00711,"[ 0.00746889 -0.06035412  0.07365253 ...  0.03927082  0.00865667
 -0.01385639]"
712,vclaim-pol-00712,"[ 0.00746889 -0.06929338  0.07453815 ...  0.01228745  0.07421678
  0.04573211]"
713,vclaim-pol-00713,"[ 0.00746889 -0.05189734  0.05623942 ... -0.01155596 -0.00352985
 -0.00149107]"
714,vclaim-pol-00714,"[ 0.00746889 -0.01226533  0.0623007  ...  0.00713556  0.03331576
  0.00232496]"
715,vclaim-pol-00715,"[ 0.00746889 -0.07726278  0.0090219  ...  0.04744414  0.03475954
  0.01190564]"
716,vclaim-pol-00716,"[ 0.00746889 -0.02189502  0.03253555 ...  0.01690636 -0.02405564
 -0.01385639]"
717,vclaim-pol-00717,"[ 0.00746889  0.0216717   0.02005391 ...  0.09299126  0.02022664
 -0.01385639]"
718,vclaim-pol-00718,[0.00746889 0.01216983 0.05458583 ... 0.04648877 0.04576335 0.00106542]
719,vclaim-pol-00719,"[ 0.00746889 -0.02781819  0.02530189 ...  0.05009793  0.00333318
  0.01468527]"
720,vclaim-pol-00720,"[ 0.00746889 -0.09022976  0.08425192 ...  0.01795288  0.05659297
  0.02643557]"
721,vclaim-pol-00721,"[ 0.00746889 -0.02141866  0.0058714  ...  0.05406902 -0.00495954
 -0.01385639]"
722,vclaim-pol-00722,"[ 0.00746889 -0.0736599   0.07490186 ...  0.09265502  0.06313893
  0.00753677]"
723,vclaim-pol-00723,"[ 0.00746889 -0.02579014 -0.00439654 ...  0.03777181  0.05308774
  0.02054435]"
724,vclaim-pol-00724,"[ 0.00746889  0.03244873 -0.02068846 ... -0.0127861   0.00105621
 -0.01385639]"
725,vclaim-pol-00725,"[ 0.00746889 -0.03411387  0.05904227 ...  0.04494583  0.05419002
  0.02093855]"
726,vclaim-pol-00726,"[ 0.00746889  0.07078964  0.08881068 ...  0.05820109 -0.01343089
  0.03774686]"
727,vclaim-pol-00727,"[ 0.00746889 -0.0417138   0.11687999 ...  0.00425678 -0.00881208
 -0.00058742]"
728,vclaim-pol-00728,"[ 0.00746889 -0.04373805  0.12655716 ...  0.06681164  0.03526039
 -0.00768242]"
729,vclaim-pol-00729,"[ 0.00746889 -0.06145764  0.10874923 ...  0.03328097  0.02216929
  0.00575661]"
730,vclaim-pol-00730,"[ 0.00746889 -0.07634244  0.07916791 ...  0.01937875  0.02945006
  0.00180055]"
731,vclaim-pol-00731,[0.00746889 0.03268563 0.11524884 ... 0.02503859 0.01019865 0.02101837]
732,vclaim-pol-00732,"[ 0.00746889 -0.06046733  0.08435249 ...  0.02887884  0.04425811
 -0.01928665]"
733,vclaim-pol-00733,"[ 0.00746889 -0.0258134   0.12623617 ... -0.02832641 -0.0074003
 -0.01385639]"
734,vclaim-pol-00734,"[ 0.00746889 -0.0212148   0.04833253 ...  0.078403    0.00745061
  0.00500329]"
735,vclaim-pol-00735,"[ 0.00746889 -0.06664125  0.07935281 ... -0.00381926  0.04728452
 -0.00382799]"
736,vclaim-pol-00736,"[ 0.00746889  0.07952064 -0.00478205 ...  0.0752433   0.01680105
  0.04784691]"
737,vclaim-pol-00737,"[ 0.00746889 -0.01053977  0.07612871 ... -0.01385104  0.01343618
  0.00796025]"
738,vclaim-pol-00738,"[ 0.00746889 -0.0005305   0.03245505 ...  0.0197253  -0.01594794
 -0.01385639]"
739,vclaim-pol-00739,"[ 0.00746889  0.02722872  0.16271512 ... -0.03250891  0.00806388
 -0.01287596]"
740,vclaim-pol-00740,"[ 0.00746889 -0.07092407  0.04916478 ...  0.04172286  0.05624969
  0.02574026]"
741,vclaim-pol-00741,"[ 0.00746889  0.02999501  0.01730633 ...  0.04438922  0.04029706
 -0.00709385]"
742,vclaim-pol-00742,"[ 0.00746889 -0.05350893  0.07770874 ...  0.06343799  0.06833909
 -0.00603718]"
743,vclaim-pol-00743,"[ 0.00746889 -0.03593894 -0.02533165 ...  0.02027189  0.04149339
 -0.00861145]"
744,vclaim-pol-00744,"[ 0.00746889  0.00102344  0.02024901 ...  0.0623348   0.04386813
 -0.01385639]"
745,vclaim-pol-00745,"[ 0.00746889 -0.06586801  0.0614143  ...  0.02868841 -0.0043941
  0.02062035]"
746,vclaim-pol-00746,"[ 0.00746889  0.04998986  0.05510049 ...  0.0689257   0.0340447
 -0.00277102]"
747,vclaim-pol-00747,"[ 0.00746889 -0.06945135  0.10434987 ... -0.00823077  0.02276779
 -0.0076892 ]"
748,vclaim-pol-00748,"[ 0.00746889 -0.05843126  0.10395505 ...  0.05294113  0.03781857
  0.0034659 ]"
749,vclaim-pol-00749,"[ 0.00746889 -0.06261801  0.0764095  ... -0.01727119  0.0254037
 -0.01385639]"
750,vclaim-pol-00750,"[ 0.00746889  0.0413939   0.03125647 ...  0.03866954  0.01315646
 -0.00879779]"
751,vclaim-pol-00751,"[ 0.00746889 -0.06941236  0.11306959 ...  0.0354645   0.0279472
 -0.00414293]"
752,vclaim-pol-00752,[0.00746889 0.16036455 0.11814045 ... 0.0097079  0.02512451 0.06324062]
753,vclaim-pol-00753,[0.00746889 0.03543139 0.0744524  ... 0.0266161  0.01047347 0.00559291]
754,vclaim-pol-00754,"[ 0.00746889  0.03262339  0.08917307 ...  0.03403603  0.00147709
 -0.01385639]"
755,vclaim-pol-00755,"[ 0.00746889 -0.05994492 -0.03056113 ...  0.05756832  0.05156707
 -0.00147672]"
756,vclaim-pol-00756,[0.00746889 0.08208217 0.09932473 ... 0.05800949 0.03051713 0.06437722]
757,vclaim-pol-00757,"[ 0.00746889 -0.06578409  0.04151536 ...  0.03500547  0.04761618
 -0.00517215]"
758,vclaim-pol-00758,[0.00746889 0.06432249 0.06266113 ... 0.02482168 0.01825481 0.0084084 ]
759,vclaim-pol-00759,"[ 0.00746889 -0.00587992  0.10951786 ...  0.04689794  0.04567301
  0.00647453]"
760,vclaim-pol-00760,"[ 0.00746889  0.10270052  0.05071741 ...  0.08985337  0.01515348
 -0.01385639]"
761,vclaim-pol-00761,"[ 0.00746889 -0.00602792  0.0249302  ...  0.06422231  0.04385605
  0.00857519]"
762,vclaim-pol-00762,"[ 0.00746889 -0.08584589  0.02977849 ...  0.04916746  0.02806496
  0.02073619]"
763,vclaim-pol-00763,"[ 0.00746889 -0.06586801  0.05490094 ...  0.03244182 -0.02286504
 -0.01385639]"
764,vclaim-pol-00764,"[ 0.00746889 -0.04224111  0.07530631 ...  0.03710934  0.04978454
  0.00673382]"
765,vclaim-pol-00765,"[ 0.00746889  0.06388132  0.08319218 ...  0.03844853  0.01073144
 -0.01385639]"
766,vclaim-pol-00766,"[ 0.00746889 -0.07237863  0.07589445 ...  0.01036644  0.00585553
  0.01244327]"
767,vclaim-pol-00767,"[ 0.00746889 -0.0306691  -0.01292667 ...  0.02273835  0.01286971
  0.01431188]"
768,vclaim-pol-00768,"[ 0.00746889  0.0413939   0.04677591 ...  0.03339389  0.02346808
 -0.01254642]"
769,vclaim-pol-00769,[0.00746889 0.17593165 0.11204498 ... 0.03552851 0.01727464 0.00349359]
770,vclaim-pol-00770,"[ 0.00746889 -0.01923948  0.0764095  ...  0.00173019  0.02891443
 -0.005453  ]"
771,vclaim-pol-00771,"[ 0.00746889 -0.06586801  0.12874563 ...  0.0394311   0.08209939
  0.01408891]"
772,vclaim-pol-00772,"[ 7.4688899e-03  4.7985086e-05  1.2803590e-01 ...  2.2538748e-02
 -3.0294780e-03 -9.1605587e-03]"
773,vclaim-pol-00773,"[ 0.00746889 -0.06181262  0.04208307 ...  0.00363483  0.04096626
 -0.0002735 ]"
774,vclaim-pol-00774,"[ 0.00746889 -0.03050364 -0.01990758 ...  0.02934932  0.06560632
 -0.01027071]"
775,vclaim-pol-00775,"[ 0.00746889 -0.04778164 -0.02731671 ...  0.01095712  0.03715226
  0.00010318]"
776,vclaim-pol-00776,"[ 0.00746889 -0.02179695  0.09142604 ...  0.02836698  0.03291172
  0.01744149]"
777,vclaim-pol-00777,"[ 0.00746889 -0.08078316  0.00449162 ...  0.04968534  0.00582857
  0.00214823]"
778,vclaim-pol-00778,"[ 0.00746889 -0.09603139  0.07250793 ...  0.027413    0.05383756
 -0.00074505]"
