,ver_claim_ids,used_words_and_synonyms
4387,vclaim-pol-04387,"['democrats', '``', 'cutting', 'school', 'funding', '.', 'four', 'times', 'last', '10', 'years', 'came', 'office', '.', ""''""]"
4388,vclaim-pol-04388,"['``', 'clinton', 'foundation', 'charity', 'president', 'secretary', 'clinton', 'daughter', ',', 'take', 'salary', ',', 'get', 'money', ',', 'take', 'personal', 'benefit', '.', ""''""]"
4389,vclaim-pol-04389,"['says', 'gov', '.', 'pat', 'mccrory', '``', 'tried', 'cut', 'education', 'funding', 'lowest', 'budget', 'share', '30', 'years', '.', ""''""]"
4390,vclaim-pol-04390,"['number', 'illegal', 'immigrants', '``', 'could', '3', 'million', '.', 'could', '30', 'million', '.', ""''""]"
4391,vclaim-pol-04391,"['``', 'illegal', 'immigration', 'costs', 'country', '$', '113', 'billion', 'year', '.', ""''""]"
4392,vclaim-pol-04392,"['clinton', 'foundation', '``', 'took', 'steps', 'went', 'beyond', 'legal', 'requirements', ',', 'indeed', ',', 'standard', 'requirements', 'followed', 'every', 'charitable', 'organization', '.', ""''""]"
4393,vclaim-pol-04393,"['says', 'gop', 'u.s.', 'senate', 'candidate', 'darryl', 'glenn', '``', 'wants', 'eliminate', 'department', 'education', ""''"", 'jeopardize', 'college', 'funding', '320,000', 'coloradans', '.']"
4394,vclaim-pol-04394,"['``', 'hillary', 'clinton', 'wants', 'shut', 'family', 'farms', ""''"", 'using', '``', 'radical', 'regulation', ',', ""''"", 'raising', 'business', 'tax', '``', 'rates', 'high', 'nearly', '50', 'percent', ""''"", 'taxing', '``', 'family', 'farms', 'death', 'much', '45', 'percent', '.', ""''""]"
4395,vclaim-pol-04395,"['``', '269', 'days', 'since', '(', 'hillary', ')', 'clinton', 'held', 'press', 'conference', '.', ""''""]"
4396,vclaim-pol-04396,"['democratic', 'republican', 'candidates', 'president', '2016', '``', 'quite', 'unpopular', '.', ""''""]"
4397,vclaim-pol-04397,"['milwaukee', '``', 'highest', 'incarceration', 'rate', 'among', 'african-american', 'men', 'country', '.', ""''""]"
4398,vclaim-pol-04398,"['lee', 'zeldin', '``', 'missed', '2/3rds', 'veterans', 'affairs', 'hearings', ""''""]"
4399,vclaim-pol-04399,"['says', 'u.s.', 'rep.', 'bruce', 'poliquin', 'voted', '``', 'force', 'seniors', 'pay', 'prescription', 'drugs', '.', ""''""]"
4400,vclaim-pol-04400,"['``', 'inner-city', 'crime', 'reaching', 'record', 'levels', '.', ""''""]"
4401,vclaim-pol-04401,"['number', 'vaccines', 'administered', 'children', 'increased', 'united', 'states', ',', 'autism', 'rate', '.']"
4402,vclaim-pol-04402,"['``', 'campaign', 'supporters', 'campaign', 'ones', 'borne', 'birther', 'movement', '.', ""''""]"
4403,vclaim-pol-04403,"['``', 'going', 'build', 'wall', 'ago', ',', 'long', 'ago', ',', 'like', ""'06"", '.', 'could', ""n't"", 'get', 'environmental', 'impact', 'statements', '.', ""''""]"
4404,vclaim-pol-04404,"['drilling', 'atlantic', 'coast']"
4405,vclaim-pol-04405,"['``', 'none', 'polls', 'conducted', 'right', 'us', 'top', 'line', '.', 'none', '.', ""'s"", 'always', 'trump', 'clinton', 'second', 'question', ',', 'third', 'question', '.', '...', 'included', 'top', 'line', ',', 'johnson/trump/clinton', ',', ""'d"", '20', 'percent', '.', ""''""]"
4406,vclaim-pol-04406,"['says', 'hillary', 'clinton', '``', 'voted', 'raise', 'taxes', 'workers', 'earning', 'little', '$', '41,500', '.', ""''""]"
4407,vclaim-pol-04407,"['governor', ',', 'tim', 'kaine', '``', 'oversaw', 'huge', 'increase', 'illegal', 'immigration', ',', 'tremendous', 'increase', '.', ""''""]"
4408,vclaim-pol-04408,"['says', 'hillary', 'clinton', '``', 'one', 'labeled', 'african-american', 'youth', '‘', 'superpredators', '.', '’', ""''""]"
4409,vclaim-pol-04409,"['says', '``', 'donald', 'trump', 'contributed', '$', '100,000', ""''"", 'clinton', 'foundation', '.']"
4410,vclaim-pol-04410,"['``', 'texas', 'conservative', ',', 'except', 'little', 'bit', 'austin', '.', ""''""]"
4411,vclaim-pol-04411,"['says', '``', 'concrete', 'examples', ""''"", 'university', 'texas', 'job', 'applicants', 'prospective', 'applicants', 'students', 'well', 'invited', 'speakers', 'changing', 'minds', 'handguns', 'allowed', 'campus', 'buildings', 'classrooms', '.']"
4412,vclaim-pol-04412,"['``', 'parents', 'teachers', 'already', 'worrying', 'call', '‘', 'trump', 'effect.', '’', 'report', 'bullying', 'harassment', 'rise', 'schools', ',', 'especially', 'targeting', 'students', 'color', ',', 'muslims', 'immigrants', '.', ""''""]"
4413,vclaim-pol-04413,"['says', 'hillary', 'clinton', '``', 'wants', 'raise', 'taxes', 'african-american', 'owned', 'businesses', 'much', 'nearly', '50', 'percent', ""'re"", 'paying', '.', ""''""]"
4414,vclaim-pol-04414,"['job', 'creation', 'numbers', 'latest', 'start-up', 'ny', 'report', ':', '``', 'significant', 'number', 'overcounts', 'compilation', '’', 'looked', '.', ""''""]"
4415,vclaim-pol-04415,"['says', '``', 'president', 'obama', '’', 'proposed', 'oil', 'tax', 'would', 'cost', 'consumers', '24', 'cents', 'gallon', '.', ""''""]"
4416,vclaim-pol-04416,"['``', 'prop', '56', 'cheats', 'schools', 'least', '$', '600', 'million', '.', ""''""]"
4417,vclaim-pol-04417,"['says', 'ron', 'johnson', '``', 'voted', 'five', 'times', 'tax', 'breaks', 'help', 'companies', 'ship', 'wisconsin', 'jobs', 'overseas', '.', ""''""]"
4418,vclaim-pol-04418,"['chicago', 'public', 'schools', '``', 'lead', 'country', 'high', 'school', 'graduation', 'urban', 'school', 'system', ',', ""''"", '``', 'match', 'united', 'states', 'america', 'kids', 'graduating', 'high', 'school', 'going', 'four-year', 'college', ',', ""''"", '``', 'producing', 'eighth-grade', 'leaders', 'country', 'math', 'gains', ',', 'fourth-grade', 'leaders', 'reading', 'gains', '.', ""''""]"
4419,vclaim-pol-04419,"['hollywood', 'celebrities', 'endorsing', 'hillary', 'clinton', '``', 'many', 'cases', 'celebrities', '’', 'hot', 'anymore', '.', ""''""]"
4420,vclaim-pol-04420,"['says', 'washington', ',', 'd.c.', ',', 'sen.', 'richard', 'burr', '``', 'took', 'millions', 'special', 'interests', ',', 'went', 'cashed', ',', 'voted', 'cut', '(', ')', 'taxes', 'raise', 'taxes', 'working', 'folks', '.', ""''""]"
4421,vclaim-pol-04421,"['``', 'congress', ',', '(', 'cresent', 'hardy', ')', 'voted', 'defund', 'daca', '.', ""''""]"
4422,vclaim-pol-04422,"['``', 'one', 'third', 'federal', 'prisoners', 'today', 'illegal', 'immigrants', '.', ""''""]"
4423,vclaim-pol-04423,"['``', 'since', 'president', 'obama', 'came', 'office', ',', 'another', '2', 'million', 'hispanics', 'joined', 'ranks', 'poverty', '.', '…', 'number', 'hispanic', 'children', 'living', 'poverty', 'increased', '15', 'percent', 'short', 'period', 'time', '.', ""''""]"
4424,vclaim-pol-04424,"['``', 'fact', ""''"", 'clinton', 'foundation', '``', 'got', '80', 'percent', 'overhead', '20', 'percent', 'money', 'actually', 'getting', 'places', '.', ""''""]"
4425,vclaim-pol-04425,"['``', 'hillary', '[', 'clinton', ']', 'wants', 'raise', 'taxes', 'trillion', 'dollars', '.', ""''""]"
4426,vclaim-pol-04426,"['says', 'donald', 'trump', '’', '``', 'make', 'america', 'great', ""''"", 'caps', '``', 'made', 'china', '.', ""''""]"
4427,vclaim-pol-04427,"['says', 'hillary', 'clinton', 'wants', 'illegal', 'immigrants', '``', 'collecting', 'social', 'security', 'benefits', '.', ""''""]"
4428,vclaim-pol-04428,"['says', 'arizona', 'congressional', 'candidate', 'christine', 'jones', '``', 'called', 'hillary', 'clinton', '‘', 'capable', 'respected', 'leader', ',', '’', '‘', 'effective', '’', 'secretary', 'state', '.', '...', 'hillary', 'clinton', 'effective', '?', 'christine', 'jones', 'thinks', '.', ""''""]"
4429,vclaim-pol-04429,"['says', 'hillary', 'clinton', '``', 'abided', 'ethics', 'agreement', ""''"", 'clinton', 'foundation', 'obama', 'administration', '.']"
4430,vclaim-pol-04430,"['obama', 'administration', 'gave', 'iran', '``', '$', '400', 'million', 'ransom', 'payment', 'cash', '.', ""''""]"
4431,vclaim-pol-04431,"['says', 'marco', 'rubio', '``', 'voted', 'bipartisan', 'violence', 'women', 'act', '.', ""''""]"
4432,vclaim-pol-04432,"['says', 'scott', 'walker', ""'s"", '``', 'listening', 'sessions', ""''"", '``', 'invite-only', 'excluding', 'press', '.', ""''""]"
4433,vclaim-pol-04433,"['``', '...', 'secret', 'documents', 'reveal', 'iran', 'could', 'obtain', 'nuclear', 'weapon', 'far', 'sooner', 'told', '.', 'tammy', 'duckworth', 'voted', '‘', 'yes', '’', '(', 'iran', 'nuclear', 'deal', ')', '.', ""''""]"
4434,vclaim-pol-04434,"['says', 'cnn', 'anchor', 'said', 'hillary', 'clinton', 'gotten', '``', 'free', 'ride', 'far', 'media', '.', ""'re"", 'biggest', 'ones', 'supporting', 'campaign', '.', ""''""]"
4435,vclaim-pol-04435,"['iran', 'nuclear', 'deal']"
4436,vclaim-pol-04436,"['``', 'would', 'sign', 'speak', '(', 'haitian', ')', 'dictator', '?', 'rob', 'portman', '.', ""''""]"
4437,vclaim-pol-04437,"['``', '22', 'veterans', 'take', 'lives', 'day', '.', ""''""]"
4438,vclaim-pol-04438,"['``', 'almost', 'half', 'million', 'people', 'still', 'eligible', '(', 'daca', ')', ',', 'particularly', 'asian-american', 'pacific', 'islander', 'community', '.', ""''""]"
4439,vclaim-pol-04439,"['``', 'congress', 'right', ',', ""'re"", 'best', 'job', 'ever', 'done', 'women', 'federal', 'legislature', ',', ""''"", '’', 'still', '``', '19', 'percent', '.', ""''""]"
4440,vclaim-pol-04440,"['hillary', 'clinton', '’', 'plan', '``', 'illegal', 'immigrants', 'convicted', 'committing', 'crimes', 'get', 'stay', '.', ""''""]"
4441,vclaim-pol-04441,"['trans-pacific', 'partnership', '.']"
4442,vclaim-pol-04442,"['``', 'even', 'richard', 'nixon', 'released', 'tax', 'returns', 'public', 'running', 'president', '...', ""''""]"
4443,vclaim-pol-04443,"['``', 'neither', 'hillary', 'clinton', 'donald', 'trump', 'plan', 'address', 'civil', 'war', 'syria', '.', ""''""]"
4444,vclaim-pol-04444,"['``', '$', '587', 'apiece', ',', 'usa', 'would', 'need', 'bring', 'home', '33.1', 'billion', 'gold', 'medals', 'pay', 'national', 'debt', '.', ""''""]"
4445,vclaim-pol-04445,"['``', 'admit', '100,000', 'permanent', 'immigrants', 'middle', 'east', 'every', 'year', '.', ""''""]"
4446,vclaim-pol-04446,"['``', 'medical-grade', 'marijuana', 'alone', 'get', 'patient', '‘', 'high', ',', '’', 'matter', 'level', 'thc', ',', 'cbd', 'compound', 'found', 'plant', '.', ""''""]"
4447,vclaim-pol-04447,"['milwaukee', 'police', 'use', 'deadly', 'force', 'rate', '``', 'among', 'lowest', ""''"", 'country', '.']"
4448,vclaim-pol-04448,"['says', 'arizona', 'congressional', 'candidate', 'ray', 'strauss', '``', '‘', 'champion', 'big', 'government', '’', 'votes', 'raise', 'taxes', 'local', 'city', 'council', '.', ""''""]"
4449,vclaim-pol-04449,"['says', 'hillary', 'clinton', '``', 'proposing', 'print', 'instant', 'work', 'permits', 'millions', 'illegal', 'immigrants', 'come', 'take', 'everybody', ""'s"", 'jobs', ',', 'including', 'low-income', 'african-americans', '.', ""''""]"
4450,vclaim-pol-04450,"['``', 'nafta', ',', 'signed', 'bill', 'clinton', ',', 'disaster', 'pennsylvania', '.', ""''""]"
4451,vclaim-pol-04451,"['``', 'introducing', 'donald', 'trump', ',', 'former', 'new', 'york', 'city', 'mayor', 'rudy', 'giuliani', 'omitted', 'september', '11', ',', '2001', ',', 'strikes', '‘', 'successful', '’', 'terrorist', 'attack', 'eight', 'years', 'president', 'obama', '’', '2008', 'election', '.', ""''""]"
4452,vclaim-pol-04452,"['``', 'gonzales', '’', 'losing', 'campaign', 'last', 'spring', 'funded', '$', '1', 'million', 'supporters', 'allies', 'governor', 'bruce', 'rauner', '.', ""''""]"
4453,vclaim-pol-04453,"['says', 'military', 'commanders', 'said', 'donald', 'trump', 'elected', ',', '``', 'would', 'follow', 'orders', '.', ""''""]"
4454,vclaim-pol-04454,"['``', 'candidate', 'ran', 'either', 'democratic', 'republican', 'primary', 'said', 'beginning', '(', ')', 'raise', 'taxes', 'middle', 'class', '.', ""''""]"
4455,vclaim-pol-04455,"['says', 'director', 'anti-abortion', 'group', 'receiving', 'texas', 'grant', 'provide', 'women', '’', 'health', 'services', '``', 'believes', 'hiv', 'spread', 'sewer', 'system', '.', ""''""]"
4456,vclaim-pol-04456,"['``', 'today', 'california', 'kicking', 'butt', ',', 'creating', 'jobs', 'economic', 'growth', 'texas', '.', ""''""]"
4457,vclaim-pol-04457,"['says', '``', 'marco', 'rubio', 'wrote', 'passed', 'bipartisan', 'legislation', 'allowing', 'va', 'fire', 'negligent', 'workers', '.', ""''""]"
4458,vclaim-pol-04458,"['says', 'campaign', 'platform', 'includes', '``', 'biggest', 'investment', 'new', ',', 'good-paying', 'jobs', 'since', 'world', 'war', 'ii', '.', ""''""]"
4459,vclaim-pol-04459,"['``', 'seventy', 'percent', 'texans', 'overweight', 'obese', '.', ""''""]"
4460,vclaim-pol-04460,"['``', 'americans', 'support', ""''"", 'legalization', 'marijuana', '.']"
4461,vclaim-pol-04461,"['iran', 'nuclear', 'deal']"
4462,vclaim-pol-04462,"['says', 'donald', 'trump', '``', 'long', 'history', 'exporting', 'jobs', 'overseas', '.', ""''""]"
4463,vclaim-pol-04463,"['kim', 'myers', '``', 'voted', 'repeatedly', 'raise', 'taxes', 'people', 'broome', 'county', ',', 'made', 'millions', 'tax', 'savings', 'family', 'business', 'relocated', 'headquarters', '.', ""''""]"
4464,vclaim-pol-04464,"['says', '``', 'nato', 'base', 'turkey', 'attack', 'terrorists', '.', ""''""]"
4465,vclaim-pol-04465,"['``', 'eight', 'years', '(', 'barack', ')', 'obama', 'came', 'along', ',', '’', 'successful', 'radical', 'islamic', 'terrorist', 'attack', 'united', 'states', ""''"", 'since', 'sept.', '11', ',', '2001', '.']"
4466,vclaim-pol-04466,"['``', 'roy', 'cooper', ""'s"", 'refusal', 'job', 'costing', 'taxpayers', 'money', '.', ""''""]"
4467,vclaim-pol-04467,"['``', ""'s"", 'local', 'option', 'allow', 'communities', 'ban', ',', 'limit', 'restrict', 'location', 'pot', 'shops', ',', 'amendment', '2', 'passes', 'expect', 'seedy', 'elements', 'pot', 'industry', 'move', 'right', 'next', 'door', 'neighborhood', ',', 'church', ',', 'business', 'even', 'child', ""'s"", 'school', '.', ""''""]"
4468,vclaim-pol-04468,"['legal', 'prescription', 'drugs', '``', 'statistically', 'kill', '100,000', 'people', 'year', ',', '(', ')', 'documented', 'deaths', 'due', 'marijuana', '.', ""''""]"
4469,vclaim-pol-04469,"['obama', 'administration', '``', 'raising', 'taxes', '.', ""''""]"
4470,vclaim-pol-04470,"['``', 'previously', 'said', 'nato', 'obsolete', 'failed', 'deal', 'adequately', 'terrorism', '.', 'since', 'comments', ',', 'changed', 'policy', 'new', 'division', 'focused', 'terror', 'threats', '.', ""''""]"
4471,vclaim-pol-04471,"['says', 'multiple', 'instances', 'voter', 'fraud', 'wood', 'county', ',', 'ohio', '.']"
4472,vclaim-pol-04472,"['``', 'pentagon', 'says', 'could', 'eliminate', '20', 'percent', 'u.s', '.', 'bases', '.', ""''""]"
4473,vclaim-pol-04473,"['``', '50', '%', 'hispanic', 'students', 'count', 'pell', 'grants', 'pay', 'college', '.', ""''""]"
4474,vclaim-pol-04474,"['says', 'u.s.', 'election', 'system', '``', 'rigged', '.', ""''""]"
4475,vclaim-pol-04475,"['``', 'toomey', 'crossed', 'party', 'lines…', 'stop', 'gun', 'sales', 'suspects', 'terror', 'watch', 'list', '.', ""''""]"
4476,vclaim-pol-04476,"['``', 'one', 'four', 'inmates', 'illegal', 'immigrant', '.', ""''""]"
4477,vclaim-pol-04477,"['``', 'washington', ',', 'congressman', 'joe', 'heck', 'supports', 'privatizing', '(', 'social', 'security', ')', ',', 'turning', 'savings', 'wall', 'street', 'risking', 'stock', 'market', '.', ""''""]"
4478,vclaim-pol-04478,"['says', 'hillary', 'clinton', '``', 'wanted', 'wall', ""''"", 'mexican', 'border', '.']"
4479,vclaim-pol-04479,"['says', 'father-in-law', ',', 'former', 'gov', '.', 'linwood', 'holton', ',', '``', 'integrated', 'virginia', 'public', 'schools', '.', ""''""]"
4480,vclaim-pol-04480,"['donald', 'trump', '``', 'marriage', 'equality', '.', 'wants', 'go', 'back', '.', ""''""]"
4481,vclaim-pol-04481,"['hillary', 'clinton', ""'s"", 'tax', 'returns', ',', '``', 'saw', 'lot', 'income', 'coming', 'donors', 'clinton', 'foundation', 'people', 'benefitted', 'state', 'department', 'term', 'well', '.', ""''""]"
4482,vclaim-pol-04482,"['says', 'since', 'lawmakers', 'acted', ',', '``', '130', 'new', 'businesses', 'across', 'texas', 'helicopter', 'hog', 'hunts', '.', ""''""]"
4483,vclaim-pol-04483,"['hillary', 'clinton', '``', 'already', 'said', ""'s"", 'going', 'wipe', 'second', 'amendment', '.', ""n't"", 'believe', 'first', 'amendment', '.', ',', 'also', 'believes', 'big', 'government', ',', 'flies', 'face', '10th', 'amendment', ""''""]"
4484,vclaim-pol-04484,"['``', 'opposed', 'multilateral', 'trade', 'deal', 'came', 'senate', '.', ""''""]"
4485,vclaim-pol-04485,"['``', 'ted', 'strickland', 'stands', 'lockstep', 'hillary', 'clinton', 'abortion', 'lobby', 'desire', 'force', 'americans', 'pay', 'abortion', 'demand', ',', 'moment', 'birth', ',', 'taxpayer', 'dollars', '.', ""''""]"
4486,vclaim-pol-04486,"['59', 'divisions', 'philly', 'votes', 'romney', '2012', '``', '(', ')', 'mathematical', 'statistical', 'impossibility', '.', ""''""]"
4487,vclaim-pol-04487,"['says', '``', 'employers', 'still', 'allowed', 'pay', 'people', 'disabilities', 'minimum', 'wage', '.', ""''""]"
4488,vclaim-pol-04488,"['``', 'director', 'fbi', 'said', 'properly', 'vet', 'people', 'coming', 'middle', 'east', '.', ""''""]"
4489,vclaim-pol-04489,"['says', 'donald', 'trump', '``', 'talking', 'option', 'using', 'nuclear', 'weapon', 'western', 'european', 'allies', '.', ""''""]"
4490,vclaim-pol-04490,"['``', 'climate', ""n't"", 'warmed', 'quite', 'years', '.', 'proven', 'scientifically', '.', ""''""]"
4491,vclaim-pol-04491,"['``', 'california', 'home', 'largest', 'death', 'row', 'population', 'western', 'hemisphere', '.', ""''""]"
4492,vclaim-pol-04492,"['says', 'hillary', 'clinton', '``', '’', 'believe', 'right', 'keep', 'gun', 'home', 'self-defense', '.', ""''""]"
4493,vclaim-pol-04493,"['overdosing', 'number', 'one', 'accidental', 'killer', 'commonwealth', '.']"
4494,vclaim-pol-04494,"['says', 'president', 'bill', 'clinton', 'sign', 'nafta', '.']"
4495,vclaim-pol-04495,"['says', 'barack', 'obama', '``', 'founded', 'isis', '.', 'would', 'say', 'co-founder', 'would', 'crooked', 'hillary', 'clinton', '.', ""''""]"
4496,vclaim-pol-04496,"['says', 'carlos', 'beruff', '``', 'supported', '(', 'charlie', ')', 'crist', 'even', 'switched', 'parties', '.', ""''""]"
4497,vclaim-pol-04497,"['says', 'hillary', 'clinton', ""'s"", 'plan', '``', 'would', 'tax', 'many', 'small', 'businesses', 'almost', '50', 'percent', '.', ""''""]"
4498,vclaim-pol-04498,"['``', 'bruce', 'rauner', 'record', 'fully', 'support', 'trump', 'candidacy', '.', ""'s"", 'documented', '.', '’', 'available', '.', ""''""]"
4499,vclaim-pol-04499,"['says', 'hillary', 'clinton', 'tripled', 'number', 'people', 'aids', 'whose', '``', 'lives', 'saved', '..', 'cost', 'money', '.', ""''""]"
4500,vclaim-pol-04500,"['undocumented', 'immigrants', ""''"", 'pay', '$', '12', 'billion', 'year', 'social', 'security', '.', ""''""]"
4501,vclaim-pol-04501,"['``', 'catherine', 'cortez', 'masto', ""'s"", 'last', 'term', 'attorney', 'general', ',', 'nevada', 'murder', 'went', '11', 'percent', ',', 'robbery', 'went', '28', 'percent', ',', 'rape', '51', 'percent', '.', 'cortez', 'masto', 'left', 'office', ',', 'nevada', 'ranked', 'america', ""'s"", 'third', 'dangerous', 'state', '.', ""''""]"
4502,vclaim-pol-04502,"['``', 'u.s.', 'sen.', 'johnny', 'isakson', 'voted', '$', '7', 'trillion', 'national', 'debt', '!', ""''""]"
4503,vclaim-pol-04503,"['``', '(', 'paul', 'ryan', ')', 'actually', 'proposed', 'three', '—', 'total', ',', 'three', '—', 'bills', 'become', 'law', 'entire', 'career', 'dating', 'back', '1999', '.', ""''""]"
4504,vclaim-pol-04504,"['``', 'half', 'nc', 'legislative', 'candidates', 'unopposed', 'gerrymandering', '.', ""''""]"
4505,vclaim-pol-04505,"['says', 'gov', '.', 'rick', 'scott', '``', 'cut', 'nearly', '$', '1', 'million', 'mosquito', 'control', 'closed', 'state', '’', 'mosquito', 'research', 'lab', 'years', 'ago', '.', ""''""]"
4506,vclaim-pol-04506,"['says', 'obama', 'administration', ',', '``', 'debt', 'nearly', 'doubled', '.', ""''""]"
4507,vclaim-pol-04507,"['``', 'obama-clinton', 'war', 'coal', 'cost', 'michigan', '50,000', 'jobs', '.', ""''""]"
4508,vclaim-pol-04508,"['says', 'rep.', 'mike', 'coffman', ""''"", 'one', 'said', ""''"", 'would', 'support', 'trump', '.']"
4509,vclaim-pol-04509,"['2012', 'election', ',', 'votes', 'cast', 'registered', 'voters', 'st.', 'lucie', 'county', ',', 'palm', 'beach', 'county', '141', 'percent', 'turnout', '.']"
4510,vclaim-pol-04510,"['says', '2012', '``', 'obama', 'every', 'state', 'require', 'photo', 'id', 'lost', 'every', 'state', 'require', 'photo', 'id', 'order', 'vote', '.', ""''""]"
4511,vclaim-pol-04511,"['says', 'media', 'distorted', 'happened', 'baby', 'rally', '.']"
4512,vclaim-pol-04512,"['``', 'know', '.', 'banks', 'longer', 'loan', '(', 'donald', 'trump', ')', 'money', ""'s"", 'terrible', 'risk', '.', 'goes', '(', 'russian', ')', 'oligarchs', 'borrows', 'money', '.', ""''""]"
4513,vclaim-pol-04513,"['``', 'mike', 'pence', 'voted', 'expanding', 'children', '’', 'health', 'insurance', 'program', ',', 'hillary', 'helped', 'start', '.', ""''""]"
4514,vclaim-pol-04514,"['donald', 'trump', 'says', '``', 'mexicans', 'rapists', '.', ""''""]"
4515,vclaim-pol-04515,"['``', ""n't"", 'switched', 'position', ""''"", 'trans-pacific', 'partnership', 'trade', 'deal', '.']"
4516,vclaim-pol-04516,"['clinton', 'foundation', ',', '``', 'clintons', 'worth', 'excess', '$', '100', 'million', '.', ""''""]"
4517,vclaim-pol-04517,"['says', 'barack', 'obama', 'hillary', 'clinton', '``', 'responsible', 'leading', 'america', 'deal', 'arm', 'iran', '.', ""''""]"
4518,vclaim-pol-04518,"['buffalo', ""'s"", 'solarcity', 'project', ',', '``', 'andrew', 'cuomo', 'create', 'maybe', '500', 'jobs', 'ever', 'happens', ',', '$', '1.5', 'million', 'per', 'job', '.', ""''""]"
4519,vclaim-pol-04519,"['trans-pacific', 'partnership', '``', '’', 'got', 'country', 'like', 'malaysia', 'taking', 'really', 'serious', 'efforts', 'crack', 'human', 'trafficking', '.', ""''""]"
4520,vclaim-pol-04520,"['``', 'interior', 'deportations', 'obama', '40', 'percent', 'nine-year', 'low', '.', ""''""]"
4521,vclaim-pol-04521,"['iran', 'nuclear', 'deal', '``', 'putting', 'billions', 'dollars', 'back', 'country', '’', 'world', '’', 'largest', 'supporter', 'terrorism', '.', 'actually', 'giving', 'money', 'fund', 'terrorists', 'killing', 'us', 'allies', '.', ""''""]"
4522,vclaim-pol-04522,"['says', 'saw', 'videotape', '``', 'people', 'taking', 'money', 'plane', ""''"", 'pay', 'ransom', 'iran', 'hostages', '.']"
4523,vclaim-pol-04523,"['``', 'mosquito', 'population', 'south', 'florida', 'larger', 'many', 'communities', 'country', '.', ""''""]"
4524,vclaim-pol-04524,"['``', 'hillary', 'clinton', 'says', 'wants', ',', '‘', 'raise', 'taxes', 'middle', 'class.', '’', '``']"
4525,vclaim-pol-04525,"['california', '’', 'marijuana', 'legalization', 'initiative', ',', 'prop', '.', '64', '``', 'allows', 'marijuana', 'smoking', 'ads', 'prime', 'time', ',', 'programs', 'millions', 'children', 'teenage', 'viewers', '.', ""''""]"
4526,vclaim-pol-04526,"['``', '’', 'beating', '(', 'kelly', 'ayotte', ')', 'polls', 'lot', '.', ""''""]"
4527,vclaim-pol-04527,"['``', 'poverty', 'rates', 'america', 'today', '’', 'much', 'better', 'started', 'war', 'poverty', '.', ""''""]"
4528,vclaim-pol-04528,"['thanks', 'trans-pacific', 'partnership', ',', '``', 'vietnam', 'drafting', 'presenting', 'unprecedented', 'labor', 'reforms', ',', 'changing', 'constitution', 'recognize', 'worker', 'organizations', 'vietnam', 'first', 'time', '.', ""''""]"
4529,vclaim-pol-04529,"['initially', 'agreeing', 'republicans', 'amount', 'zika', 'funding', ',', '``', 'democrats', 'derailed', '.', ""''""]"
4530,vclaim-pol-04530,"['arizona', ',', '``', 'one', 'half', '(', 'border', 'patrol', ')', 'agents', 'per', 'every', '10', 'square', 'miles', '.', ""''""]"
4531,vclaim-pol-04531,"['``', 'youth', 'unemployment', 'roof', '.', ""''""]"
4532,vclaim-pol-04532,"['``', 'illinois', 'suffered', '1,652', 'overdose', 'deaths', '2014', '...', '40', 'percent', 'associated', 'heroin', '.', 'illinois', 'ranked', 'number', 'one', 'nation', 'decline', 'treatment', 'capacity', '2007', '2012', ',', 'ranked', 'third', 'worst', 'country', 'state-funded', 'treatment', 'capacity', '.', ""''""]"
4533,vclaim-pol-04533,"['trans-pacific', 'partnership', '``', 'knocks', '18,000', 'tariffs', 'countries', 'place', 'american', 'products', 'goods', '.', ""''""]"
4534,vclaim-pol-04534,"['``', ',', 'republican', 'leader', 'theatrically', 'introduced', 'new', 'bills', 'stopgap', 'budget', 'language', ',', 'declaring', 'could', 'stay', 'midnight', 'pass', 'compromise', '.', 'except', 'constitution', ',', 'bill', 'read', '3', 'different', 'days', ',', ""'s"", 'possible', '.', ""''""]"
4535,vclaim-pol-04535,"['russia', 'china', '``', 'naval', 'exercises', 'together', 'someplace', '.', ""''""]"
4536,vclaim-pol-04536,"['says', '``', 'marco', 'rubio', '’', 'show', ""''"", 'vote', 'bill', 'sanctions', 'hezbollah', '.']"
4537,vclaim-pol-04537,"['says', '``', 'danny', 'tarkanian', '…', 'wants', 'defund', 'planned', 'parenthood', 'would', 'outlaw', 'woman', ""'s"", 'right', 'choose', ',', 'even', 'cases', 'rape', 'incest', '.', ""''""]"
4538,vclaim-pol-04538,"['says', 'milwaukee', 'county', 'district', 'attorney', 'candidate', 'verona', 'swanigan', '``', 'worked', 'prosecutor', '.', ""''""]"
4539,vclaim-pol-04539,"['``', 'fire', 'marshal', 'said', ',', ""'oh"", 'ca', ""n't"", 'allow', 'people', '’', '...', 'reason', 'wo', ""n't"", 'let', ""n't"", 'know', 'hell', ""'re"", '.', ""''""]"
4540,vclaim-pol-04540,"['``', 'barack', 'obama', 'hillary', 'clinton', 'changed', 'rules', 'engagement', 'probably', 'cost', '(', 'capt', '.', 'humayun', 'khan', '’', ')', 'life', '.', ""''""]"
4541,vclaim-pol-04541,"['``', 'rank', '38th', 'wages', '.', '...', '(', 'rick', 'scott', ')', 'goes', 'around', 'country', 'advertises', 'states', '.', ""''""]"
4542,vclaim-pol-04542,"['trade', 'deals', 'threaten', '``', 'india', '’', 'role', 'pharmacy', 'developing', 'world', ""''"", 'new', 'hiv', 'medicines', '.']"
