,ver_claim_ids,used_words_and_synonyms
2836,vclaim-pol-02836,12
2837,vclaim-pol-02837,16
2838,vclaim-pol-02838,14
2839,vclaim-pol-02839,17
2840,vclaim-pol-02840,40
2841,vclaim-pol-02841,21
2842,vclaim-pol-02842,14
2843,vclaim-pol-02843,14
2844,vclaim-pol-02844,23
2845,vclaim-pol-02845,11
2846,vclaim-pol-02846,62
2847,vclaim-pol-02847,20
2848,vclaim-pol-02848,16
2849,vclaim-pol-02849,31
2850,vclaim-pol-02850,15
2851,vclaim-pol-02851,18
2852,vclaim-pol-02852,30
2853,vclaim-pol-02853,34
2854,vclaim-pol-02854,14
2855,vclaim-pol-02855,21
2856,vclaim-pol-02856,19
2857,vclaim-pol-02857,11
2858,vclaim-pol-02858,17
2859,vclaim-pol-02859,55
2860,vclaim-pol-02860,24
2861,vclaim-pol-02861,16
2862,vclaim-pol-02862,15
2863,vclaim-pol-02863,51
2864,vclaim-pol-02864,13
2865,vclaim-pol-02865,14
2866,vclaim-pol-02866,34
2867,vclaim-pol-02867,32
2868,vclaim-pol-02868,9
2869,vclaim-pol-02869,39
2870,vclaim-pol-02870,15
2871,vclaim-pol-02871,15
2872,vclaim-pol-02872,24
2873,vclaim-pol-02873,22
2874,vclaim-pol-02874,20
2875,vclaim-pol-02875,22
2876,vclaim-pol-02876,22
2877,vclaim-pol-02877,10
2878,vclaim-pol-02878,14
2879,vclaim-pol-02879,14
2880,vclaim-pol-02880,15
2881,vclaim-pol-02881,17
2882,vclaim-pol-02882,18
2883,vclaim-pol-02883,12
2884,vclaim-pol-02884,25
2885,vclaim-pol-02885,44
2886,vclaim-pol-02886,55
2887,vclaim-pol-02887,20
2888,vclaim-pol-02888,13
2889,vclaim-pol-02889,25
2890,vclaim-pol-02890,21
2891,vclaim-pol-02891,19
2892,vclaim-pol-02892,35
2893,vclaim-pol-02893,14
2894,vclaim-pol-02894,14
2895,vclaim-pol-02895,10
2896,vclaim-pol-02896,19
2897,vclaim-pol-02897,12
2898,vclaim-pol-02898,24
2899,vclaim-pol-02899,23
2900,vclaim-pol-02900,17
2901,vclaim-pol-02901,13
2902,vclaim-pol-02902,22
2903,vclaim-pol-02903,51
2904,vclaim-pol-02904,16
2905,vclaim-pol-02905,14
2906,vclaim-pol-02906,20
2907,vclaim-pol-02907,17
2908,vclaim-pol-02908,38
2909,vclaim-pol-02909,28
2910,vclaim-pol-02910,15
2911,vclaim-pol-02911,48
2912,vclaim-pol-02912,26
2913,vclaim-pol-02913,33
2914,vclaim-pol-02914,18
2915,vclaim-pol-02915,19
2916,vclaim-pol-02916,15
2917,vclaim-pol-02917,18
2918,vclaim-pol-02918,15
2919,vclaim-pol-02919,23
2920,vclaim-pol-02920,16
2921,vclaim-pol-02921,15
2922,vclaim-pol-02922,17
2923,vclaim-pol-02923,27
2924,vclaim-pol-02924,15
2925,vclaim-pol-02925,42
2926,vclaim-pol-02926,18
2927,vclaim-pol-02927,36
2928,vclaim-pol-02928,25
2929,vclaim-pol-02929,20
2930,vclaim-pol-02930,22
2931,vclaim-pol-02931,15
2932,vclaim-pol-02932,41
2933,vclaim-pol-02933,51
2934,vclaim-pol-02934,25
2935,vclaim-pol-02935,16
2936,vclaim-pol-02936,20
2937,vclaim-pol-02937,17
2938,vclaim-pol-02938,14
2939,vclaim-pol-02939,36
2940,vclaim-pol-02940,11
2941,vclaim-pol-02941,23
2942,vclaim-pol-02942,30
2943,vclaim-pol-02943,33
2944,vclaim-pol-02944,21
2945,vclaim-pol-02945,11
2946,vclaim-pol-02946,23
2947,vclaim-pol-02947,46
2948,vclaim-pol-02948,21
2949,vclaim-pol-02949,11
2950,vclaim-pol-02950,18
2951,vclaim-pol-02951,16
2952,vclaim-pol-02952,28
2953,vclaim-pol-02953,26
2954,vclaim-pol-02954,26
2955,vclaim-pol-02955,20
2956,vclaim-pol-02956,9
2957,vclaim-pol-02957,21
2958,vclaim-pol-02958,38
2959,vclaim-pol-02959,22
2960,vclaim-pol-02960,18
2961,vclaim-pol-02961,11
2962,vclaim-pol-02962,11
2963,vclaim-pol-02963,9
2964,vclaim-pol-02964,23
2965,vclaim-pol-02965,29
2966,vclaim-pol-02966,20
2967,vclaim-pol-02967,18
2968,vclaim-pol-02968,21
2969,vclaim-pol-02969,17
2970,vclaim-pol-02970,17
2971,vclaim-pol-02971,27
2972,vclaim-pol-02972,42
2973,vclaim-pol-02973,11
2974,vclaim-pol-02974,16
2975,vclaim-pol-02975,19
2976,vclaim-pol-02976,18
2977,vclaim-pol-02977,13
2978,vclaim-pol-02978,18
2979,vclaim-pol-02979,16
2980,vclaim-pol-02980,16
2981,vclaim-pol-02981,14
2982,vclaim-pol-02982,28
2983,vclaim-pol-02983,38
2984,vclaim-pol-02984,21
2985,vclaim-pol-02985,19
2986,vclaim-pol-02986,13
2987,vclaim-pol-02987,18
2988,vclaim-pol-02988,15
2989,vclaim-pol-02989,18
2990,vclaim-pol-02990,21
2991,vclaim-pol-02991,23
2992,vclaim-pol-02992,27
2993,vclaim-pol-02993,31
2994,vclaim-pol-02994,13
2995,vclaim-pol-02995,43
2996,vclaim-pol-02996,15
2997,vclaim-pol-02997,15
2998,vclaim-pol-02998,13
2999,vclaim-pol-02999,21
3000,vclaim-pol-03000,28
3001,vclaim-pol-03001,24
3002,vclaim-pol-03002,40
3003,vclaim-pol-03003,10
3004,vclaim-pol-03004,17
3005,vclaim-pol-03005,15
3006,vclaim-pol-03006,29
3007,vclaim-pol-03007,17
3008,vclaim-pol-03008,27
3009,vclaim-pol-03009,22
3010,vclaim-pol-03010,36
3011,vclaim-pol-03011,27
3012,vclaim-pol-03012,23
3013,vclaim-pol-03013,15
3014,vclaim-pol-03014,43
3015,vclaim-pol-03015,11
3016,vclaim-pol-03016,16
3017,vclaim-pol-03017,30
3018,vclaim-pol-03018,38
3019,vclaim-pol-03019,36
3020,vclaim-pol-03020,22
3021,vclaim-pol-03021,28
3022,vclaim-pol-03022,16
3023,vclaim-pol-03023,18
3024,vclaim-pol-03024,25
3025,vclaim-pol-03025,19
3026,vclaim-pol-03026,17
3027,vclaim-pol-03027,22
3028,vclaim-pol-03028,17
3029,vclaim-pol-03029,26
3030,vclaim-pol-03030,22
3031,vclaim-pol-03031,24
3032,vclaim-pol-03032,53
3033,vclaim-pol-03033,12
3034,vclaim-pol-03034,17
3035,vclaim-pol-03035,19
3036,vclaim-pol-03036,22
3037,vclaim-pol-03037,41
3038,vclaim-pol-03038,26
3039,vclaim-pol-03039,10
3040,vclaim-pol-03040,25
3041,vclaim-pol-03041,22
3042,vclaim-pol-03042,27
3043,vclaim-pol-03043,17
3044,vclaim-pol-03044,20
3045,vclaim-pol-03045,42
3046,vclaim-pol-03046,15
3047,vclaim-pol-03047,22
3048,vclaim-pol-03048,20
3049,vclaim-pol-03049,16
3050,vclaim-pol-03050,21
3051,vclaim-pol-03051,16
3052,vclaim-pol-03052,17
3053,vclaim-pol-03053,16
3054,vclaim-pol-03054,11
3055,vclaim-pol-03055,26
3056,vclaim-pol-03056,19
3057,vclaim-pol-03057,26
3058,vclaim-pol-03058,19
3059,vclaim-pol-03059,32
3060,vclaim-pol-03060,17
3061,vclaim-pol-03061,22
3062,vclaim-pol-03062,11
3063,vclaim-pol-03063,11
3064,vclaim-pol-03064,16
3065,vclaim-pol-03065,16
3066,vclaim-pol-03066,12
3067,vclaim-pol-03067,8
3068,vclaim-pol-03068,16
3069,vclaim-pol-03069,18
3070,vclaim-pol-03070,24
3071,vclaim-pol-03071,12
3072,vclaim-pol-03072,25
3073,vclaim-pol-03073,17
3074,vclaim-pol-03074,10
3075,vclaim-pol-03075,27
3076,vclaim-pol-03076,22
3077,vclaim-pol-03077,34
3078,vclaim-pol-03078,9
3079,vclaim-pol-03079,28
3080,vclaim-pol-03080,31
3081,vclaim-pol-03081,25
3082,vclaim-pol-03082,16
3083,vclaim-pol-03083,28
3084,vclaim-pol-03084,40
3085,vclaim-pol-03085,15
3086,vclaim-pol-03086,32
3087,vclaim-pol-03087,20
3088,vclaim-pol-03088,13
3089,vclaim-pol-03089,24
3090,vclaim-pol-03090,43
3091,vclaim-pol-03091,32
3092,vclaim-pol-03092,14
3093,vclaim-pol-03093,25
3094,vclaim-pol-03094,30
3095,vclaim-pol-03095,30
3096,vclaim-pol-03096,20
3097,vclaim-pol-03097,8
3098,vclaim-pol-03098,18
3099,vclaim-pol-03099,51
3100,vclaim-pol-03100,17
3101,vclaim-pol-03101,11
3102,vclaim-pol-03102,27
3103,vclaim-pol-03103,17
3104,vclaim-pol-03104,22
3105,vclaim-pol-03105,37
3106,vclaim-pol-03106,33
3107,vclaim-pol-03107,18
3108,vclaim-pol-03108,39
3109,vclaim-pol-03109,30
3110,vclaim-pol-03110,28
3111,vclaim-pol-03111,54
3112,vclaim-pol-03112,29
3113,vclaim-pol-03113,23
3114,vclaim-pol-03114,26
3115,vclaim-pol-03115,16
3116,vclaim-pol-03116,7
3117,vclaim-pol-03117,29
3118,vclaim-pol-03118,15
3119,vclaim-pol-03119,11
3120,vclaim-pol-03120,25
3121,vclaim-pol-03121,12
3122,vclaim-pol-03122,13
3123,vclaim-pol-03123,20
3124,vclaim-pol-03124,32
3125,vclaim-pol-03125,20
3126,vclaim-pol-03126,13
3127,vclaim-pol-03127,20
3128,vclaim-pol-03128,53
3129,vclaim-pol-03129,15
3130,vclaim-pol-03130,33
3131,vclaim-pol-03131,33
3132,vclaim-pol-03132,8
3133,vclaim-pol-03133,16
3134,vclaim-pol-03134,11
3135,vclaim-pol-03135,26
3136,vclaim-pol-03136,18
3137,vclaim-pol-03137,6
3138,vclaim-pol-03138,16
3139,vclaim-pol-03139,15
3140,vclaim-pol-03140,22
3141,vclaim-pol-03141,24
3142,vclaim-pol-03142,18
3143,vclaim-pol-03143,26
3144,vclaim-pol-03144,34
3145,vclaim-pol-03145,10
3146,vclaim-pol-03146,7
3147,vclaim-pol-03147,27
3148,vclaim-pol-03148,44
3149,vclaim-pol-03149,19
3150,vclaim-pol-03150,18
3151,vclaim-pol-03151,37
3152,vclaim-pol-03152,24
3153,vclaim-pol-03153,19
3154,vclaim-pol-03154,29
3155,vclaim-pol-03155,15
3156,vclaim-pol-03156,30
3157,vclaim-pol-03157,16
3158,vclaim-pol-03158,14
3159,vclaim-pol-03159,25
3160,vclaim-pol-03160,22
3161,vclaim-pol-03161,12
3162,vclaim-pol-03162,35
3163,vclaim-pol-03163,15
3164,vclaim-pol-03164,43
3165,vclaim-pol-03165,22
3166,vclaim-pol-03166,31
3167,vclaim-pol-03167,42
3168,vclaim-pol-03168,16
3169,vclaim-pol-03169,53
3170,vclaim-pol-03170,15
3171,vclaim-pol-03171,30
3172,vclaim-pol-03172,33
3173,vclaim-pol-03173,21
3174,vclaim-pol-03174,22
3175,vclaim-pol-03175,18
3176,vclaim-pol-03176,28
3177,vclaim-pol-03177,22
3178,vclaim-pol-03178,20
3179,vclaim-pol-03179,26
3180,vclaim-pol-03180,28
3181,vclaim-pol-03181,18
3182,vclaim-pol-03182,13
3183,vclaim-pol-03183,13
3184,vclaim-pol-03184,35
3185,vclaim-pol-03185,13
3186,vclaim-pol-03186,42
3187,vclaim-pol-03187,12
3188,vclaim-pol-03188,22
3189,vclaim-pol-03189,20
3190,vclaim-pol-03190,19
3191,vclaim-pol-03191,14
3192,vclaim-pol-03192,15
3193,vclaim-pol-03193,18
3194,vclaim-pol-03194,15
3195,vclaim-pol-03195,17
3196,vclaim-pol-03196,9
3197,vclaim-pol-03197,15
3198,vclaim-pol-03198,36
3199,vclaim-pol-03199,37
3200,vclaim-pol-03200,22
3201,vclaim-pol-03201,28
3202,vclaim-pol-03202,16
3203,vclaim-pol-03203,19
3204,vclaim-pol-03204,9
3205,vclaim-pol-03205,19
3206,vclaim-pol-03206,16
3207,vclaim-pol-03207,37
3208,vclaim-pol-03208,18
3209,vclaim-pol-03209,19
3210,vclaim-pol-03210,28
3211,vclaim-pol-03211,15
3212,vclaim-pol-03212,31
3213,vclaim-pol-03213,19
3214,vclaim-pol-03214,14
3215,vclaim-pol-03215,15
3216,vclaim-pol-03216,16
3217,vclaim-pol-03217,36
3218,vclaim-pol-03218,34
3219,vclaim-pol-03219,20
3220,vclaim-pol-03220,16
3221,vclaim-pol-03221,25
3222,vclaim-pol-03222,28
3223,vclaim-pol-03223,12
3224,vclaim-pol-03224,40
3225,vclaim-pol-03225,18
3226,vclaim-pol-03226,28
3227,vclaim-pol-03227,27
3228,vclaim-pol-03228,15
3229,vclaim-pol-03229,12
3230,vclaim-pol-03230,9
3231,vclaim-pol-03231,12
3232,vclaim-pol-03232,21
3233,vclaim-pol-03233,22
3234,vclaim-pol-03234,33
3235,vclaim-pol-03235,14
3236,vclaim-pol-03236,27
3237,vclaim-pol-03237,11
3238,vclaim-pol-03238,35
3239,vclaim-pol-03239,11
3240,vclaim-pol-03240,35
3241,vclaim-pol-03241,24
3242,vclaim-pol-03242,12
3243,vclaim-pol-03243,27
3244,vclaim-pol-03244,32
3245,vclaim-pol-03245,19
3246,vclaim-pol-03246,14
3247,vclaim-pol-03247,15
3248,vclaim-pol-03248,43
3249,vclaim-pol-03249,28
3250,vclaim-pol-03250,26
3251,vclaim-pol-03251,25
3252,vclaim-pol-03252,13
3253,vclaim-pol-03253,22
3254,vclaim-pol-03254,23
3255,vclaim-pol-03255,29
3256,vclaim-pol-03256,25
3257,vclaim-pol-03257,29
3258,vclaim-pol-03258,10
3259,vclaim-pol-03259,31
3260,vclaim-pol-03260,20
3261,vclaim-pol-03261,29
3262,vclaim-pol-03262,28
3263,vclaim-pol-03263,43
3264,vclaim-pol-03264,18
3265,vclaim-pol-03265,19
3266,vclaim-pol-03266,27
3267,vclaim-pol-03267,18
3268,vclaim-pol-03268,24
3269,vclaim-pol-03269,27
3270,vclaim-pol-03270,18
3271,vclaim-pol-03271,27
3272,vclaim-pol-03272,22
3273,vclaim-pol-03273,15
3274,vclaim-pol-03274,37
3275,vclaim-pol-03275,20
3276,vclaim-pol-03276,22
3277,vclaim-pol-03277,16
3278,vclaim-pol-03278,15
3279,vclaim-pol-03279,27
3280,vclaim-pol-03280,32
3281,vclaim-pol-03281,40
3282,vclaim-pol-03282,25
3283,vclaim-pol-03283,74
3284,vclaim-pol-03284,38
3285,vclaim-pol-03285,20
3286,vclaim-pol-03286,52
3287,vclaim-pol-03287,18
3288,vclaim-pol-03288,13
3289,vclaim-pol-03289,36
3290,vclaim-pol-03290,27
3291,vclaim-pol-03291,21
3292,vclaim-pol-03292,23
3293,vclaim-pol-03293,20
3294,vclaim-pol-03294,12
3295,vclaim-pol-03295,17
3296,vclaim-pol-03296,12
3297,vclaim-pol-03297,16
3298,vclaim-pol-03298,15
3299,vclaim-pol-03299,16
3300,vclaim-pol-03300,15
3301,vclaim-pol-03301,11
3302,vclaim-pol-03302,18
3303,vclaim-pol-03303,26
3304,vclaim-pol-03304,32
3305,vclaim-pol-03305,6
3306,vclaim-pol-03306,20
3307,vclaim-pol-03307,18
3308,vclaim-pol-03308,14
3309,vclaim-pol-03309,22
3310,vclaim-pol-03310,13
3311,vclaim-pol-03311,21
3312,vclaim-pol-03312,22
3313,vclaim-pol-03313,17
3314,vclaim-pol-03314,32
3315,vclaim-pol-03315,14
3316,vclaim-pol-03316,15
3317,vclaim-pol-03317,20
3318,vclaim-pol-03318,26
3319,vclaim-pol-03319,26
3320,vclaim-pol-03320,29
3321,vclaim-pol-03321,24
3322,vclaim-pol-03322,18
3323,vclaim-pol-03323,35
3324,vclaim-pol-03324,24
3325,vclaim-pol-03325,15
3326,vclaim-pol-03326,38
3327,vclaim-pol-03327,12
3328,vclaim-pol-03328,23
3329,vclaim-pol-03329,17
3330,vclaim-pol-03330,20
3331,vclaim-pol-03331,11
3332,vclaim-pol-03332,35
3333,vclaim-pol-03333,47
3334,vclaim-pol-03334,13
3335,vclaim-pol-03335,15
3336,vclaim-pol-03336,16
3337,vclaim-pol-03337,32
3338,vclaim-pol-03338,18
3339,vclaim-pol-03339,14
3340,vclaim-pol-03340,14
3341,vclaim-pol-03341,72
3342,vclaim-pol-03342,32
3343,vclaim-pol-03343,14
3344,vclaim-pol-03344,14
3345,vclaim-pol-03345,37
3346,vclaim-pol-03346,14
3347,vclaim-pol-03347,19
3348,vclaim-pol-03348,12
3349,vclaim-pol-03349,47
3350,vclaim-pol-03350,22
3351,vclaim-pol-03351,38
3352,vclaim-pol-03352,26
3353,vclaim-pol-03353,12
3354,vclaim-pol-03354,17
3355,vclaim-pol-03355,21
3356,vclaim-pol-03356,21
3357,vclaim-pol-03357,15
3358,vclaim-pol-03358,9
3359,vclaim-pol-03359,12
3360,vclaim-pol-03360,20
3361,vclaim-pol-03361,17
3362,vclaim-pol-03362,24
3363,vclaim-pol-03363,26
3364,vclaim-pol-03364,33
3365,vclaim-pol-03365,27
3366,vclaim-pol-03366,23
3367,vclaim-pol-03367,21
3368,vclaim-pol-03368,49
3369,vclaim-pol-03369,15
3370,vclaim-pol-03370,30
3371,vclaim-pol-03371,15
3372,vclaim-pol-03372,8
3373,vclaim-pol-03373,35
3374,vclaim-pol-03374,22
3375,vclaim-pol-03375,21
3376,vclaim-pol-03376,22
3377,vclaim-pol-03377,14
3378,vclaim-pol-03378,11
3379,vclaim-pol-03379,19
3380,vclaim-pol-03380,14
3381,vclaim-pol-03381,22
3382,vclaim-pol-03382,15
3383,vclaim-pol-03383,28
3384,vclaim-pol-03384,19
3385,vclaim-pol-03385,28
3386,vclaim-pol-03386,16
3387,vclaim-pol-03387,15
3388,vclaim-pol-03388,28
3389,vclaim-pol-03389,24
3390,vclaim-pol-03390,19
3391,vclaim-pol-03391,24
3392,vclaim-pol-03392,13
3393,vclaim-pol-03393,30
3394,vclaim-pol-03394,33
3395,vclaim-pol-03395,29
3396,vclaim-pol-03396,12
3397,vclaim-pol-03397,27
3398,vclaim-pol-03398,26
3399,vclaim-pol-03399,16
3400,vclaim-pol-03400,24
3401,vclaim-pol-03401,19
3402,vclaim-pol-03402,19
3403,vclaim-pol-03403,18
3404,vclaim-pol-03404,31
3405,vclaim-pol-03405,19
3406,vclaim-pol-03406,42
3407,vclaim-pol-03407,13
3408,vclaim-pol-03408,20
3409,vclaim-pol-03409,16
3410,vclaim-pol-03410,8
3411,vclaim-pol-03411,22
3412,vclaim-pol-03412,21
3413,vclaim-pol-03413,21
3414,vclaim-pol-03414,29
3415,vclaim-pol-03415,16
3416,vclaim-pol-03416,12
3417,vclaim-pol-03417,17
3418,vclaim-pol-03418,28
3419,vclaim-pol-03419,13
3420,vclaim-pol-03420,11
3421,vclaim-pol-03421,17
3422,vclaim-pol-03422,17
3423,vclaim-pol-03423,31
3424,vclaim-pol-03424,16
3425,vclaim-pol-03425,24
3426,vclaim-pol-03426,21
3427,vclaim-pol-03427,23
3428,vclaim-pol-03428,27
3429,vclaim-pol-03429,44
3430,vclaim-pol-03430,17
3431,vclaim-pol-03431,16
3432,vclaim-pol-03432,18
3433,vclaim-pol-03433,26
3434,vclaim-pol-03434,20
3435,vclaim-pol-03435,21
3436,vclaim-pol-03436,33
3437,vclaim-pol-03437,27
3438,vclaim-pol-03438,8
3439,vclaim-pol-03439,14
3440,vclaim-pol-03440,29
3441,vclaim-pol-03441,16
3442,vclaim-pol-03442,18
3443,vclaim-pol-03443,43
3444,vclaim-pol-03444,38
3445,vclaim-pol-03445,40
3446,vclaim-pol-03446,17
3447,vclaim-pol-03447,39
3448,vclaim-pol-03448,23
3449,vclaim-pol-03449,21
3450,vclaim-pol-03450,19
3451,vclaim-pol-03451,30
3452,vclaim-pol-03452,13
3453,vclaim-pol-03453,22
3454,vclaim-pol-03454,20
3455,vclaim-pol-03455,19
3456,vclaim-pol-03456,14
3457,vclaim-pol-03457,26
3458,vclaim-pol-03458,18
3459,vclaim-pol-03459,22
3460,vclaim-pol-03460,10
3461,vclaim-pol-03461,32
3462,vclaim-pol-03462,48
3463,vclaim-pol-03463,35
3464,vclaim-pol-03464,20
3465,vclaim-pol-03465,35
3466,vclaim-pol-03466,24
3467,vclaim-pol-03467,36
3468,vclaim-pol-03468,16
3469,vclaim-pol-03469,28
3470,vclaim-pol-03470,29
3471,vclaim-pol-03471,26
3472,vclaim-pol-03472,13
3473,vclaim-pol-03473,22
3474,vclaim-pol-03474,16
3475,vclaim-pol-03475,19
3476,vclaim-pol-03476,30
3477,vclaim-pol-03477,20
3478,vclaim-pol-03478,40
3479,vclaim-pol-03479,16
3480,vclaim-pol-03480,13
3481,vclaim-pol-03481,19
3482,vclaim-pol-03482,15
3483,vclaim-pol-03483,19
3484,vclaim-pol-03484,19
3485,vclaim-pol-03485,14
3486,vclaim-pol-03486,29
3487,vclaim-pol-03487,14
3488,vclaim-pol-03488,15
3489,vclaim-pol-03489,22
3490,vclaim-pol-03490,16
3491,vclaim-pol-03491,21
3492,vclaim-pol-03492,20
3493,vclaim-pol-03493,15
3494,vclaim-pol-03494,30
3495,vclaim-pol-03495,23
3496,vclaim-pol-03496,26
3497,vclaim-pol-03497,22
3498,vclaim-pol-03498,29
3499,vclaim-pol-03499,27
3500,vclaim-pol-03500,28
3501,vclaim-pol-03501,33
3502,vclaim-pol-03502,27
3503,vclaim-pol-03503,29
3504,vclaim-pol-03504,17
3505,vclaim-pol-03505,18
3506,vclaim-pol-03506,17
3507,vclaim-pol-03507,23
3508,vclaim-pol-03508,26
3509,vclaim-pol-03509,16
3510,vclaim-pol-03510,35
3511,vclaim-pol-03511,16
3512,vclaim-pol-03512,9
3513,vclaim-pol-03513,43
3514,vclaim-pol-03514,34
3515,vclaim-pol-03515,36
3516,vclaim-pol-03516,17
3517,vclaim-pol-03517,35
3518,vclaim-pol-03518,27
3519,vclaim-pol-03519,25
3520,vclaim-pol-03520,17
3521,vclaim-pol-03521,16
3522,vclaim-pol-03522,18
3523,vclaim-pol-03523,17
3524,vclaim-pol-03524,37
3525,vclaim-pol-03525,33
3526,vclaim-pol-03526,16
3527,vclaim-pol-03527,16
3528,vclaim-pol-03528,19
3529,vclaim-pol-03529,23
3530,vclaim-pol-03530,35
3531,vclaim-pol-03531,29
3532,vclaim-pol-03532,27
3533,vclaim-pol-03533,23
3534,vclaim-pol-03534,23
3535,vclaim-pol-03535,15
3536,vclaim-pol-03536,27
3537,vclaim-pol-03537,16
3538,vclaim-pol-03538,30
3539,vclaim-pol-03539,40
3540,vclaim-pol-03540,33
3541,vclaim-pol-03541,13
3542,vclaim-pol-03542,16
3543,vclaim-pol-03543,24
3544,vclaim-pol-03544,25
3545,vclaim-pol-03545,25
3546,vclaim-pol-03546,24
3547,vclaim-pol-03547,26
3548,vclaim-pol-03548,36
3549,vclaim-pol-03549,23
3550,vclaim-pol-03550,18
3551,vclaim-pol-03551,18
3552,vclaim-pol-03552,28
3553,vclaim-pol-03553,20
3554,vclaim-pol-03554,19
3555,vclaim-pol-03555,15
3556,vclaim-pol-03556,47
3557,vclaim-pol-03557,37
3558,vclaim-pol-03558,16
3559,vclaim-pol-03559,31
3560,vclaim-pol-03560,21
3561,vclaim-pol-03561,31
3562,vclaim-pol-03562,21
3563,vclaim-pol-03563,25
3564,vclaim-pol-03564,26
3565,vclaim-pol-03565,10
3566,vclaim-pol-03566,17
3567,vclaim-pol-03567,18
3568,vclaim-pol-03568,18
3569,vclaim-pol-03569,53
3570,vclaim-pol-03570,44
3571,vclaim-pol-03571,36
3572,vclaim-pol-03572,12
3573,vclaim-pol-03573,46
3574,vclaim-pol-03574,17
3575,vclaim-pol-03575,33
3576,vclaim-pol-03576,21
3577,vclaim-pol-03577,9
3578,vclaim-pol-03578,29
3579,vclaim-pol-03579,8
3580,vclaim-pol-03580,17
3581,vclaim-pol-03581,33
3582,vclaim-pol-03582,16
3583,vclaim-pol-03583,32
3584,vclaim-pol-03584,27
3585,vclaim-pol-03585,22
3586,vclaim-pol-03586,24
3587,vclaim-pol-03587,21
3588,vclaim-pol-03588,16
3589,vclaim-pol-03589,35
3590,vclaim-pol-03590,20
3591,vclaim-pol-03591,17
3592,vclaim-pol-03592,20
3593,vclaim-pol-03593,13
3594,vclaim-pol-03594,15
3595,vclaim-pol-03595,20
3596,vclaim-pol-03596,14
3597,vclaim-pol-03597,42
3598,vclaim-pol-03598,35
3599,vclaim-pol-03599,25
3600,vclaim-pol-03600,17
3601,vclaim-pol-03601,25
3602,vclaim-pol-03602,31
3603,vclaim-pol-03603,21
3604,vclaim-pol-03604,40
3605,vclaim-pol-03605,27
3606,vclaim-pol-03606,35
3607,vclaim-pol-03607,26
3608,vclaim-pol-03608,36
3609,vclaim-pol-03609,26
3610,vclaim-pol-03610,33
3611,vclaim-pol-03611,42
3612,vclaim-pol-03612,26
3613,vclaim-pol-03613,35
3614,vclaim-pol-03614,12
3615,vclaim-pol-03615,18
3616,vclaim-pol-03616,18
3617,vclaim-pol-03617,13
3618,vclaim-pol-03618,20
3619,vclaim-pol-03619,24
3620,vclaim-pol-03620,13
3621,vclaim-pol-03621,21
3622,vclaim-pol-03622,15
3623,vclaim-pol-03623,23
3624,vclaim-pol-03624,13
3625,vclaim-pol-03625,24
3626,vclaim-pol-03626,19
3627,vclaim-pol-03627,13
3628,vclaim-pol-03628,16
3629,vclaim-pol-03629,25
3630,vclaim-pol-03630,20
3631,vclaim-pol-03631,28
3632,vclaim-pol-03632,18
3633,vclaim-pol-03633,21
3634,vclaim-pol-03634,26
3635,vclaim-pol-03635,14
3636,vclaim-pol-03636,33
3637,vclaim-pol-03637,54
3638,vclaim-pol-03638,10
3639,vclaim-pol-03639,14
3640,vclaim-pol-03640,20
3641,vclaim-pol-03641,26
3642,vclaim-pol-03642,19
3643,vclaim-pol-03643,17
3644,vclaim-pol-03644,53
3645,vclaim-pol-03645,19
3646,vclaim-pol-03646,16
3647,vclaim-pol-03647,45
3648,vclaim-pol-03648,13
3649,vclaim-pol-03649,17
3650,vclaim-pol-03650,25
3651,vclaim-pol-03651,17
3652,vclaim-pol-03652,13
3653,vclaim-pol-03653,39
3654,vclaim-pol-03654,28
3655,vclaim-pol-03655,11
3656,vclaim-pol-03656,32
3657,vclaim-pol-03657,25
3658,vclaim-pol-03658,39
3659,vclaim-pol-03659,30
3660,vclaim-pol-03660,18
3661,vclaim-pol-03661,28
3662,vclaim-pol-03662,18
3663,vclaim-pol-03663,12
3664,vclaim-pol-03664,9
3665,vclaim-pol-03665,40
3666,vclaim-pol-03666,40
3667,vclaim-pol-03667,27
3668,vclaim-pol-03668,26
3669,vclaim-pol-03669,11
3670,vclaim-pol-03670,11
3671,vclaim-pol-03671,15
3672,vclaim-pol-03672,32
3673,vclaim-pol-03673,33
3674,vclaim-pol-03674,14
3675,vclaim-pol-03675,27
3676,vclaim-pol-03676,21
3677,vclaim-pol-03677,15
3678,vclaim-pol-03678,36
3679,vclaim-pol-03679,37
3680,vclaim-pol-03680,30
3681,vclaim-pol-03681,18
3682,vclaim-pol-03682,19
3683,vclaim-pol-03683,21
3684,vclaim-pol-03684,30
3685,vclaim-pol-03685,28
3686,vclaim-pol-03686,37
3687,vclaim-pol-03687,17
3688,vclaim-pol-03688,15
3689,vclaim-pol-03689,35
3690,vclaim-pol-03690,16
3691,vclaim-pol-03691,22
3692,vclaim-pol-03692,15
3693,vclaim-pol-03693,17
3694,vclaim-pol-03694,24
3695,vclaim-pol-03695,16
3696,vclaim-pol-03696,18
3697,vclaim-pol-03697,24
3698,vclaim-pol-03698,27
3699,vclaim-pol-03699,22
3700,vclaim-pol-03700,19
3701,vclaim-pol-03701,13
3702,vclaim-pol-03702,15
3703,vclaim-pol-03703,22
3704,vclaim-pol-03704,17
3705,vclaim-pol-03705,20
3706,vclaim-pol-03706,34
3707,vclaim-pol-03707,13
3708,vclaim-pol-03708,33
