,ver_claim_ids,ver_claim_encodings
2669,vclaim-pol-02669,"[ 0.02572829  0.00125672  0.02168927 ... -0.01666375  0.00615452
  0.00279167]"
2670,vclaim-pol-02670,"[ 0.01662691 -0.02043715 -0.01872057 ...  0.02507593 -0.00729204
 -0.00399976]"
2671,vclaim-pol-02671,"[ 0.02991213  0.03718177 -0.02305438 ...  0.00329042  0.03840813
 -0.05577585]"
2672,vclaim-pol-02672,"[ 0.00891506  0.05449715 -0.00876403 ... -0.01976215 -0.00320614
  0.00228156]"
2673,vclaim-pol-02673,"[-0.00691628  0.05283945  0.01998663 ... -0.04889955 -0.02097637
  0.01827653]"
2674,vclaim-pol-02674,"[-0.052076   -0.02271914 -0.02703606 ...  0.04154655  0.00616572
 -0.00790622]"
2675,vclaim-pol-02675,"[-0.00044602  0.02301961 -0.04498099 ...  0.03721519  0.03628107
  0.04596747]"
2676,vclaim-pol-02676,"[-0.04968002  0.01441624 -0.03066571 ... -0.01129226 -0.04089518
 -0.0573426 ]"
2677,vclaim-pol-02677,"[ 0.00796266  0.02239555  0.02138588 ...  0.0031498  -0.02258915
  0.0170059 ]"
2678,vclaim-pol-02678,"[ 0.02789013  0.04130027 -0.03728357 ...  0.00381065 -0.02733551
  0.02143673]"
2679,vclaim-pol-02679,"[-0.04110721  0.0361653  -0.02931871 ... -0.00995822  0.03997397
 -0.04562259]"
2680,vclaim-pol-02680,"[ 0.0086655   0.02243403 -0.02313053 ...  0.02680884  0.01603802
  0.03558789]"
2681,vclaim-pol-02681,"[-0.02844813  0.01277301  0.00549059 ...  0.05594133 -0.02232239
  0.00100252]"
2682,vclaim-pol-02682,"[-0.03380329 -0.01781476  0.02105758 ... -0.01454164 -0.01324798
 -0.0193107 ]"
2683,vclaim-pol-02683,"[-0.05017293  0.03138514 -0.01978064 ... -0.0233634   0.0377591
 -0.0177459 ]"
2684,vclaim-pol-02684,"[-0.03146232  0.02183923 -0.02822551 ... -0.03542878 -0.00420099
 -0.03840675]"
2685,vclaim-pol-02685,"[-0.04868332 -0.01821945 -0.00167168 ...  0.03753351  0.01178502
  0.01068938]"
2686,vclaim-pol-02686,"[-0.01296893 -0.05720147 -0.00508853 ...  0.01532467 -0.03160792
  0.01045654]"
2687,vclaim-pol-02687,"[-0.03006547 -0.02629993  0.00512143 ...  0.00399448  0.02059258
  0.02655581]"
2688,vclaim-pol-02688,"[ 0.00149225 -0.01930075  0.01131358 ...  0.02878942  0.01740477
 -0.05231776]"
2689,vclaim-pol-02689,"[-0.0630087   0.02372484  0.00455126 ... -0.00828878  0.03853585
  0.01233238]"
2690,vclaim-pol-02690,"[-0.01955446  0.01636122 -0.00768328 ...  0.04148692  0.04541491
  0.00515969]"
2691,vclaim-pol-02691,"[-0.05361581 -0.01759412 -0.0085222  ...  0.02302345  0.02191008
 -0.02609458]"
2692,vclaim-pol-02692,"[ 0.02829129 -0.01453679 -0.0153537  ... -0.03304232  0.02682129
 -0.03532735]"
2693,vclaim-pol-02693,"[-0.0052002   0.00668297 -0.02552419 ...  0.01302951 -0.03631374
  0.01025517]"
2694,vclaim-pol-02694,"[-0.03065035  0.02295001 -0.05890035 ...  0.01598989 -0.00305849
  0.001024  ]"
2695,vclaim-pol-02695,"[ 0.05171293  0.02748484 -0.03910965 ...  0.0263138  -0.01059097
  0.00417158]"
2696,vclaim-pol-02696,"[ 0.04595401  0.00621801  0.0193798  ...  0.02586744  0.00175948
 -0.00414563]"
2697,vclaim-pol-02697,"[-0.01809569  0.02200843 -0.01883616 ...  0.01478344 -0.01021354
 -0.02049192]"
2698,vclaim-pol-02698,"[-0.03516463  0.01278422 -0.01810445 ...  0.00815288 -0.0353549
  0.03863779]"
2699,vclaim-pol-02699,"[-0.04129523  0.02918429 -0.03203138 ... -0.04923616  0.02932925
 -0.0258908 ]"
2700,vclaim-pol-02700,"[ 0.04549986 -0.00764742 -0.02930471 ...  0.04492178  0.02487223
 -0.02035387]"
2701,vclaim-pol-02701,"[ 0.01911275  0.04245215  0.0242667  ...  0.04820948  0.02552367
 -0.04252536]"
2702,vclaim-pol-02702,"[ 0.01108144 -0.03311085  0.04568727 ... -0.02596155 -0.0128052
 -0.01432605]"
2703,vclaim-pol-02703,"[ 0.01840861  0.00905359  0.02181644 ...  0.00043383  0.03259768
 -0.01990204]"
2704,vclaim-pol-02704,"[ 0.03244549  0.04401846 -0.03576033 ... -0.02354754 -0.0098573
 -0.02406778]"
2705,vclaim-pol-02705,"[ 0.03962353  0.01391804 -0.03080522 ...  0.0471046   0.03671503
 -0.01407814]"
2706,vclaim-pol-02706,"[-0.01649062 -0.00052312 -0.01134172 ...  0.04291633  0.04520359
 -0.02486629]"
2707,vclaim-pol-02707,"[-0.05504385  0.00967951  0.02482869 ... -0.02212527  0.01685356
  0.03416351]"
2708,vclaim-pol-02708,"[-0.03705083  0.00834377 -0.05354399 ... -0.01558318 -0.0211381
  0.04447584]"
2709,vclaim-pol-02709,"[-0.04663934 -0.057335    0.04520913 ... -0.04056302 -0.03603407
 -0.01149194]"
2710,vclaim-pol-02710,"[ 0.00822296  0.00292927 -0.03984176 ...  0.03237036 -0.03358023
  0.02992388]"
2711,vclaim-pol-02711,[0.02680668 0.02134728 0.00517793 ... 0.02135186 0.01247994 0.00632596]
2712,vclaim-pol-02712,"[ 0.02543553  0.05467566  0.0033321  ... -0.01417027 -0.0093748
  0.02629812]"
2713,vclaim-pol-02713,"[-0.02222127  0.02240639 -0.02642207 ...  0.0300257   0.01411376
 -0.03407173]"
2714,vclaim-pol-02714,[0.01392289 0.01850885 0.00132522 ... 0.01988743 0.02436682 0.04701385]
2715,vclaim-pol-02715,"[-0.02567167  0.0052987  -0.0462212  ... -0.01176435  0.0073785
  0.01231259]"
2716,vclaim-pol-02716,"[-0.00529159  0.05079082 -0.0548817  ... -0.04096978 -0.00202958
 -0.01204783]"
2717,vclaim-pol-02717,"[ 0.03293892  0.0380359   0.0440511  ...  0.00129033  0.03982469
 -0.01947656]"
2718,vclaim-pol-02718,"[-0.0309798   0.03530888 -0.03558027 ... -0.00552066 -0.01953084
  0.01237301]"
2719,vclaim-pol-02719,"[-0.05389543  0.02155077  0.03220217 ... -0.03275    -0.01897555
 -0.00606026]"
2720,vclaim-pol-02720,"[-0.01043882 -0.01856775  0.04104849 ... -0.0126158   0.00863673
 -0.06168173]"
2721,vclaim-pol-02721,"[-0.01366611  0.00113667 -0.04995332 ...  0.00029947  0.02253026
  0.03697473]"
2722,vclaim-pol-02722,"[-0.02366583  0.04144065 -0.0354745  ...  0.00662655  0.03774662
 -0.04026057]"
2723,vclaim-pol-02723,"[ 0.02246341  0.03148441 -0.0529191  ...  0.00056833 -0.05186048
  0.04361404]"
2724,vclaim-pol-02724,"[ 0.04577602  0.02096736 -0.01495714 ...  0.03282122 -0.04362158
 -0.01416531]"
2725,vclaim-pol-02725,"[ 0.03453421 -0.02586121  0.01451903 ...  0.01080266 -0.02312025
  0.02047641]"
2726,vclaim-pol-02726,"[-0.01417757  0.00429119 -0.03899854 ... -0.04547337  0.00035987
  0.03259169]"
2727,vclaim-pol-02727,"[ 0.02459661  0.01191651  0.025448   ...  0.00466584  0.03648035
 -0.00049704]"
2728,vclaim-pol-02728,"[-0.03479105  0.00465378 -0.01661564 ... -0.03475497 -0.02864146
 -0.03581866]"
2729,vclaim-pol-02729,"[ 0.01191002  0.02666863 -0.05189075 ...  0.00391921 -0.02322432
  0.03148323]"
2730,vclaim-pol-02730,"[-0.00434424 -0.04063861 -0.05392343 ... -0.02219678  0.02522487
 -0.0026473 ]"
2731,vclaim-pol-02731,"[-0.0353069  -0.05374203  0.00428169 ... -0.0221135  -0.00230362
 -0.04512655]"
2732,vclaim-pol-02732,"[ 0.01845277  0.02442925 -0.0040461  ...  0.02715903 -0.02222862
  0.04503695]"
2733,vclaim-pol-02733,"[-0.04754421 -0.02864112  0.02878559 ... -0.03644798 -0.02339835
 -0.05487209]"
2734,vclaim-pol-02734,"[-0.01058923 -0.01649657 -0.04566415 ... -0.02625974  0.02224928
  0.02460076]"
2735,vclaim-pol-02735,"[-0.00905312  0.02318254 -0.04097478 ...  0.02243261  0.02051693
 -0.01352385]"
2736,vclaim-pol-02736,"[-0.02269706 -0.0078989  -0.03911314 ... -0.01229077 -0.00086907
  0.01437274]"
2737,vclaim-pol-02737,"[-0.0207721   0.04635714 -0.03908903 ...  0.03634469  0.02145204
 -0.04721632]"
2738,vclaim-pol-02738,"[ 0.01942457  0.01175029 -0.00540151 ...  0.05358552 -0.01344742
  0.03885151]"
2739,vclaim-pol-02739,"[-0.05506809 -0.01643129 -0.00875517 ... -0.02715356  0.03582375
 -0.05035402]"
2740,vclaim-pol-02740,"[-0.02882601  0.00248876  0.02830277 ... -0.01762673  0.03543728
 -0.06188458]"
2741,vclaim-pol-02741,"[ 0.00620087  0.00796004 -0.06049097 ... -0.01684699  0.01751827
  0.03665261]"
2742,vclaim-pol-02742,"[-0.0019176  -0.0244619  -0.00988378 ...  0.02080312  0.02017692
  0.0498692 ]"
2743,vclaim-pol-02743,"[-0.04575947  0.03319431  0.0261528  ...  0.03164181  0.03386392
  0.03006684]"
2744,vclaim-pol-02744,"[ 0.0397002   0.0237156  -0.03098988 ... -0.00128685 -0.01719931
  0.03527462]"
2745,vclaim-pol-02745,"[-0.03109929 -0.01600743 -0.06040806 ...  0.01802737  0.04024162
 -0.03287984]"
2746,vclaim-pol-02746,"[-0.00507919 -0.0352286  -0.04992346 ... -0.0057998   0.01572496
 -0.03899287]"
2747,vclaim-pol-02747,"[ 0.05588344  0.01584184 -0.0347403  ...  0.00481948 -0.03976464
 -0.01075758]"
2748,vclaim-pol-02748,"[ 0.03382383 -0.00754781  0.01735083 ...  0.02976783  0.02739127
 -0.01463267]"
2749,vclaim-pol-02749,"[-0.04678537  0.00807475 -0.03525785 ... -0.04119363  0.01108617
  0.02718441]"
2750,vclaim-pol-02750,"[-0.00598493  0.00867765 -0.06281536 ... -0.03224136  0.00545754
 -0.05584232]"
2751,vclaim-pol-02751,"[-0.04893649  0.02072634  0.01408074 ... -0.03001127  0.02086302
 -0.00299477]"
2752,vclaim-pol-02752,"[-0.03850682 -0.04391643 -0.03345115 ... -0.01184709 -0.01456547
 -0.04268628]"
2753,vclaim-pol-02753,"[ 0.00650568  0.01869904 -0.04530198 ... -0.00720155 -0.04531159
 -0.00935241]"
2754,vclaim-pol-02754,"[ 0.04132921  0.00852584 -0.036443   ...  0.05935933  0.00536365
 -0.02843445]"
2755,vclaim-pol-02755,"[-0.04129623  0.00494368 -0.01394045 ...  0.0138017  -0.01452926
 -0.0481867 ]"
2756,vclaim-pol-02756,"[-0.00708093 -0.02828518 -0.02231571 ... -0.0349916  -0.05355154
  0.04882021]"
2757,vclaim-pol-02757,"[-0.01049864 -0.00015182 -0.0548638  ...  0.03226621  0.0211993
  0.01896728]"
2758,vclaim-pol-02758,"[ 0.06365865 -0.03739904 -0.05236492 ...  0.00573004 -0.00923735
  0.01439154]"
2759,vclaim-pol-02759,"[-0.05543519  0.0457464  -0.01327395 ... -0.01261928  0.03737894
  0.03136038]"
2760,vclaim-pol-02760,"[-3.0913536e-02 -6.0837332e-04 -5.6641184e-02 ... -3.6923549e-05
 -2.3147406e-02  3.5062712e-02]"
2761,vclaim-pol-02761,"[ 0.01141001  0.04058319 -0.03013236 ... -0.0518099   0.03808276
  0.01522981]"
2762,vclaim-pol-02762,"[-0.01203441  0.05685392 -0.03410059 ...  0.00164971 -0.03898032
  0.00325367]"
2763,vclaim-pol-02763,"[-0.00049053  0.03934358 -0.05320208 ...  0.0512916   0.02540173
 -0.03209135]"
2764,vclaim-pol-02764,"[-0.01202914 -0.00871122 -0.05027085 ...  0.01876506 -0.00950429
 -0.04772213]"
2765,vclaim-pol-02765,"[-0.02627867  0.03561639 -0.02187801 ... -0.0344059  -0.01438293
 -0.03964294]"
2766,vclaim-pol-02766,"[ 0.02421076  0.04492812 -0.01546672 ... -0.03257179  0.01030983
  0.03792039]"
2767,vclaim-pol-02767,"[-0.03109462 -0.00728495 -0.01181213 ... -0.00882432 -0.02316208
  0.02688464]"
2768,vclaim-pol-02768,"[-0.00968834 -0.01997841 -0.01786375 ...  0.04729395  0.02078701
 -0.00537645]"
2769,vclaim-pol-02769,"[ 0.03293207  0.01860821 -0.02721663 ... -0.00324854  0.00480567
  0.0437627 ]"
2770,vclaim-pol-02770,"[ 0.0114712  -0.00347453 -0.00994938 ...  0.03545902  0.01383134
  0.04792068]"
2771,vclaim-pol-02771,"[-0.00434513 -0.02832119  0.01961139 ... -0.01447527 -0.00228037
 -0.00605845]"
2772,vclaim-pol-02772,"[-0.02844414  0.01072797  0.03790174 ...  0.0123861   0.04211355
 -0.05616915]"
2773,vclaim-pol-02773,"[ 0.0337065  -0.03019989  0.05646547 ... -0.00066722  0.0069543
 -0.02026707]"
2774,vclaim-pol-02774,"[-0.00534756 -0.03226267 -0.02169414 ... -0.00559428  0.01959368
 -0.01843557]"
2775,vclaim-pol-02775,"[ 0.0567076   0.05659983 -0.02864746 ...  0.04390835 -0.00705244
 -0.03463038]"
2776,vclaim-pol-02776,"[-0.02251813  0.05786398 -0.01333877 ... -0.02689866  0.03639393
  0.03655471]"
2777,vclaim-pol-02777,"[ 0.01974801  0.03160693 -0.00541988 ... -0.00317847  0.03366896
  0.02320485]"
2778,vclaim-pol-02778,"[-0.05063042  0.01427443 -0.05942371 ...  0.00545148 -0.03478348
  0.01179559]"
2779,vclaim-pol-02779,"[-0.02498632 -0.01617025  0.00976374 ...  0.00677766  0.036752
 -0.0467385 ]"
2780,vclaim-pol-02780,"[-0.05554264 -0.00341623 -0.04029121 ...  0.01007192 -0.02524807
 -0.01813691]"
2781,vclaim-pol-02781,"[ 0.05810972 -0.0103187  -0.025129   ...  0.02632461  0.00808212
 -0.03161677]"
2782,vclaim-pol-02782,"[ 0.00306824 -0.04343729 -0.02231007 ...  0.05311656 -0.00335153
 -0.02542611]"
2783,vclaim-pol-02783,"[-0.03876432 -0.01649699 -0.03680989 ...  0.00740587  0.0326985
 -0.0415872 ]"
2784,vclaim-pol-02784,"[ 0.00387659  0.04699941 -0.04671474 ... -0.00345312 -0.03783044
  0.01384667]"
2785,vclaim-pol-02785,"[-0.02738208  0.0352735  -0.01521581 ... -0.0210635   0.00123403
 -0.04303895]"
2786,vclaim-pol-02786,"[ 0.01599655  0.01979753 -0.00564718 ...  0.04429394 -0.02747159
  0.03262825]"
2787,vclaim-pol-02787,"[ 0.04784276  0.03142979 -0.01922985 ...  0.00115185 -0.02701608
  0.02640165]"
2788,vclaim-pol-02788,"[ 0.01177679  0.03840261 -0.02840641 ... -0.00393296 -0.03418824
  0.01170572]"
2789,vclaim-pol-02789,"[ 0.04362683  0.0248427  -0.04650188 ...  0.03748388 -0.00502873
  0.03101803]"
2790,vclaim-pol-02790,"[-0.04464906  0.01827043 -0.00430251 ... -0.02506958 -0.01689751
  0.01438836]"
2791,vclaim-pol-02791,"[-0.00797221  0.01428593 -0.0069496  ...  0.0295014  -0.0168401
  0.004798  ]"
2792,vclaim-pol-02792,"[ 0.01412854  0.01943218 -0.06389068 ...  0.01364722 -0.05240012
  0.00612489]"
2793,vclaim-pol-02793,"[-0.0038347   0.00264521  0.0102766  ... -0.01195613 -0.02230204
 -0.03772813]"
2794,vclaim-pol-02794,"[-0.00436284 -0.00670334 -0.02992056 ...  0.0385376  -0.01503871
 -0.01275031]"
2795,vclaim-pol-02795,"[ 0.04638578  0.05099559 -0.04192298 ...  0.01156008  0.01392447
  0.00419839]"
2796,vclaim-pol-02796,"[ 0.00745323 -0.03329617  0.02549504 ... -0.01404897  0.02212203
 -0.01255034]"
2797,vclaim-pol-02797,"[ 0.00432662  0.02618618  0.02371423 ...  0.04624132  0.03240732
 -0.0200675 ]"
2798,vclaim-pol-02798,"[-0.03258701 -0.00642206 -0.00225015 ...  0.02977093 -0.02971369
 -0.02351076]"
2799,vclaim-pol-02799,"[-0.02111793 -0.02570084 -0.00239937 ... -0.00722535 -0.04463672
  0.04931201]"
2800,vclaim-pol-02800,"[-0.04769536 -0.03583052 -0.01308055 ... -0.03718675  0.00169336
  0.0290685 ]"
2801,vclaim-pol-02801,"[ 0.01220163 -0.00695552  0.00142228 ... -0.00010571 -0.03666644
  0.04691785]"
2802,vclaim-pol-02802,"[ 0.0442749   0.03112276 -0.05224341 ...  0.056004   -0.01282981
  0.04805996]"
2803,vclaim-pol-02803,"[ 0.04322549  0.04815913  0.00762689 ...  0.0341927  -0.0299215
 -0.00285006]"
2804,vclaim-pol-02804,"[-0.04730252  0.02583869 -0.05906562 ... -0.00746895 -0.01419119
  0.01001611]"
2805,vclaim-pol-02805,"[-0.02959294 -0.0046187  -0.05117462 ... -0.015345   -0.03412691
 -0.01396296]"
2806,vclaim-pol-02806,"[ 0.02798869  0.02462868 -0.04468412 ...  0.01624081 -0.0362485
  0.01560186]"
2807,vclaim-pol-02807,"[ 0.01874176 -0.02851251 -0.05230332 ...  0.02225379 -0.03011245
  0.03753822]"
2808,vclaim-pol-02808,"[ 0.02405177 -0.05609556  0.04439248 ...  0.01554787  0.04469626
 -0.03389798]"
2809,vclaim-pol-02809,"[ 0.05150935  0.06196636 -0.0339314  ...  0.00486979  0.01256191
 -0.02291506]"
2810,vclaim-pol-02810,"[ 0.00869193 -0.00384469 -0.0512155  ... -0.01529262 -0.03392493
 -0.01235567]"
2811,vclaim-pol-02811,"[ 0.01260013  0.03980819 -0.01536426 ... -0.01121794 -0.01063071
  0.05615346]"
2812,vclaim-pol-02812,"[-0.04299262 -0.04178354 -0.01077413 ...  0.03777099  0.00210787
 -0.01774762]"
2813,vclaim-pol-02813,"[-0.00503516  0.03180178 -0.02156976 ... -0.03931518  0.03179602
  0.0173766 ]"
2814,vclaim-pol-02814,"[ 0.00247954  0.00463377  0.00568273 ...  0.02835942 -0.01460696
  0.02844161]"
2815,vclaim-pol-02815,"[ 0.02534876 -0.03117983 -0.05217136 ...  0.00409662  0.01260201
 -0.00840397]"
2816,vclaim-pol-02816,"[-0.02979095 -0.03268407  0.01606383 ...  0.00569283  0.02157949
 -0.00128169]"
2817,vclaim-pol-02817,"[ 0.00713229  0.02058109  0.00575599 ... -0.03275772 -0.04292567
 -0.04778784]"
2818,vclaim-pol-02818,"[-2.1729007e-02  1.6922824e-02  2.8503781e-02 ... -2.2159522e-02
 -1.5040153e-02 -7.6673910e-05]"
2819,vclaim-pol-02819,"[-0.0049412   0.00674374 -0.00389123 ... -0.043229    0.01368448
  0.01047249]"
2820,vclaim-pol-02820,"[-0.02676255 -0.01790064 -0.03934352 ... -0.02744798  0.04037466
  0.00145998]"
2821,vclaim-pol-02821,"[-0.04777595  0.02006191 -0.03538957 ...  0.01830933  0.0014401
 -0.0212971 ]"
2822,vclaim-pol-02822,[0.02071552 0.01164063 0.00735321 ... 0.03154273 0.04282324 0.04028475]
2823,vclaim-pol-02823,"[ 0.00412266 -0.01191777  0.03091522 ... -0.05572895 -0.05373145
 -0.0393024 ]"
2824,vclaim-pol-02824,"[-0.00107631  0.04082888 -0.04204526 ...  0.01430357  0.01646709
  0.02852237]"
2825,vclaim-pol-02825,"[ 0.02846642  0.02081739 -0.04236872 ... -0.02494752  0.03726379
  0.00642823]"
2826,vclaim-pol-02826,"[-0.02359637  0.00387069 -0.03061352 ...  0.0216972   0.01859359
 -0.00294567]"
2827,vclaim-pol-02827,"[ 0.0218101   0.02901656  0.02904752 ... -0.04536748  0.06171072
 -0.03386378]"
2828,vclaim-pol-02828,"[-0.04097341  0.02376009 -0.04958892 ... -0.02309092  0.04103425
  0.02332148]"
2829,vclaim-pol-02829,"[ 0.02987625  0.04157079 -0.05224006 ...  0.03811111  0.02124655
 -0.01629242]"
2830,vclaim-pol-02830,"[-0.00158734 -0.04343442  0.00320438 ...  0.01238355  0.01402048
  0.00873351]"
2831,vclaim-pol-02831,"[-0.03563451  0.02760398 -0.0064385  ...  0.02031803  0.03596999
 -0.04502348]"
2832,vclaim-pol-02832,"[-0.01645771  0.04490693 -0.02218388 ...  0.03309011 -0.039206
 -0.00940457]"
2833,vclaim-pol-02833,"[-0.01690321  0.02174207  0.03697329 ...  0.03471768 -0.00037061
  0.02945815]"
2834,vclaim-pol-02834,"[-0.00513519  0.00707633  0.00754352 ...  0.00376276  0.02273238
  0.00578532]"
2835,vclaim-pol-02835,"[ 0.0026593   0.01791526  0.05157892 ...  0.02766852  0.0216988
 -0.01359329]"
2836,vclaim-pol-02836,"[-0.01090202  0.00148556 -0.04943364 ... -0.00026922  0.01493434
 -0.0089191 ]"
2837,vclaim-pol-02837,"[-0.04156608  0.0206705  -0.05339259 ... -0.01823504 -0.03221644
 -0.03528961]"
2838,vclaim-pol-02838,"[-0.01098402 -0.03135576  0.03063831 ... -0.00118841  0.0207554
 -0.0234987 ]"
2839,vclaim-pol-02839,"[-0.02012962 -0.00189625 -0.03335307 ...  0.04067658 -0.02250721
 -0.04139506]"
2840,vclaim-pol-02840,"[ 0.03436867  0.01835315 -0.02205353 ...  0.05555414  0.02095579
  0.03383314]"
2841,vclaim-pol-02841,"[ 0.01754713  0.03202082 -0.0454065  ...  0.05012975 -0.01377058
  0.01671839]"
2842,vclaim-pol-02842,"[-0.01818256 -0.03175815  0.027509   ... -0.01231491  0.00531673
  0.00495955]"
2843,vclaim-pol-02843,"[-0.03053606 -0.00669612 -0.01794642 ... -0.04139413  0.02165376
  0.00509408]"
2844,vclaim-pol-02844,"[-0.05002881 -0.00122184  0.02695033 ... -0.01535769  0.02989423
  0.04518322]"
2845,vclaim-pol-02845,"[ 0.05777384  0.02361115 -0.0267316  ...  0.02960634 -0.03105247
  0.01433859]"
2846,vclaim-pol-02846,"[-0.03911325 -0.00660713 -0.00775834 ... -0.0468973   0.00665205
 -0.06288683]"
2847,vclaim-pol-02847,"[-0.00627687 -0.03296438 -0.02005851 ... -0.00718027 -0.02034206
 -0.01087886]"
2848,vclaim-pol-02848,"[-0.00156112  0.01139147 -0.03225179 ...  0.04480496 -0.02156927
  0.04406488]"
2849,vclaim-pol-02849,"[-0.03742701  0.0193362  -0.02767547 ... -0.02388638  0.0042534
 -0.02464625]"
2850,vclaim-pol-02850,"[ 0.00012727 -0.03168778  0.03221945 ...  0.05110116  0.0502797
 -0.02790221]"
2851,vclaim-pol-02851,"[-0.0236854  -0.00314619  0.0055416  ...  0.0190624  -0.01324722
 -0.02177379]"
2852,vclaim-pol-02852,"[-0.05820523  0.02091006 -0.01816639 ... -0.02015186 -0.05612402
  0.03720995]"
2853,vclaim-pol-02853,"[-0.01522911  0.02468251 -0.0543405  ... -0.01756704 -0.01510201
  0.0119716 ]"
2854,vclaim-pol-02854,"[-0.0170627   0.02888104 -0.04558741 ... -0.00772625 -0.02629642
  0.04370267]"
2855,vclaim-pol-02855,"[ 0.02797283  0.0493676  -0.0507212  ... -0.02194669  0.00183908
  0.02107689]"
2856,vclaim-pol-02856,"[-0.0404768   0.01896585 -0.03487458 ...  0.01272742 -0.03739453
 -0.01119686]"
2857,vclaim-pol-02857,"[-0.00919376 -0.00642219  0.00407089 ...  0.02210898  0.04151186
 -0.01465236]"
2858,vclaim-pol-02858,"[-0.03151826  0.00489133 -0.0407684  ... -0.02222301 -0.03874516
  0.00289705]"
2859,vclaim-pol-02859,"[ 0.00738734  0.0582061  -0.01834345 ...  0.05144099  0.03763853
  0.0269633 ]"
2860,vclaim-pol-02860,"[ 0.01982802  0.03836323 -0.05808771 ...  0.02457855 -0.02665908
  0.02293347]"
2861,vclaim-pol-02861,"[ 0.04280259  0.02687806 -0.04397528 ...  0.05852935  0.02880688
  0.01560704]"
2862,vclaim-pol-02862,"[ 0.02099932  0.03427913 -0.02218607 ... -0.02649901  0.01614283
  0.04410654]"
2863,vclaim-pol-02863,"[ 0.044273   -0.01374376  0.02367757 ... -0.00737824 -0.00345246
 -0.00220837]"
2864,vclaim-pol-02864,"[ 0.00140639 -0.03599675 -0.0321469  ... -0.02266803  0.02361807
  0.04556986]"
2865,vclaim-pol-02865,"[ 0.01417583 -0.02236806 -0.02038014 ... -0.01237551  0.04471341
  0.03029614]"
2866,vclaim-pol-02866,"[-0.0344687  -0.01947876 -0.02991467 ...  0.01922354 -0.01922883
  0.00364606]"
2867,vclaim-pol-02867,"[ 0.03409989  0.00906502 -0.03694178 ...  0.00358918  0.02764859
  0.04463003]"
2868,vclaim-pol-02868,"[ 0.00736869 -0.02250669  0.0131573  ...  0.0144127  -0.01918686
  0.04962409]"
2869,vclaim-pol-02869,"[-0.00836803 -0.01617612  0.00086108 ... -0.02632028 -0.05829692
 -0.01032521]"
2870,vclaim-pol-02870,"[-0.01178707  0.03010674 -0.02732745 ...  0.00236664 -0.02017452
 -0.03530452]"
2871,vclaim-pol-02871,"[-0.03332393  0.00051783 -0.01311157 ...  0.01353947 -0.01918951
  0.02892003]"
2872,vclaim-pol-02872,"[ 0.02204268  0.03178447 -0.02929387 ... -0.00099884 -0.0295318
  0.01074274]"
2873,vclaim-pol-02873,"[ 0.05771169 -0.04451771 -0.04163221 ... -0.01647215 -0.02247021
 -0.02108216]"
2874,vclaim-pol-02874,"[-0.05146753 -0.03721671 -0.00234683 ... -0.00681558  0.02406078
 -0.01865862]"
2875,vclaim-pol-02875,"[-0.03898367  0.01278143 -0.05717366 ... -0.04619845 -0.01537994
  0.05025194]"
2876,vclaim-pol-02876,"[-0.0509902   0.03546277  0.0202372  ... -0.00086838  0.02444869
 -0.04666589]"
2877,vclaim-pol-02877,"[-0.02278819 -0.02655143 -0.03452676 ...  0.00505697  0.00997281
 -0.00797637]"
2878,vclaim-pol-02878,"[-0.00668871  0.00796585 -0.05732388 ... -0.01782302  0.02141105
  0.05573107]"
2879,vclaim-pol-02879,"[-0.03707866  0.01408043 -0.01496792 ... -0.00361952  0.03314842
 -0.05364332]"
2880,vclaim-pol-02880,"[ 0.04889411 -0.02233682 -0.03657831 ... -0.01966365  0.00356054
 -0.04286122]"
2881,vclaim-pol-02881,"[-0.00117879  0.00204935 -0.01118987 ...  0.0039991  -0.0167944
  0.00437418]"
2882,vclaim-pol-02882,"[ 0.03153184  0.06033348 -0.0117967  ... -0.02973781  0.01100601
  0.00719235]"
2883,vclaim-pol-02883,"[-0.02388406 -0.006384   -0.00819932 ... -0.03000841 -0.0108779
 -0.03388653]"
2884,vclaim-pol-02884,"[-0.0076758   0.02908857  0.00189338 ...  0.01336056 -0.03663585
  0.03492254]"
2885,vclaim-pol-02885,"[-0.02247704  0.01738838 -0.05224827 ...  0.00302536  0.02014886
  0.04248229]"
2886,vclaim-pol-02886,"[ 0.03474901  0.05702109 -0.0603527  ...  0.0433775   0.03345062
  0.023157  ]"
2887,vclaim-pol-02887,"[-0.02229045 -0.0118831  -0.04224726 ...  0.00553514 -0.02630131
 -0.01531271]"
2888,vclaim-pol-02888,"[ 0.0152894   0.05240928 -0.06093645 ... -0.01128223  0.00982936
  0.01868056]"
2889,vclaim-pol-02889,"[-0.01022852 -0.00559472 -0.00651856 ...  0.02349258 -0.04108863
 -0.02088344]"
2890,vclaim-pol-02890,"[-0.00478038  0.06076924  0.00775428 ...  0.03815354 -0.04805427
 -0.00125177]"
2891,vclaim-pol-02891,"[ 2.49038842e-02  4.82566729e-02 -7.56396403e-05 ...  3.28042917e-02
  1.45557895e-02 -1.06100412e-02]"
2892,vclaim-pol-02892,"[-0.00222899 -0.01694486 -0.05216252 ...  0.01238587  0.01167078
  0.057516  ]"
2893,vclaim-pol-02893,"[-0.02468757 -0.00067963 -0.04160958 ...  0.03749613 -0.01492163
 -0.05296994]"
2894,vclaim-pol-02894,"[-0.04739655  0.00972424  0.03879022 ...  0.03865827  0.01480505
 -0.05794762]"
