,tweet_ids,tweet_encodings
209,20160907_NBC_commander_in_chief_forum_0378,"[ 0.03937426  0.00442478 -0.01886781 ... -0.02360892  0.03339916
  0.03112493]"
210,20160907_NBC_commander_in_chief_forum_0439,"[ 0.00335511 -0.04559092  0.03539022 ... -0.05137047  0.00131814
  0.03798322]"
211,20160907_NBC_commander_in_chief_forum_0545,"[ 0.044581   -0.00811446 -0.04192259 ...  0.03739752 -0.01103151
 -0.03572844]"
212,20160907_NBC_commander_in_chief_forum_0564,"[-0.03941011 -0.01318469 -0.00339613 ... -0.0316253   0.00130781
  0.01704929]"
213,20160907_NBC_commander_in_chief_forum_0571,"[ 0.00987575 -0.03807835 -0.00718375 ... -0.04382583 -0.02088998
 -0.03126262]"
214,20160907_NBC_commander_in_chief_forum_0611,"[ 0.00565634  0.04217877 -0.06156893 ... -0.01070901 -0.01761854
 -0.02836614]"
215,20160926_1pres_0064,"[ 0.03181444 -0.04525278 -0.0458228  ...  0.00260412 -0.00691822
  0.0330879 ]"
216,20160926_1pres_0098,"[ 0.00857229  0.03638871  0.00860996 ...  0.03358724  0.02064951
 -0.03117347]"
217,20160926_1pres_0165,"[-0.05281132 -0.02651509  0.0446992  ... -0.02429134 -0.04006718
 -0.00791438]"
218,20160926_1pres_0166,"[-0.01915397 -0.02355124 -0.00352354 ... -0.02123534 -0.03581821
  0.03073552]"
219,20160926_1pres_0175,"[-0.02610225  0.04654863  0.00586214 ...  0.01153114 -0.04902603
 -0.00486907]"
220,20160926_1pres_0179,"[-0.02069641  0.03997181 -0.01460407 ... -0.04893579 -0.03990544
  0.0010245 ]"
221,20160926_1pres_0183,"[-0.01319836  0.01542707 -0.03820081 ...  0.01727445 -0.01453909
 -0.00651002]"
222,20160926_1pres_0202,"[ 0.02243395  0.0475353   0.01575997 ...  0.01183991 -0.0386064
 -0.0456827 ]"
223,20160926_1pres_0203,"[ 0.00407157 -0.02375808  0.01185043 ...  0.01744471 -0.03651987
 -0.04085324]"
224,20160926_1pres_0232,"[ 0.04211319  0.05903622 -0.06042406 ...  0.0176503   0.04904171
  0.04883728]"
225,20160926_1pres_0252,"[-0.03994713 -0.02546825 -0.0454805  ... -0.02421422 -0.03596433
 -0.03986059]"
226,20160926_1pres_0264,"[ 0.03002357  0.01177033 -0.02699251 ... -0.03403097 -0.0352537
 -0.00018289]"
227,20160926_1pres_0265,"[ 0.03228658  0.02005717 -0.02867129 ...  0.0153868  -0.04507058
  0.01205109]"
228,20160926_1pres_0424,"[ 0.04603988  0.01672872 -0.03687063 ...  0.0176493  -0.03714344
 -0.0136595 ]"
229,20160926_1pres_0440,"[-0.04098015 -0.02337651  0.02684413 ... -0.02929799 -0.03194908
 -0.02639457]"
230,20160926_1pres_0493,"[-0.02925246  0.03781423 -0.05485703 ...  0.03568272 -0.02279008
 -0.04867715]"
231,20160926_1pres_0575,"[-0.00079352  0.0330397  -0.03556643 ...  0.03115761 -0.03009466
 -0.00365225]"
232,20160926_1pres_0579,"[ 0.03227155  0.0100297  -0.04412032 ...  0.05397764 -0.04252313
 -0.041044  ]"
233,20160926_1pres_0629,"[ 0.00833368  0.00656629 -0.0124658  ...  0.03200742  0.02756943
  0.01898901]"
234,20160926_1pres_0645,"[-0.00215688 -0.00904081  0.01317441 ...  0.03311796 -0.01411802
  0.02660477]"
235,20160926_1pres_0711,"[-0.00900822 -0.001122   -0.01173315 ...  0.01382275  0.01964112
 -0.03563958]"
236,20160926_1pres_0748,"[ 0.02254714 -0.03348917  0.01147396 ... -0.01132254 -0.01315521
 -0.03008194]"
237,20160926_1pres_0819,"[ 0.04930595 -0.05652075  0.06278174 ...  0.00579068  0.04823771
 -0.0263176 ]"
238,20160926_1pres_0868,"[-0.04539229  0.02926083  0.04467852 ... -0.02973728 -0.02697853
  0.01799292]"
239,20160926_1pres_0927,"[-0.00166702 -0.01183056  0.00170067 ... -0.04349307 -0.00848943
 -0.03019236]"
240,20160926_1pres_1010,"[ 0.03822725 -0.02752336 -0.01888043 ...  0.00351546 -0.01937563
 -0.00125129]"
241,20160926_1pres_1010,"[ 0.03822725 -0.02752336 -0.01888043 ...  0.00351546 -0.01937563
 -0.00125129]"
242,20160926_1pres_1057,"[ 0.01082613  0.00808778  0.03584266 ... -0.02717273 -0.03550717
  0.04824714]"
243,20160926_1pres_1059,"[ 0.04387117  0.00910139 -0.00415611 ...  0.02164284 -0.0171445
 -0.00184082]"
244,20160926_1pres_1079,"[ 0.05252387  0.04433472 -0.05066365 ... -0.00311261 -0.02771221
  0.01383563]"
245,20160926_1pres_1148,"[ 0.03749311  0.04129505 -0.05933682 ...  0.02540373 -0.01698053
 -0.02751499]"
246,20160926_1pres_1182,"[ 0.02355719 -0.01024294 -0.01283178 ...  0.02885783 -0.01243059
 -0.04076043]"
247,20160926_1pres_1182,"[ 0.02355719 -0.01024294 -0.01283178 ...  0.02885783 -0.01243059
 -0.04076043]"
248,20160926_1pres_1214,"[ 0.02628196 -0.01236453 -0.03226462 ... -0.02990509  0.02178638
  0.05211105]"
249,20160926_1pres_1215,"[ 0.04166898  0.03473984 -0.01558554 ...  0.02581466  0.00590861
 -0.0332585 ]"
250,20160926_1pres_1222,"[ 0.01765459 -0.01039952 -0.03433443 ... -0.02802008  0.00692558
 -0.04108659]"
251,20160926_1pres_1225,"[ 0.05094641  0.02164185 -0.01031044 ... -0.01091463 -0.00266458
  0.00368929]"
252,20160926_1pres_1326,"[-0.06042762 -0.00644034  0.00764131 ...  0.00524593 -0.05195322
 -0.04916414]"
253,20160926_1pres_1326,"[-0.06042762 -0.00644034  0.00764131 ...  0.00524593 -0.05195322
 -0.04916414]"
254,20161005_vice_pres_0075,"[ 0.01268487  0.00022661 -0.02675585 ...  0.00941397 -0.00607164
 -0.03998504]"
255,20161005_vice_pres_0050,"[-0.00368265  0.00077945 -0.00970429 ...  0.01089023 -0.01309452
  0.0252058 ]"
256,20161005_vice_pres_0097,"[-0.00854055 -0.03572927 -0.03058306 ... -0.05949246 -0.00959539
  0.01936527]"
257,20161005_vice_pres_0153,"[ 0.01219496  0.0133317  -0.05545283 ...  0.00432908  0.00488801
 -0.01905734]"
258,20161005_vice_pres_0117,"[-0.03044581 -0.01120086 -0.02515196 ... -0.03517827 -0.00718072
 -0.03742757]"
259,20161005_vice_pres_0179,"[ 0.05198871  0.03316716  0.00070186 ...  0.00667521 -0.01923757
 -0.04187756]"
260,20161005_vice_pres_0184,"[-0.02911551  0.03036362 -0.01693433 ...  0.03223436  0.02172861
 -0.05816266]"
261,20161005_vice_pres_0192,"[ 0.02189507  0.03869583  0.00939548 ... -0.00540294  0.03807938
  0.04118825]"
262,20161005_vice_pres_0215,"[-0.0331673   0.02715972  0.04549354 ...  0.00791298 -0.05422838
 -0.02133252]"
263,20161005_vice_pres_0216,"[-0.01109311  0.03519272  0.00347818 ... -0.01155586  0.00816279
 -0.03652231]"
264,20161005_vice_pres_0234,"[ 0.05511584 -0.01350208  0.01538254 ... -0.03162684 -0.00906888
 -0.034804  ]"
265,20161005_vice_pres_0236,"[ 0.0160236  -0.03189153  0.03149354 ...  0.01691448  0.01685453
  0.02992301]"
266,20161005_vice_pres_0305,"[-0.04801472 -0.02238976  0.00146656 ... -0.01312402 -0.04696266
 -0.04980163]"
267,20161005_vice_pres_0326,"[-0.03104432  0.0294869  -0.03501807 ...  0.0145506  -0.02025411
 -0.01504635]"
268,20161005_vice_pres_0437,"[-0.04968739 -0.0349903   0.01187203 ...  0.02527435 -0.01137733
 -0.04855698]"
269,20161005_vice_pres_0438,"[-0.01144665  0.02596411 -0.05144487 ...  0.02988939 -0.01295313
 -0.02502275]"
270,20161005_vice_pres_0497,"[ 0.03019655 -0.00609316 -0.0098735  ... -0.01843812  0.01424967
 -0.03268345]"
271,20161005_vice_pres_0497,"[ 0.03019655 -0.00609316 -0.0098735  ... -0.01843812  0.01424967
 -0.03268345]"
272,20161005_vice_pres_0497,"[ 0.03019655 -0.00609316 -0.0098735  ... -0.01843812  0.01424967
 -0.03268345]"
273,20161005_vice_pres_0639,"[-0.00373084 -0.00046862 -0.01573795 ...  0.01864105 -0.01906803
 -0.05879248]"
274,20161005_vice_pres_0639,"[-0.00373084 -0.00046862 -0.01573795 ...  0.01864105 -0.01906803
 -0.05879248]"
275,20161005_vice_pres_0640,"[ 0.05319018  0.02949459 -0.03562986 ... -0.01335658  0.00290296
  0.02796509]"
276,20161005_vice_pres_0640,"[ 0.05319018  0.02949459 -0.03562986 ... -0.01335658  0.00290296
  0.02796509]"
277,20161005_vice_pres_0965,"[ 0.04435415 -0.00185554 -0.00852086 ... -0.0535986   0.0406698
  0.03110564]"
278,20161005_vice_pres_0968,"[-0.03432384  0.04538302 -0.04262214 ...  0.01023091 -0.01377776
 -0.02412867]"
279,20161005_vice_pres_0682,"[ 0.03622545  0.02033631 -0.02985287 ...  0.02326651  0.02367218
 -0.05182287]"
280,20161005_vice_pres_0694,"[ 0.00559522  0.0347078  -0.00567852 ...  0.02094679  0.0052855
  0.00669798]"
281,20161005_vice_pres_0737,"[-0.02112679 -0.01828852 -0.03943817 ... -0.02993015 -0.03477693
 -0.03036266]"
282,20161005_vice_pres_1039,"[ 0.04617814 -0.01236613 -0.00977338 ...  0.04903238  0.01975647
 -0.04373241]"
283,20161005_vice_pres_1134,"[ 0.06047194 -0.0036336  -0.04247002 ...  0.00444895  0.02634214
  0.0291649 ]"
284,20161005_vice_pres_1163,"[ 0.03611182 -0.00947691 -0.04362985 ...  0.0120512  -0.01180843
 -0.05254714]"
285,20161005_vice_pres_1163,"[ 0.03611182 -0.00947691 -0.04362985 ...  0.0120512  -0.01180843
 -0.05254714]"
286,20161005_vice_pres_1163,"[ 0.03611182 -0.00947691 -0.04362985 ...  0.0120512  -0.01180843
 -0.05254714]"
287,20161005_vice_pres_1163,"[ 0.03611182 -0.00947691 -0.04362985 ...  0.0120512  -0.01180843
 -0.05254714]"
288,20161005_vice_pres_1162,"[-0.05063338  0.00898638  0.02134681 ... -0.00232423  0.01915761
  0.00632228]"
289,20161005_vice_pres_1259,"[-0.04675519  0.02359495  0.00898326 ... -0.03208609  0.03050042
  0.00101539]"
290,20161005_vice_pres_1325,"[ 0.021666   -0.02530216 -0.04257897 ...  0.00507736  0.03423003
  0.02577052]"
291,20161010_2pres_0035,"[ 0.05197892  0.04013649 -0.03331246 ...  0.01532407 -0.03109671
  0.00458877]"
292,20161010_2pres_0037,"[ 0.0393427   0.04884586 -0.03106278 ...  0.01212108 -0.00091861
 -0.02170332]"
293,20161010_2pres_0039,"[ 0.02403582  0.03988222 -0.00656524 ...  0.0361352   0.01068978
 -0.03286872]"
294,20161010_2pres_0112,"[-0.03992369 -0.03098512  0.01715073 ... -0.01580332 -0.02379342
 -0.06486587]"
295,20161010_2pres_0117,"[-0.0135313   0.03195596  0.01067133 ... -0.03564346  0.02014569
 -0.05383582]"
296,20161010_2pres_0117,"[-0.0135313   0.03195596  0.01067133 ... -0.03564346  0.02014569
 -0.05383582]"
297,20161010_2pres_0117,"[-0.0135313   0.03195596  0.01067133 ... -0.03564346  0.02014569
 -0.05383582]"
298,20161010_2pres_0117,"[-0.0135313   0.03195596  0.01067133 ... -0.03564346  0.02014569
 -0.05383582]"
299,20161010_2pres_0130,"[-0.00472972  0.04417533 -0.01152515 ... -0.0223712  -0.01605979
 -0.00449247]"
300,20161010_2pres_0165,"[ 0.00621621 -0.01737462 -0.00108463 ...  0.0100425  -0.0097796
 -0.04062285]"
301,20161010_2pres_0190,"[-0.03857461 -0.0406131   0.00687001 ... -0.00521416 -0.01672377
 -0.01515265]"
302,20161010_2pres_0208,"[ 0.01562614  0.02560578 -0.01438364 ...  0.03774087  0.01336745
 -0.0611411 ]"
303,20161010_2pres_0346,"[-0.02048642 -0.00968266 -0.03521647 ...  0.02131235 -0.03167684
  0.01965078]"
304,20161010_2pres_0347,"[ 0.02974742  0.0315953   0.02526484 ... -0.00629961  0.00791307
 -0.03660947]"
305,20161010_2pres_0370,"[-0.03675099  0.04801304 -0.00054308 ...  0.05213796  0.03199589
  0.02809772]"
306,20161010_2pres_0437,"[-0.03346289 -0.045129    0.05330518 ... -0.01396269 -0.05386408
  0.03766676]"
307,20161010_2pres_0439,"[ 0.03684335 -0.04868763  0.05723997 ...  0.0045011   0.00169765
 -0.00863869]"
308,20161010_2pres_0500,"[-0.02398131  0.04218346  0.03272241 ... -0.01308767 -0.00240114
 -0.02298372]"
309,20161010_2pres_0501,"[-0.006741   -0.00018105  0.00963045 ...  0.03327937  0.0323916
  0.03344516]"
310,20161010_2pres_0525,"[-0.01040013 -0.00336543  0.03007899 ...  0.01189846  0.00073828
  0.00706014]"
311,20161010_2pres_0534,"[ 0.04740667  0.04753173 -0.05238104 ... -0.02761583 -0.03419961
  0.0168088 ]"
312,20161010_2pres_0554,"[ 0.05590445 -0.01018681 -0.04352387 ...  0.03687941 -0.01354343
  0.03534986]"
313,20161010_2pres_0605,"[-0.05119807  0.00553937 -0.05549834 ... -0.05273185  0.01598961
 -0.02583435]"
314,20161010_2pres_0607,"[-0.03240314 -0.01724452 -0.06332985 ... -0.05506281  0.04467238
  0.00116767]"
315,20161010_2pres_0675,"[-0.00683106  0.02947108  0.02064859 ...  0.03928051 -0.02593523
 -0.04522953]"
316,20161010_2pres_0772,"[ 0.04015528  0.01224891 -0.03974794 ... -0.03053731  0.01637842
  0.0313615 ]"
317,20161010_2pres_0776,"[ 0.02570157  0.01236712 -0.03396204 ... -0.04267169 -0.00325909
  0.0172867 ]"
318,20161010_2pres_0834,"[ 0.0356648   0.0100056  -0.04700665 ...  0.01092703  0.03321425
 -0.03059378]"
319,20161010_2pres_0838,"[-0.04378835 -0.01250434  0.01289644 ... -0.00977653 -0.01688339
 -0.00816387]"
320,20161010_2pres_0839,"[-0.00813793 -0.0192537  -0.02008817 ...  0.01507093 -0.03452711
  0.02886801]"
321,20161010_2pres_0840,"[ 0.02771283  0.02684224 -0.0206253  ... -0.00621673 -0.02099826
 -0.00908728]"
322,20161010_2pres_0821,"[-0.00018679 -0.05289228  0.03384482 ... -0.02097598  0.01261593
  0.01977471]"
323,20161010_2pres_0851,"[ 0.00343721 -0.01364444 -0.00616017 ... -0.01876656 -0.03461748
  0.00011735]"
324,20161010_2pres_0858,"[ 0.04052705  0.00086201 -0.04811999 ...  0.0009338  -0.00629193
 -0.00497045]"
325,20161010_2pres_0981,"[ 0.05033903 -0.00281366 -0.0407789  ...  0.03302202  0.00059501
  0.04057978]"
326,20161010_2pres_0982,"[-0.02704752  0.00051559  0.01651441 ... -0.04608995 -0.03627541
 -0.00417092]"
327,20161010_2pres_1035,"[-0.00461247  0.04697596  0.03106555 ...  0.00387091 -0.00303998
  0.0147204 ]"
328,20161010_2pres_1036,"[ 0.03663649  0.01783913  0.04195944 ... -0.02316071 -0.00042396
  0.00590312]"
329,20161010_2pres_1069,"[ 0.00468696  0.01345322 -0.0219085  ...  0.04405339 -0.00546251
  0.0192522 ]"
330,20161010_2pres_1081,"[ 0.03690966 -0.00665157 -0.02185817 ...  0.00872645 -0.04155692
 -0.03299837]"
331,20161010_2pres_1168,"[-0.0010842   0.01982762 -0.01517121 ... -0.03910922  0.03022449
 -0.01000616]"
332,20161019_3pres_0029,"[-0.04040051  0.04814951  0.00098396 ... -0.00472972  0.02360588
  0.03224486]"
333,20161019_3pres_0029,"[-0.04040051  0.04814951  0.00098396 ... -0.00472972  0.02360588
  0.03224486]"
334,20161019_3pres_0030,"[ 0.0304342  -0.00380006  0.00026484 ... -0.04893248  0.02238414
  0.01082196]"
335,20161019_3pres_0048,"[ 0.00161729  0.04766023 -0.03453355 ...  0.0418186   0.05868807
  0.02364247]"
336,20161019_3pres_0078,"[ 0.02443468  0.03592107 -0.00950675 ...  0.0255474   0.03364519
  0.00601643]"
337,20161019_3pres_0074,"[ 0.03091527  0.02565574 -0.00703243 ...  0.0373936   0.01822481
  0.0150745 ]"
338,20161019_3pres_0139,"[-0.01435621 -0.01275119  0.05289705 ...  0.0007802   0.006595
 -0.05250131]"
339,20161019_3pres_0189,"[ 0.00364976 -0.00884909 -0.04571426 ... -0.01243937 -0.00093301
 -0.01080371]"
340,20161019_3pres_0190,"[ 0.00255166 -0.04097513 -0.02146248 ... -0.04341934  0.00112165
  0.04785389]"
341,20161019_3pres_0200,"[ 0.05003541  0.03861446 -0.02961741 ...  0.04781288  0.00185235
  0.0424289 ]"
342,20161019_3pres_0201,"[ 0.04919733  0.00074754  0.03606012 ... -0.03750297  0.03449906
 -0.03902114]"
343,20161019_3pres_0228,[0.00523953 0.01789653 0.02141158 ... 0.01187386 0.00581738 0.0261026 ]
344,20161019_3pres_0255,"[ 0.01119421  0.01347231  0.02687111 ... -0.00797389  0.04757787
 -0.00862652]"
345,20161019_3pres_0256,"[-0.01880828  0.01203736 -0.02094999 ... -0.01864244  0.03261913
 -0.00125107]"
346,20161019_3pres_0273,"[-0.02786843  0.01579154 -0.01972595 ...  0.00496092 -0.02218731
  0.02796892]"
347,20161019_3pres_0339,"[-0.03635206  0.0181369   0.03970758 ...  0.01908156  0.0398709
 -0.00884523]"
348,20161019_3pres_0345,"[-0.01867954 -0.01273357 -0.06427749 ... -0.05160795  0.04906623
 -0.01221813]"
349,20161019_3pres_0363,"[-0.00760887 -0.0399506  -0.05371604 ... -0.01810561 -0.011416
  0.01389354]"
350,20161019_3pres_0366,"[-0.01339397 -0.01466496 -0.05145958 ... -0.02339572  0.01741762
  0.04957915]"
351,20161019_3pres_0424,"[-0.00287378 -0.039102   -0.00066111 ... -0.04418731  0.00836234
  0.05570019]"
352,20161019_3pres_0468,"[ 0.0461755  -0.00421081 -0.01658894 ...  0.01998559  0.02302879
  0.02532896]"
353,20161019_3pres_0485,"[-0.03117723  0.01052782 -0.03141762 ...  0.01574105 -0.03712809
 -0.02885764]"
354,20161019_3pres_0490,"[-0.03463307  0.01994203  0.0372599  ...  0.0188455  -0.01556392
  0.02251249]"
355,20161019_3pres_0607,"[-2.8132319e-02  3.1529274e-02 -3.0860581e-02 ...  4.0274772e-05
 -2.9008398e-02 -8.8917082e-03]"
356,20161019_3pres_0609,"[-0.02459167 -0.01647059  0.02216739 ... -0.04528625 -0.044583
 -0.00676505]"
357,20161019_3pres_0655,"[-0.01555667 -0.01695504 -0.04828724 ...  0.01591429 -0.00751935
 -0.02713786]"
358,20161019_3pres_0657,"[ 0.02344994 -0.00621956 -0.0488474  ...  0.01741437  0.00037999
 -0.01527659]"
359,20161019_3pres_0659,"[-0.00677102  0.03785292 -0.04250138 ...  0.00990792 -0.00825629
  0.02274176]"
360,20161019_3pres_0667,"[-0.03494558  0.04227318 -0.01131084 ...  0.04741544  0.01724638
 -0.04446625]"
361,20161019_3pres_0687,"[ 0.03570636 -0.01178269 -0.01963206 ...  0.00161456 -0.00544837
 -0.02120192]"
362,20161019_3pres_0688,"[-0.01178245 -0.01705319 -0.00227638 ... -0.00106305 -0.02906598
  0.04394087]"
363,20161019_3pres_0695,"[ 0.01379649 -0.0502751   0.0275057  ... -0.00090297 -0.00015327
 -0.05322534]"
364,20161019_3pres_0699,"[-0.00465628  0.00533913 -0.02026685 ... -0.04761819 -0.028105
  0.00604607]"
365,20161019_3pres_0751,"[ 0.01736089  0.00352054  0.0121649  ...  0.02161646 -0.01193578
 -0.05439969]"
366,20161019_3pres_0765,"[-0.05880682 -0.02874103  0.03140675 ...  0.00776025 -0.01585513
 -0.05168982]"
367,20161019_3pres_0423,"[ 0.00297536 -0.02395452 -0.00297434 ... -0.00435189 -0.00304864
  0.01425993]"
368,20161019_3pres_0793,"[ 0.05415815 -0.00227888 -0.02660045 ... -0.03158313  0.02627682
 -0.00064553]"
369,20161019_3pres_0815,"[-0.01737254 -0.00687034 -0.028279   ... -0.02652035 -0.00434728
  0.00492782]"
370,20161019_3pres_0815,"[-0.01737254 -0.00687034 -0.028279   ... -0.02652035 -0.00434728
  0.00492782]"
371,20161019_3pres_0818,"[ 5.428804e-03 -2.668677e-02  4.472259e-02 ... -5.042464e-03 -9.992252e-05
 -2.552022e-02]"
372,20161019_3pres_0820,"[ 0.03063725 -0.03634488 -0.02927281 ...  0.01575067 -0.0086472
 -0.02608916]"
373,20161019_3pres_0820,"[ 0.03063725 -0.03634488 -0.02927281 ...  0.01575067 -0.0086472
 -0.02608916]"
374,20161019_3pres_0832,"[ 0.014818    0.01480269  0.01947279 ... -0.01089129 -0.02616628
 -0.01375132]"
375,20161019_3pres_0867,"[-4.9064841e-02  2.6314106e-02 -2.7120592e-02 ... -1.1565252e-02
  5.0871244e-05 -5.4856531e-02]"
376,20161019_3pres_0877,"[-0.02657721  0.01548622 -0.00040198 ... -0.01219317 -0.00358197
 -0.02717825]"
377,20161019_3pres_0918,"[ 0.01410298 -0.03339032 -0.04238384 ...  0.03614774  0.01990065
  0.03871924]"
378,20161019_3pres_0942,"[-0.04708248  0.0316466  -0.00949374 ...  0.00343009 -0.01047635
 -0.06254976]"
379,20161019_3pres_1036,"[-0.02790812  0.02830441 -0.04282841 ...  0.01553884 -0.02583438
 -0.06040412]"
380,20161019_3pres_1037,"[ 0.0215854  -0.05630679  0.01865683 ...  0.00738584 -0.00519803
  0.01462735]"
381,20161019_3pres_1038,"[ 0.00961389 -0.02315025 -0.02719641 ... -0.04249352 -0.02293213
  0.01751801]"
382,20161019_3pres_1039,"[-0.05168486  0.01964594 -0.01346867 ... -0.02579425 -0.02789484
 -0.05259779]"
383,20161019_3pres_1133,"[-0.00519076 -0.0268409  -0.0304827  ...  0.04366175 -0.0382767
 -0.00910729]"
384,20161019_3pres_1277,"[-0.01886302  0.04391605  0.04659962 ...  0.02546331 -0.02881116
  0.00161621]"
385,20161019_3pres_1329,"[ 0.04658628 -0.01023623 -0.03207758 ...  0.03791186  0.01213601
  0.01311421]"
386,20170111_Trump_press_conference_0041,"[-0.02679977  0.00997847 -0.01300365 ... -0.03631304 -0.01033099
 -0.02861513]"
387,20170111_Trump_press_conference_0172,"[ 0.01738358  0.0003458  -0.05643788 ... -0.03470194  0.0408594
 -0.0581435 ]"
388,20170111_Trump_press_conference_0203,"[ 0.05714364 -0.02949032  0.01385889 ... -0.01725123 -0.01952043
 -0.00346378]"
389,20170111_Trump_press_conference_0259,"[ 0.05267666 -0.00441881 -0.05790638 ... -0.02288281 -0.00942333
 -0.00035982]"
390,20170111_Trump_press_conference_0266,"[ 0.0338631  -0.00850987 -0.00412064 ... -0.00861916  0.0186774
 -0.01733639]"
391,20170111_Trump_press_conference_0270,"[ 0.00662761  0.00878602 -0.0097386  ... -0.0425664  -0.01183997
  0.00030991]"
392,20170111_Trump_press_conference_0287,"[-0.00365558 -0.01802729 -0.04169536 ... -0.02810117  0.00628371
 -0.04016661]"
393,20170111_Trump_press_conference_0277,"[ 0.03024292  0.04323495  0.02669041 ...  0.04742038 -0.03797522
  0.01176808]"
394,20170111_Trump_press_conference_0278,"[ 0.0035074  -0.00322991  0.01766855 ...  0.00509609 -0.0124455
 -0.04710325]"
395,20170111_Trump_press_conference_0387,"[ 0.06332635  0.02534905 -0.04429088 ...  0.05247354  0.01865174
  0.00557804]"
396,20170111_Trump_press_conference_0388,"[ 0.0086287  -0.00217882 -0.05215101 ... -0.02922693 -0.03967005
 -0.04132207]"
397,20170111_Trump_press_conference_0450,"[-0.02152259  0.04778481  0.01556867 ...  0.02027198 -0.04168663
  0.00024383]"
398,20170111_Trump_press_conference_0483,"[ 0.03787026 -0.02687117 -0.05310576 ...  0.01920736  0.00247991
  0.02829715]"
399,20170111_Trump_press_conference_0498,"[ 0.00443882  0.01242759 -0.02068884 ...  0.03036558  0.00811821
 -0.03548712]"
400,20170111_Trump_press_conference_0498,"[ 0.00443882  0.01242759 -0.02068884 ...  0.03036558  0.00811821
 -0.03548712]"
401,20170120_Trump_inauguration_0027,"[ 0.00014894 -0.04227336  0.05736044 ... -0.01725428  0.02773662
  0.05651861]"
402,20170120_Trump_inauguration_0032,"[ 0.0164176   0.00537268 -0.02749428 ... -0.00400135  0.03174719
  0.00296471]"
403,20170120_Trump_inauguration_0032,"[ 0.0164176   0.00537268 -0.02749428 ... -0.00400135  0.03174719
  0.00296471]"
404,20170120_Trump_inauguration_0032,"[ 0.0164176   0.00537268 -0.02749428 ... -0.00400135  0.03174719
  0.00296471]"
405,20170120_Trump_inauguration_0033,"[ 0.04067646  0.01627896 -0.03429707 ...  0.02092244  0.03225911
 -0.0019268 ]"
406,20170120_Trump_inauguration_0033,"[ 0.04067646  0.01627896 -0.03429707 ...  0.02092244  0.03225911
 -0.0019268 ]"
407,20170120_Trump_inauguration_0033,"[ 0.04067646  0.01627896 -0.03429707 ...  0.02092244  0.03225911
 -0.0019268 ]"
408,20170120_Trump_inauguration_0033,"[ 0.04067646  0.01627896 -0.03429707 ...  0.02092244  0.03225911
 -0.0019268 ]"
409,20170120_Trump_inauguration_0040,"[ 0.02122484 -0.02305149 -0.05814367 ...  0.04535706  0.02945028
  0.02507977]"
410,20170120_Trump_inauguration_0041,"[ 0.02360483  0.00546613 -0.04561568 ...  0.02440622  0.01257272
 -0.02457085]"
411,20170120_Trump_inauguration_0039,"[ 0.04310386  0.01817641 -0.06269776 ...  0.02510382 -0.01644525
 -0.03133113]"
412,20170120_Trump_inauguration_0039,"[ 0.04310386  0.01817641 -0.06269776 ...  0.02510382 -0.01644525
 -0.03133113]"
413,20170120_Trump_inauguration_0042,"[ 0.02261359 -0.02418257 -0.06349935 ...  0.01386017  0.01448668
  0.01336041]"
414,20170120_Trump_inauguration_0061,"[ 0.01499967 -0.00700168 -0.03074042 ... -0.02799229 -0.03044823
  0.06111213]"
415,20170120_Trump_inauguration_0061,"[ 0.01499967 -0.00700168 -0.03074042 ... -0.02799229 -0.03044823
  0.06111213]"
416,20170120_Trump_inauguration_0061,"[ 0.01499967 -0.00700168 -0.03074042 ... -0.02799229 -0.03044823
  0.06111213]"
417,20170120_Trump_inauguration_0061,"[ 0.01499967 -0.00700168 -0.03074042 ... -0.02799229 -0.03044823
  0.06111213]"
418,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
419,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
420,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
421,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
422,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
423,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
424,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
425,20170126_Trump_ABC_0107,"[-0.04827726 -0.02723672 -0.02446152 ...  0.03082188  0.01373784
 -0.02906216]"
426,20170126_Trump_ABC_0110,"[-0.02163725 -0.04036834  0.03243768 ... -0.0006614   0.03216524
 -0.01264545]"
427,20170126_Trump_ABC_0110,"[-0.02163725 -0.04036834  0.03243768 ... -0.0006614   0.03216524
 -0.01264545]"
428,20170126_Trump_ABC_0110,"[-0.02163725 -0.04036834  0.03243768 ... -0.0006614   0.03216524
 -0.01264545]"
429,20170126_Trump_ABC_0110,"[-0.02163725 -0.04036834  0.03243768 ... -0.0006614   0.03216524
 -0.01264545]"
430,20170126_Trump_ABC_0110,"[-0.02163725 -0.04036834  0.03243768 ... -0.0006614   0.03216524
 -0.01264545]"
