,input_claim_ids,pos
476,20170207_Sanders_Cruz_healthcare_debate_0123,['bernie']
477,20170216_Trump_press_conference_0105,"['we', 'people', 'they', 'that', 'it']"
478,20170216_Trump_press_conference_0106,"['i', 'it']"
479,20170216_Trump_press_conference_0177,"['we', 'we', 'we']"
480,20170216_Trump_press_conference_0178,"['i', 'i', 'that', 'i']"
481,20170216_Trump_press_conference_0448,"['i', 'you']"
482,20170216_Trump_press_conference_0036,"['market', 'you']"
483,20170216_Trump_press_conference_0037,"['which', 'it']"
484,20170216_Trump_press_conference_0722,"['we', 'clinton']"
485,20170216_Trump_press_conference_0277,"['it', 'press']"
486,20170216_Trump_press_conference_0471,"['wikileaks', 'i', 'they']"
487,20170216_Trump_press_conference_0543,"['you', 'they', 'they']"
488,20170216_Trump_press_conference_0469,['i']
489,20170216_Trump_press_conference_0963,[]
490,20170218_Trump_Florida_0156,['we']
491,20170218_Trump_Florida_0161,[]
492,20170218_Trump_Florida_0379,['we']
493,20170218_Trump_Florida_0331,"['you', 'country', 'we', 'these']"
494,20170224_Tump_CPAC_0200,"['victory', 'nobody']"
495,20170224_Tump_CPAC_0223,"['it', 'you']"
496,20170224_Tump_CPAC_0224,"['she', 'thing', 'i', 'that']"
497,20170224_Tump_CPAC_0261,['we']
498,20170224_Tump_CPAC_0422,"['one', 'they', 'we']"
499,20170224_Tump_CPAC_0257,"['we', 'those', 'that', 'i']"
500,20170224_Tump_CPAC_0337,"['we', 'offers']"
501,20170228_Trump_Congress_joint_session_0202,['premiums']
502,20170228_Trump_Congress_joint_session_0320,"['i', 'that']"
503,20170228_Trump_Congress_joint_session_0322,[]
504,20170228_Trump_Congress_joint_session_0086,"['we', 'we', 'that']"
505,20170228_Trump_Congress_joint_session_0088,"['ones', 'i', 'i']"
506,20170228_Trump_Congress_joint_session_0047,"['we', 'it', 'we']"
507,20170228_Trump_Congress_joint_session_0077,['we']
508,20170228_Trump_Congress_joint_session_0079,['communities']
509,20170228_Trump_Congress_joint_session_0187,"['america', 'infrastructure']"
510,20170228_Trump_Congress_joint_session_0137,[]
511,20170228_Trump_Congress_joint_session_0206,"['bevin', 'obamacare', 'it']"
512,20170228_Trump_Congress_joint_session_0213,['obamacare']
513,20170228_Trump_Congress_joint_session_0349,"['it', 'we', 'we', 'that']"
514,20170228_Trump_Congress_joint_session_0351,[]
515,20170228_Trump_Congress_joint_session_0353,['partners']
516,20170315_Trump_Nashville_0296,['premiums']
517,20170315_Trump_Nashville_0090,['budget']
518,20170315_Trump_Nashville_0177,['we']
519,20170323_Trump_Times_Interview_0018,['they']
520,20170323_Trump_Times_Interview_0067,[]
521,20170323_Trump_Times_Interview_0067,[]
522,20170323_Trump_Times_Interview_0077,['muslims']
523,20170323_Trump_Times_Interview_0022,"['you', 'i', 'it', 'he']"
524,20170323_Trump_Times_Interview_0023,['it']
525,20170323_Trump_Times_Interview_0024,"['they', 'i', 'allies']"
526,20170323_Trump_Times_Interview_0185,"['germany', 'i', 'we', 'you', 'they']"
527,20170323_Trump_Times_Interview_0075,"['one', 'you', 'this', 'people']"
528,20170323_Trump_Times_Interview_0075,"['one', 'you', 'this', 'people']"
529,20170323_Trump_Times_Interview_0149,['article']
530,20170323_Trump_Times_Interview_0270,"['i', 'i', 'you', 'statistics', 'they', 'you', 'that', 'i']"
531,20170323_Trump_Times_Interview_0270,"['i', 'i', 'you', 'statistics', 'they', 'you', 'that', 'i']"
532,20170323_Trump_Times_Interview_0270,"['i', 'i', 'you', 'statistics', 'they', 'you', 'that', 'i']"
533,20170404_Trump_CEO_TownHall_0103,"['we', 'you', 'nobody']"
534,20170404_Trump_CEO_TownHall_0103,"['we', 'you', 'nobody']"
535,20170404_Trump_CEO_TownHall_0105,"['they', 'it', 'they']"
536,20170404_Trump_CEO_TownHall_0105,"['they', 'it', 'they']"
537,20170404_Trump_CEO_TownHall_0304,['we']
538,20170404_Trump_CEO_TownHall_0305,"['you', 'it']"
539,20170404_Trump_CEO_TownHall_0307,['we']
540,20170404_Trump_CEO_TownHall_0287,"['one', '4.6', 'you', 'you', 'you']"
541,20170404_Trump_CEO_TownHall_0293,"['you', 'you', 'you', 'you', 'you', 'what', 'which', 'you', 'people']"
542,20170424_Trump_AP_interview_0070,['i']
543,20170424_Trump_AP_interview_0535,"['i', 'i', 'days']"
544,20170424_Trump_AP_interview_0412,['wikileaks']
545,20170424_Trump_AP_interview_0387,['we']
546,20170424_Trump_AP_interview_0387,['we']
547,20170430_Trumo_CBS_FactTheNation_0511,['husband']
548,20170430_Trumo_CBS_FactTheNation_0007,"['i', 'i', 'i']"
549,20170512_Trump_NBC_holt_interview_0184,"['obama', 'he']"
550,20170601_Trump_Paris_Climate_0059,['china']
551,20170713_Trump_Roberston_interiew_0079,['arabia']
552,20170713_Trump_Roberston_interiew_0244,"['i', 'one']"
553,20170713_Trump_Roberston_interiew_0249,['it']
554,20170713_Trump_Roberston_interiew_0257,"['you', 'farm']"
555,20170713_Trump_Roberston_interiew_0257,"['you', 'farm']"
556,20170713_Trump_Roberston_interiew_0313,"['they', 'which']"
557,20170713_Trump_Roberston_interiew_0313,"['they', 'which']"
558,20170713_Trump_Roberston_interiew_0314,['it']
559,20170713_Trump_Roberston_interiew_0314,['it']
560,20170724_Trump_Healthcare_0095,['obamacare']
561,20170803_Trump_WV_0163,"['them', 'she', 'that']"
562,20170822_Trump_phoenix_0204,"['i', 'you', 'you', 'cnn']"
563,20170822_Trump_phoenix_0259,"['i', 'wages', 'we', 'we', 'you', 'wages']"
564,20170822_Trump_phoenix_0017,"['crowds', 'people', 'you']"
565,20170822_Trump_phoenix_0116,"['time', 'they', 'crowds']"
566,20170822_Trump_phoenix_0509,['arizona']
567,20170822_Trump_phoenix_0509,['arizona']
568,20170822_Trump_phoenix_0604,['we']
569,20170822_Trump_phoenix_0424,"['who', 'people']"
570,20170822_Trump_phoenix_0325,"['times', 'i', 'coverage', 'it', 'they', 'they']"
571,20170919_Trump_UNGA_0149,"['states', 'we']"
572,20170919_Trump_UNGA_0150,"['we', 'anybody']"
573,20170919_Trump_UNGA_0042,"['we', 'constitution']"
574,20170919_Trump_UNGA_0103,"['we', 'regime', 'we', 'it']"
575,20180426_Trump_Fox_Friends_0036,"['i', 'i']"
576,20180426_Trump_Fox_Friends_0038,"['all', 'they']"
577,20180426_Trump_Fox_Friends_0038,"['all', 'they']"
578,20180426_Trump_Fox_Friends_0315,"['kanye', 'he']"
579,20180426_Trump_Fox_Friends_0316,['he']
580,20180426_Trump_Fox_Friends_0317,['he']
581,20180426_Trump_Fox_Friends_0544,"['i', 'i', 'i', 'that']"
582,20180426_Trump_Fox_Friends_0545,"['it', 'democrats', 'they', 'this']"
583,20180426_Trump_Fox_Friends_0545,"['it', 'democrats', 'they', 'this']"
584,20180426_Trump_Fox_Friends_0553,"['that', 'you', 'that']"
585,20180426_Trump_Fox_Friends_0554,['you']
586,20180504_Trumo_NRA_0381,['lawmakers']
587,20180504_Trumo_NRA_0408,"['we', 'we', 'guys']"
588,20180504_Trumo_NRA_0132,"['guy', 'you', 'he']"
589,20180504_Trumo_NRA_0133,[]
590,20180504_Trumo_NRA_0134,[]
591,20180504_Trumo_NRA_0345,[]
592,20180504_Trumo_NRA_0378,"['we', 'we', 'they']"
593,20180525_Trump_Naval_0176,['we']
594,20180612_Trump_Singapore_0436,['we']
595,20180612_Trump_Singapore_0438,['they']
596,20180612_Trump_Singapore_0438,['they']
597,20180615_Trump_lawn_0219,['we']
598,20180615_Trump_lawn_0220,"['i', 'others']"
599,20180615_Trump_lawn_0221,"['i', 'they', 'you', 'it']"
600,20180615_Trump_lawn_0163,"['that', 'democrats']"
601,20180615_Trump_lawn_0164,"['we', 'they', 'the']"
602,20180615_Trump_lawn_0160,"['president', 'people', 'you']"
603,20180615_Trump_lawn_0442,['we']
604,20180628_Trump_NorthDakota_0295,"['everybody', 'pelosi']"
605,20180628_Trump_NorthDakota_0346,['we']
606,20180628_Trump_NorthDakota_0346,['we']
607,20180628_Trump_NorthDakota_0348,"['we', 'wall']"
608,20180628_Trump_NorthDakota_0348,"['we', 'wall']"
609,20180628_Trump_NorthDakota_0568,['wages']
610,20180712_Trump_NATO_0008,"['i', 'it', 'amount']"
611,20180712_Trump_NATO_0009,['it']
612,20180712_Trump_NATO_0067,"['states', 'you']"
613,20180712_Trump_NATO_0521,"['state', 'you', 'it', 'we', 'i', 'that', 'reagan', 'he']"
614,20180712_Trump_NATO_0647,['i']
615,20180712_Trump_NATO_0648,['i']
616,20180731_Trump_Tampa_0323,['person']
617,20180731_Trump_Tampa_0381,['democrats']
618,20180731_Trump_Tampa_0257,['we']
619,20180731_Trump_Tampa_0261,['this']
620,20180731_Trump_Tampa_0377,"['we', 'we', 'we', 'we', 'we', 'we', 'we', 'we']"
621,20180731_Trump_Tampa_0373,"['men', 'that']"
622,20180731_Trump_Tampa_0373,"['men', 'that']"
623,20180731_Trump_Tampa_0446,['we']
624,20180821_Trump_Charleston_0036,['steel']
625,20180821_Trump_Charleston_0037,['they']
626,20180821_Trump_Charleston_0651,"['canada', 'which', 'we', 'products', 'this']"
627,20180821_Trump_Charleston_0666,"['we', 'we']"
628,20180821_Trump_Charleston_0570,"['states', 'i', 'that']"
629,20180821_Trump_Charleston_0314,"['wall', 'wall']"
630,20180821_Trump_Charleston_0320,"['it', 'we', 'it']"
631,20180821_Trump_Charleston_0340,['i']
632,20181015_60_min_0001,"['you', 'change']"
633,20181015_60_min_0001,"['you', 'change']"
634,20181015_60_min_0004,"['i', 'it', 'i']"
635,20181015_60_min_0004,"['i', 'it', 'i']"
636,20181015_60_min_0005,"['i', 'it']"
637,20181015_60_min_0209,"['i', 'we', 'china']"
638,20181015_60_min_0209,"['i', 'we', 'china']"
639,20181015_60_min_0209,"['i', 'we', 'china']"
640,20181015_60_min_0264,['we']
641,20181015_60_min_0300,"['i', 'that']"
642,20181015_60_min_0373,['they']
643,20181015_60_min_0397,[]
644,20181015_60_min_0397,[]
645,20181015_60_min_0401,[]
646,20181015_60_min_0401,[]
647,20181015_60_min_0402,"['you', 'obama']"
648,20181015_60_min_0402,"['you', 'obama']"
649,20181015_60_min_0405,"['you', 'children']"
650,20181015_60_min_0405,"['you', 'children']"
651,20181015_60_min_0086,['i']
652,20181102_Trump_Huntington_0160,"['democrats', 'i', 'you', 'you', 'caravan']"
653,20181102_Trump_Huntington_0169,['caravan']
654,20181102_Trump_Huntington_0494,['percent']
655,20181102_Trump_Huntington_0148,['they']
656,20181102_Trump_Huntington_0148,['they']
657,20181102_Trump_Huntington_0156,"['we', 'we']"
658,20181102_Trump_Huntington_0157,"['i', 'you', 'military']"
659,20181102_Trump_Huntington_0665,"['we', 'they']"
660,20181112_trump_pelosi_0292,['security']
661,20181112_trump_pelosi_0292,['security']
662,20181112_trump_pelosi_0293,"['experts', 'you', 'which']"
663,20181112_trump_pelosi_0293,"['experts', 'you', 'which']"
664,20181112_trump_pelosi_0183,['we']
665,20181112_trump_pelosi_0358,"['people', 'it']"
666,20190304_Trump_CPAC_1553,"['that', 'they', 'they', 'you']"
667,20190304_Trump_CPAC_1561,"['they', 'they']"
668,20190304_Trump_CPAC_1797,"['they', 'they']"
669,20190304_Trump_CPAC_1806,"['i', 'that', 'it']"
670,20190304_Trump_CPAC_1578,"['they', 'who', 'they']"
671,20190304_Trump_CPAC_1578,"['they', 'who', 'they']"
672,20190304_Trump_CPAC_0567,['we']
673,20190304_Trump_CPAC_1180,['it']
674,20190304_Trump_CPAC_0276,['mueller']
675,20190304_Trump_CPAC_1412,[]
676,20190304_Trump_CPAC_1521,['nobody']
677,20190304_Trump_CPAC_1521,['nobody']
678,20190304_Trump_CPAC_1522,['percent']
679,20190304_Trump_CPAC_1522,['percent']
680,20190619_Trump_Campain_Florida_0163,"['we', 'we', 'we', 'time', 'we']"
681,20190619_Trump_Campain_Florida_0361,"['i', 'we', 'you', 'me', 'i']"
682,20190730_democratic_debate_Detroit_1_0471,"['that', 'i', 'math', 'which', 'i', 'it', 'hospitals']"
683,20190730_democratic_debate_Detroit_1_0472,"['i', 'i', 'what']"
684,20190730_democratic_debate_Detroit_1_0473,"['they', 'we']"
685,20190730_democratic_debate_Detroit_1_0521,"['problem', 'statute', 'what']"
686,20190730_democratic_debate_Detroit_1_0137,['we']
687,20190730_democratic_debate_Detroit_1_0138,"['people', 'industry']"
688,20190730_democratic_debate_Detroit_1_1540,['we']
689,20190730_democratic_debate_Detroit_1_1541,['we']
690,20190730_democratic_debate_Detroit_1_1542,['we']
691,20190730_democratic_debate_Detroit_1_1543,['we']
692,20190731_democratic_debate_Detroit_2_0586,"['you', 'i', 'i', 'that']"
693,20190912_democratic_debate_0460,"['difference', 'i', 'you', 'you', 'i']"
694,20190912_democratic_debate_0461,[]
695,20190912_democratic_debate_0462,['they']
696,20190912_democratic_debate_0364,"['million', 'they', 'they', 'employer']"
697,20190912_democratic_debate_0739,"['%', 'we']"
698,20190912_democratic_debate_0941,['we']
699,20190912_democratic_debate_0942,['we']
700,20190912_democratic_debate_0584,"['it', 'we', 'that', 'we']"
701,20190912_democratic_debate_0910,"['i', 'senators', ""'s"", ""'s"", 'it']"
