,input_claim_ids,used_words_and_synonyms
161,20160622_Trump_NY_Soho_0114,"['plan', 'design', ',', 'w', 'admit', 'accept', 'accommodate', 'hundred', 'thousand', 'refugee', 'dangerous', 'state', 'country', 'nation', 'area', 'earth', 'land', 'worldly_concern', 'ground', 'manner', 'means', 'direction', 'way', 'room', 'screen', 'blind', 'filmdom', 'sieve', 'screen_door', 'riddle', 'shield', 'believe', 'think', '.']"
162,20160622_Trump_NY_Soho_0115,"['already', ',', 'hundred', 'holocene', 'recent', 'late', 'immigrant', 'child', 'convict', 'terrorist', 'activity', 'action', 'bodily_process', 'natural_process', 'activeness', 'inside', 'inwardly', 'at_heart', 'u', '.']"
163,20160622_Trump_NY_Soho_0130,"['hillary', 'clinton', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', '$', 'twenty-five', 'million', 'saudi', 'saudi-arabian', 'arabian_peninsula', ',', 'homosexual', 'cheery', 'gay', 'brave', 'besides', 'punishable', 'penal', 'death', 'end', '.']"
164,20160622_Trump_NY_Soho_0131,"['hillary', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'million', 'kuwait', ',', 'qatar', ',', 'oman', 'many', 'state', 'country', 'nation', 'area', 'dreadfully', 'maltreatment', 'abuse', 'misuse', 'mistreat', 'pervert', 'woman', 'charwoman', 'womanhood', 'l', 'citizen', '.']"
165,20160622_Trump_NY_Soho_0141,"['pledge', 'toast', 'pledged', 'grant', 'concession', 'allow', 'award', 'concede', 'accord', 'mass', 'batch', 'multitude', 'bulk', 'aggregate', 'amnesty', 'pardon', 'first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', 'hundred', 'days', 'day', 'sidereal_day', ',', 'end', 'goal', 'conclusion', 'virtually', 'about', 'immigration', 'enforcement', ',', 'frankincense', 'therefore', 'thus', 'make', 'create', 'produce', 'wholly', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', 'unite', 'unify', 'connect', 'united', 'joined', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', '.']"
166,20160622_Trump_NY_Soho_0151,"['sum', 'amount', 'measure', 'total', 'come', 'money', 'hillary', 'clinton', 'w', 'like', 'wish', 'alike', 'comparable', 'spend', 'refugee', ',', 'c', 'rebuild', 'every', 'inner', 'inside', 'city', 'united_states', 'america', '.']"
167,20160622_Trump_NY_Soho_0157,"['base_on_balls', 'pass', 'bye', 'crack', 'passing', 'pas', 'travel_by', 'legislate', 'elapse', 'run', 'happen', 'spend', 'guide', 'communicate', 'evanesce', 'exceed', 'sink', 'fall', 'authorize', 'die', 'excrete', 'massive', 'tax', 'reform', 'make', 'create', 'produce', 'million', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', '.']"
168,20160622_Trump_NY_Soho_0157,"['base_on_balls', 'pass', 'bye', 'crack', 'passing', 'pas', 'travel_by', 'legislate', 'elapse', 'run', 'happen', 'spend', 'guide', 'communicate', 'evanesce', 'exceed', 'sink', 'fall', 'authorize', 'die', 'excrete', 'massive', 'tax', 'reform', 'make', 'create', 'produce', 'million', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', '.']"
169,20160622_Trump_NY_Soho_0179,"['military', 'best', 'outdo', 'better', 'good', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'technology', 'engineering', 'all_right', 'fine', 'equipment', 'bring', 'institute', 'lend', 'fetch', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'manner', 'means', 'direction', 'way', 'room', '.']"
170,20160622_Trump_NY_Soho_0179,"['military', 'best', 'outdo', 'better', 'good', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'technology', 'engineering', 'all_right', 'fine', 'equipment', 'bring', 'institute', 'lend', 'fetch', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'manner', 'means', 'direction', 'way', 'room', '.']"
171,20160622_Trump_NY_Soho_0183,"['real_number', 'real', 'actual', 'substantial', 'veridical', 'very', 'wages', 'wage', 'engage', 'wag', 'worker', 'proletarian', 'actor', 'raise', 'grow', 'rear', 'lift', 'arouse', 'enhance', 'promote', 'recruit', 'resurrect', 'raised', 'brocaded', 'eighteen', 'old_age', 'long_time', 'days', 'year', 'class', 'start', 'beginning', 'startle', 'starting_signal', 'get_down', 'begin', 'depart', 'originate', 'departure', 'passing', 'going', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'blend', 'fit', 'rifle', 'plump', 'fail', ',', 'along', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', '.']"
172,20160721_Trump_draft_RNC_0020,"['trump', 'cornet', 'outdo', 'address', 'speech', 'manner_of_speaking', 'lecture', ""actor's_line"", 'language', 'draft', 'conscription', 'gulp', 'enlist', 'blueprint', 'leak', 'escape', 'hours', 'hour', 'progress', 'improvement', 'overture', 'advance', 'boost', 'promote', 'gain', 'dent', 'nick', 'notch', 'gas', 'gasoline', 'flatulence', 'accelerator', 'natural_gas', 'boast', 'fact', 'decade', 'ten', 'advancement', 'build_up', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'made', 'delivery', 'bring', 'institute', 'lend', 'fetch', 'crime', 'change_by_reversal', 'turn_back', 'overrule', 'revoke', 'invert', 'reversed', 'converse', 'administration', 'presidency', 'government', 'rollback', 'criminal', 'condemnable', 'enforcement', '.']"
173,20160721_Trump_draft_RNC_0021,"['homicide', 'stopping_point', 'last', 'death', 'end', 'survive', 'concluding', 'final', 'year', 'class', 'increase', 'increased', 'seventeen', '%', 'united_states', 'america', 'fifty', 'fifty_dollar_bill', 'large', 'bombastic', 'big', 'city', '.']"
174,20160721_Trump_draft_RNC_0022,"['t', 'large', 'bombastic', 'big', 'addition', 'increase', 'twenty-five', 'old_age', 'long_time', 'days', 'year', 'class', '.']"
175,20160721_Trump_draft_RNC_0029,"['number', 'act', 'phone_number', 'numeral', 'issue', 'total', 'count', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'illegal', 'immigrant', 'family', 'class', 'kin', 'syndicate', 'traverse', 'intersect', 'thwart', 'cross', 'crossbreed', 'crossed', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', 'army_for_the_liberation_of_rwanda', 'far', 'year', 'already', 'exceed', 'surpass', 'stallion', 'entire', 'integral', 'sum', 'full', '2', '.']"
176,20160721_Trump_draft_RNC_0040,"['two', 'million', 'latin_american', 'latino', 'poverty', 'today', 'nowadays', 'president', 'president_of_the_united_states', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'curse', 'oath', 'office', 'agency', 'function', 'position', 'lupus_erythematosus', 'less', 'eight', 'ashcan_school', 'eight-spot', 'old_age', 'long_time', 'days', 'year', 'class', 'ago', '.']"
177,20160721_Trump_draft_RNC_0047,"['roads', 'road', 'bridges', 'bridge', 'fall', 'descend', 'precipitate', 'decrease', 'accrue', 'hang', 'falling', 'dropping', 'apart', 'aside', ',', 'airport', 'one-third', 'third_base', 'third', 'third_gear', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', 'condition', 'circumstance', 'discipline', 'stipulate', ',', 'f', 'million', 'american', 'american_english', 'food', 'cast', 'stamp', 'postage', 'tender', 'revenue_stamp', 'seal', 'stomp', 'pigeonhole', 'emboss', '.']"
178,20160721_Trump_draft_RNC_0043,"['fabrication', 'manufacture', 'fabricate', 'trade', 'deal', 'craft', 'trade_wind', 'barter', 'deficit', 'reach', 'achieve', 'pass', 'strive', 'a', 'high', 'senior_high_school', 'high_gear', 'eminent', 'gamey', 'about', 'closely', '$', '8', 'billion', 'million', 'single', 'one', 'individual', 'unmarried', 'year', 'class', '.']"
179,20160721_Trump_draft_RNC_0187,"['united_states', 'america', 'doomed', 'lose', 'misplace', 'fall_back', 'miss', 'suffer', 'lost', 'confused', 'bemused', 'baffled', 'helpless', 'n', 'one-third', 'third_base', 'third', 'third_gear', 'fabrication', 'manufacture', 'fabricate', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', 's', '1', ',', 'following', 'pursuit', 'follow', 'postdate', 'comply', 'adopt', 'take_after', 'trace', 'watch', 'succeed', 'play_along', 'keep_up', 'come', 'be', 'surveil', 'pursue', 'stick_to', 'enactment', 'act', 'portrayal', 'black', 'trade', 'deal', 'craft', 'trade_wind', 'barter', 'bargain', 'batch', 'softwood', 'hand', 'cover', 'consider', 'cope', 'distribute', 'manage', 'conduct', 'share', 'support', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'supported', 'bill', 'circular', 'poster', 'beak', 'charge', 'placard', 'hillary', 'clinton', '.']"
180,20160721_Trump_draft_RNC_0187,"['united_states', 'america', 'doomed', 'lose', 'misplace', 'fall_back', 'miss', 'suffer', 'lost', 'confused', 'bemused', 'baffled', 'helpless', 'n', 'one-third', 'third_base', 'third', 'third_gear', 'fabrication', 'manufacture', 'fabricate', 'occupation', 'job', 'problem', 'caper', 'subcontract', 'speculate', 's', '1', ',', 'following', 'pursuit', 'follow', 'postdate', 'comply', 'adopt', 'take_after', 'trace', 'watch', 'succeed', 'play_along', 'keep_up', 'come', 'be', 'surveil', 'pursue', 'stick_to', 'enactment', 'act', 'portrayal', 'black', 'trade', 'deal', 'craft', 'trade_wind', 'barter', 'bargain', 'batch', 'softwood', 'hand', 'cover', 'consider', 'cope', 'distribute', 'manage', 'conduct', 'share', 'support', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'supported', 'bill', 'circular', 'poster', 'beak', 'charge', 'placard', 'hillary', 'clinton', '.']"
181,20160721_Trump_draft_RNC_0160,"['alternatively', 'rather', ',', 'opposition', 'adversary', 'opponent', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'sanctuary', 'refuge', 'chancel', 'city', '.']"
182,20160721_Trump_draft_RNC_0058,"['2', ',', 'p', ',', 'isis', 'directorate_for_inter-services_intelligence', 'evening', 'flush', 'even', 'tied', 'map', 'function', '.']"
183,20160721_Trump_draft_RNC_0148,"['opposition', 'adversary', 'opponent', 'name', 'call', 'shout', 'visit', 'address', 'bid', 'predict', 'group', 'free_radical', 'radical', 'root', 'extremist', 'revolutionary', '5', '%', 'addition', 'increase', 'syrian', 'refugee', 'top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', 'exist', 'existing', 'existent', 'massive', 'flow', 'stream', 'menstruation', 'run', 'hang', 'menstruate', 'approach', 'advent', 'orgasm', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'approaching', 'state', 'country', 'nation', 'area', 'president', 'president_of_the_united_states', 'o', '.']"
184,20160721_Trump_draft_RNC_0149,"['propose', 'project', 'aim', 'nominate', 'contempt', 'despite', 'fact', 'there', 'manner', 'means', 'direction', 'way', 'room', 'screen', 'blind', 'filmdom', 'sieve', 'screen_door', 'riddle', 'shield', 'refugee', 'order', 'ordering', 'orderliness', 'decree', 'club', 'holy_order', 'regulate', 'ordain', 'arrange', 'rate', 'discovery', 'find', 'detect', 'determine', 'witness', 'line_up', 'discover', 'rule', 'receive', 'recover', 'find_oneself', 'semen', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', '.']"
185,20160721_Trump_draft_RNC_0205,"['hillary', 'clinton', 'plan', 'design', 'massive', 'tax', 'addition', 'increase', ',', 'propose', 'project', 'aim', 'nominate', 'large', 'bombastic', 'big', 'decrease', 'reduction', 'campaigner', 'candidate', 'declare', 'announce', 'declared', 'presidential', 'race', 'subspecies', 'slipstream', 'raceway', 'rush', 'year', 'class', 'democrat', 'republican', '.']"
186,20160721_Trump_draft_RNC_0206,"['m', 'american', 'american_english', 'experience', 'know', 'feel', 'have', 'profound', 'fundamental', 'heavy', 'relief', 'stand-in', 'respite', 'easing', ',', 'tax', 'taxis', 'simplify', 'simplified', 'e', '.']"
187,20160721_Trump_draft_RNC_0207,"['united_states', 'america', 'one', 'matchless', 'h', 'state', 'nation', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', '.']"
188,20160721_Trump_draft_RNC_0207,"['united_states', 'america', 'one', 'matchless', 'h', 'state', 'nation', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', '.']"
189,20160721_Trump_draft_RNC_0230,"['opposition', 'adversary', 'opponent', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'basically', 'abolish', 'second', 'amendment', '.']"
190,20160721_Trump_draft_RNC_0042,"['family', 'income', '$', '4', 's', 'year', 'class', '2', '.']"
191,20160721_Trump_draft_RNC_0234,"['amendment', ',', 'push', 'advertise', 'tug', 'crusade', 'press', 'l', 'johnson', ',', 'many', 'old_age', 'long_time', 'days', 'year', 'class', 'ago', ',', 'endanger', 'threaten', 'religious', 'institution', 'initiation', 'mental_hospital', 'loss', 'personnel_casualty', 'passing', 't', 'status', 'condition', 'openly', 'advocate', 'recommend', 'preach', 'political', 'position', 'view', 'opinion', 'scene', 'horizon', 'see', 'watch', '.']"
192,20160721_Trump_draft_RNC_0028,"['about', 'closely', '1', 'illegal', 'immigrant', 'criminal', 'condemnable', 'record', 'phonograph_record', 'criminal_record', 'read', 'commemorate', ',', 'order', 'regulate', 'ordain', 'arrange', 'rate', 'ordered', 'arranged', 'coherent', 'behave', 'extradite', 'expatriate', 'state', 'country', 'nation', 'area', ',', 'tonight', 'roll', 'free', 'rid', 'dislodge', 'exempt', 'absolve', 'release', 'unblock', 'complimentary', 'detached', 'spare', 'barren', 'loose', 'endanger', 'threaten', 'peaceful', 'passive', 'citizen', '.']"
193,20160901_Trump_immigration_Phoenix_0063,"['hillary', 'clinton', 'pledge', 'toast', 'pledged', 'amnesty', 'pardon', 'first', 'beginning', 'first_base', 'first_gear', 'inaugural', 'foremost', 'hundred', 'days', 'day', 'sidereal_day', ',', 'plan', 'design', 'supply', 'provide', 'put_up', 'leave', 'o', ',', 'sociable', 'social', 'security', 'security_system', 'medicare', 'illegal', 'immigrant', 'breakage', 'interrupt', 'break', 'transgress', 'break_in', 'violate', 'better', 'unwrap', 'fail', 'dampen', 'separate', 'demote', 'bankrupt', 'collapse', 'break_dance', 'pause', 'crack', 'fracture', 'federal', 'union', 'budget', '.']"
194,20160901_Trump_immigration_Phoenix_0048,"['truth', 'accuracy', ',', 'central', 'cardinal', 'issue', 'topic', 'return', 'consequence', 'offspring', 'emergence', 'exit', 'publish', 'write_out', 'need', 'motivation', 'indigence', 'necessitate', 'want', 'inevitably', 'eleven', 'million', 'illegal', 'immigrant', 'however', 'many', 'may', 'whitethorn', '.']"
195,20160901_Trump_immigration_Phoenix_0043,"['top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', ',', 'illegal', 'immigration', 'costs', 'cost', 'monetary_value', 'price', 'state', 'country', 'nation', 'area', '$', '1', 'billion', 'million', 'dollar', 'year', 'class', '.']"
196,20160901_Trump_immigration_Phoenix_0061,"['president', 'president_of_the_united_states', 'o', 'hillary', 'clinton', 'prosecute', 'absorb', 'hire', 'engage', 'betroth', 'lease', 'engaged', 'booked', 'busy', 'gross', 'megascopic', 'arrant', 'crude', 'crying', 'delinquency', 'dereliction', 'duty', 'surrender', 'safety', 'guard', 'base_hit', 'condom', 'american', 'american_english', 'people', 'citizenry', 'multitude', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', '.']"
197,20160901_Trump_immigration_Phoenix_0061,"['president', 'president_of_the_united_states', 'o', 'hillary', 'clinton', 'prosecute', 'absorb', 'hire', 'engage', 'betroth', 'lease', 'engaged', 'booked', 'busy', 'gross', 'megascopic', 'arrant', 'crude', 'crying', 'delinquency', 'dereliction', 'duty', 'surrender', 'safety', 'guard', 'base_hit', 'condom', 'american', 'american_english', 'people', 'citizenry', 'multitude', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', '.']"
198,20160901_Trump_immigration_Phoenix_0061,"['president', 'president_of_the_united_states', 'o', 'hillary', 'clinton', 'prosecute', 'absorb', 'hire', 'engage', 'betroth', 'lease', 'engaged', 'booked', 'busy', 'gross', 'megascopic', 'arrant', 'crude', 'crying', 'delinquency', 'dereliction', 'duty', 'surrender', 'safety', 'guard', 'base_hit', 'condom', 'american', 'american_english', 'people', 'citizenry', 'multitude', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', '.']"
199,20160901_Trump_immigration_Phoenix_0124,"['least', 'twenty-three', 'state', 'country', 'nation', 'area', 'garbage', 'refuse', 'defy', 'deny', 'resist', 'reject', 'return', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'people', 'citizenry', 'multitude', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'order', 'regulate', 'ordain', 'arrange', 'rate', 'ordered', 'arranged', 'coherent', 'leave', 'farewell', 'exit', 'entrust', 'bequeath', 'impart', 'forget', 'unite', 'unify', 'connect', 'united', 'joined', 'state_of_matter', 'department_of_state', 'submit', 'express', ',', 'include', 'admit', 'large', 'bombastic', 'big', 'boastfully', 'numbers', 'numbers_pool', 'number', 'act', 'phone_number', 'numeral', 'issue', 'total', 'count', 'violent', 'fierce', 'crimson', 'criminal', '.']"
200,20160901_Trump_immigration_Phoenix_0082,"['s', '2', 'alone', 'entirely', ',', 'o', 'administration', 'presidency', 'government', 'let', 'permit', 'allow', 'leave', 'admit', 'give_up', '3', 'criminal', 'condemnable', 'foreigner', 'stranger', 'extraterrestrial_being', 'alien', 'estrange', 'tax_return', 'return', 'restitution', 'recurrence', 'rejoinder', 'return_key', 'reappearance', 'render', 'revert', 'hark_back', 'retort', 'come_back', 'refund', 'reelect', 'fall', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', 'united_states_government', 'united_states', 'community', 'residential_district', 'person', 'individual', 'meet', 'find', 'run_into', 'identify', 'name', 'identified', 'ice', 'frosting', 'methamphetamine', 'internal-combustion_engine', 'ice_rink', 'frost', 'confine', 'stay', 'delay', 'process', 'action', 'march', 'work', 'serve', 'processed', 'refined', 'exile', 'deportation', '.']"
201,20160901_Trump_immigration_Phoenix_0052,"['touch', 'contact', 'refer', 'affect', 'reach', 'equal', 'allude', 'partake', 'tint', 'medium', 'culture_medium', 'metier', 'elite', 'think', 'remember', 'intend', 'large', 'big', 'bad', 'boastful', 'adult', 'problem', 'trouble', 'facing', 'lining', 'confront', 'front', 'face', 'american', 'american_english', 'society', 'club', 'company', 'today', 'nowadays', 'eleven', 'million', 'illegal', 'immigrant', 'n', 'legal', 'status', 'condition', '.']"
202,20160901_Trump_immigration_Phoenix_0135,"['approximately', 'one-half', 'half', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'illegal', 'immigrant', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'temp', 'impermanent', 'irregular', 'visa', 'never', 'left', 'left_field', 'leave', 'exit', 'entrust', 'bequeath', 'impart', 'forget', 'leftover', '.']"
203,20160907_NBC_commander_in_chief_forum_0073,"['classified_ad', 'classify', 'relegate', 'classified', 'material', 'fabric', 'corporeal', 'substantial', 'heading', 'header', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', 'secret', 'mystery', 'clandestine', 'unavowed', 'hidden', 'privy', 'confidential', 'mysterious', ',', ',', '.', 'nothing', 'repeat', 'duplicate', 'recur', 'reprise', ',', 'verify', 'control', 'affirm', 'verified', 'report', 'report_card', 'composition', 'reputation', 'department', 'justice', 'judge', 'department_of_justice', 'none', 'electronic_mail', 'e-mail', 'sent', 'send', 'mail', 'transport', 'station', 'commit', 'air', 'receive', 'pick_up', 'experience', 'welcome', 'meet', 'get', 'standard', 'received', '.']"
204,20160907_NBC_commander_in_chief_forum_0165,"['helium', 'he', 'record', 'phonograph_record', 'criminal_record', 'read', 'commemorate', 'extensively', 'support', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'encouraging', 'load-bearing', 'intervention', 'interposition', 'treatment', 'libya', ',', 'g', 'endanger', 'threaten', 'baleful', 'heavy', 'slaughter', 'massacre', 'population', '.']"
205,20160907_NBC_commander_in_chief_forum_0221,"['think', 'remember', 'intend', 'agenda', ',', 'support', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'supported', 'opposition', 'adversary', 'opponent', ',', '.']"
206,20160907_NBC_commander_in_chief_forum_0240,"['population', 'veteran', 'rate', 'pace', 'suicide', 'army_for_the_liberation_of_rwanda', 'far', 'general', 'cosmopolitan', '.']"
207,20160907_NBC_commander_in_chief_forum_0241,"['twenty', 'twenty_dollar_bill', 'suicide', 'day', 'sidereal_day', '.']"
208,20160907_NBC_commander_in_chief_forum_0358,"['wholly', 'war', 'iraq', '.']"
209,20160907_NBC_commander_in_chief_forum_0378,"['able', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'vote', 'right_to_vote', 'a', 'ever', 'always', 'history', 'republican', 'politics', '.']"
210,20160907_NBC_commander_in_chief_forum_0439,"['truly', 'actually', 'in_truth', 'very', ',', 'isis', 'directorate_for_inter-services_intelligence', 'form', 'shape', 'imprint', 'formed', '.']"
211,20160907_NBC_commander_in_chief_forum_0545,"['think', 'remember', 'intend', 'sad', 'deplorable', ',', 'expression', 'look', 'spirit', 'search', 'front', 'attend', 'expect', 'count', 'b', 'o', ',', 'example', 'model', 'exemplar', 'case', 'exercise', ',', 'land', 'domain', 'country', 'kingdom', 'estate', 'nation', 'state', 'farming', 'bring', 'down', 'air', 'breeze', 'atmosphere', 'tune', 'air_travel', 'air_out', 'publicize', 'vent', 'force', 'military_unit', 'violence', 'power', 'effect', 'force_out', 'coerce', 'impel', 'push', 'wedge', 'pull', 'storm', 'one', 'matchless', 'china', 'taiwan', 'chinaware', ',', 'd', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'put_option', 'put', 'frame', 'invest', 'place', 'arrange', 'stairs', 'step', 'get', 'become', 'receive', 'arrive', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'airplane', 'plane', 'flat', '.']"
212,20160907_NBC_commander_in_chief_forum_0564,"['well', 'good', ',', 'eighty-two', 'percentage', 'blessing', 'approval', 'evaluation', 'rating', 'military_rank', 'rate', 'rat', 'fink', 'denounce', ',', 'harmonize', 'accord', 'according', 'different', 'unlike', 'pollster', ',', ',', 'manner', 'means', 'direction', 'way', 'room', ',', 'establish', 'base', 'free-base', 'based', 'right', 'right_field', 'correct', 'proper', 'veracious', 'properly', 'mighty', 'justly', 'correctly', '.']"
213,20160907_NBC_commander_in_chief_forum_0571,"['well', 'good', ',', 'think', 'remember', 'intend', 'call', 'cry', 'birdcall', 'margin_call', 'call_option', 'name', 'shout', 'visit', 'address', 'bid', 'predict', 'brilliant', 'brainy', 'bright', ',', 'ailment', 'ill', 'return', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'compliment', ',', 'oklahoma', 'o', 'all_right', 'very_well', '?']"
214,20160907_NBC_commander_in_chief_forum_0611,"['manner', 'means', 'direction', 'way', 'room', ',', 'hillary', 'clinton', 'six', 'six-spot', 'calendar_month', 'month', 'ago', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'veterinarian', 'veteran', 'vet', 'treat', 'process', 'cover', 'regale', 'treated', 'tempered', 'basically', 'fine', 'ticket', 'all_right', 'very_well', 'finely', ',', 'there', 'real_number', 'real', 'actual', 'substantial', 'veridical', 'very', 'problem', 'trouble', ',', 'o', '.']"
215,20160926_1pres_0064,"[""'"", 'exploitation', 'use', 'practice', 'state', 'country', 'nation', 'area', 'piglet', 'hoggish', 'bank', 'depository_financial_institution', 'savings_bank', 'deposit', 'trust', 'rebuild', 'china', 'taiwan', 'chinaware', ',', 'many', 'thing', 'matter', '.']"
216,20160926_1pres_0098,"['fact', ',', 'w', 'extreme', 'extreme_point', 'version', 'adaptation', 'translation', 'interpretation', ',', 'large', 'big', 'bad', 'boastful', 'adult', 'tax', 'cut', 'stinger', 'deletion', 'snub', 'baseball_swing', 'reduce', 'swerve', 'write_out', 'edit', 'hack', 'switch_off', 'ignore', 'abridge', 'dilute', 'geld', 'top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', 'percentage', 'people', 'citizenry', 'multitude', 'state', 'country', 'nation', 'area', ""'"", 'ever', 'always', '.']"
217,20160926_1pres_0165,"['fact', ',', 'd', 'one', 'matchless', 'people', 'citizenry', 'multitude', 'root', 'rout', 'settle', 'frozen', 'housing', 'caparison', 'house', 'crisis', '.']"
218,20160926_1pres_0166,"['state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', ',', 'back', 'rear', 'spinal_column', 'binding', 'second', 'bet_on', '2', ',', '`', 'g', 'gee', ',', 'hope', 'promise', 'collapse', 'flop', 'crash', 'break_down', 'crumble', 'crack_up', ',', 'go', 'adam', 'crack', 'travel', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'bargain', 'buy', 'bribe', 'brand', 'shuffle', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'money', '.', ""'""]"
