,input_claim_ids,used_words_and_synonyms
172,20160721_Trump_draft_RNC_0020,"['trump', 'speech', 'draft', 'leaks', 'hours', 'advance', 'nick', 'gass', 'facts', 'decades', 'progress', 'made', 'bringing', 'crime', 'reversed', 'administrations', 'rollback', 'criminal', 'enforcement', '.']"
173,20160721_Trump_draft_RNC_0021,"['homicides', 'last', 'year', 'increased', '17', '%', 'americas', 'fifty', 'largest', 'cities', '.']"
174,20160721_Trump_draft_RNC_0022,"['thats', 'largest', 'increase', '25', 'years', '.']"
175,20160721_Trump_draft_RNC_0029,"['number', 'new', 'illegal', 'immigrant', 'families', 'crossed', 'border', 'far', 'year', 'already', 'exceeds', 'entire', 'total', '2015', '.']"
176,20160721_Trump_draft_RNC_0040,"['2', 'million', 'latinos', 'poverty', 'today', 'president', 'took', 'oath', 'office', 'less', 'eight', 'years', 'ago', '.']"
177,20160721_Trump_draft_RNC_0047,"['roads', 'bridges', 'falling', 'apart', ',', 'airports', 'third', 'world', 'condition', ',', 'fortythree', 'million', 'americans', 'food', 'stamps', '.']"
178,20160721_Trump_draft_RNC_0043,"['manufacturing', 'trade', 'deficit', 'reached', 'alltime', 'high', 'nearly', '$', '800', 'billion', 'single', 'year', '.']"
179,20160721_Trump_draft_RNC_0187,"['america', 'lost', 'nearlyone', 'third', 'manufacturing', 'jobs', 'since', '1997', ',', 'following', 'enactment', 'disastrous', 'trade', 'deals', 'supported', 'bill', 'hillary', 'clinton', '.']"
180,20160721_Trump_draft_RNC_0187,"['america', 'lost', 'nearlyone', 'third', 'manufacturing', 'jobs', 'since', '1997', ',', 'following', 'enactment', 'disastrous', 'trade', 'deals', 'supported', 'bill', 'hillary', 'clinton', '.']"
181,20160721_Trump_draft_RNC_0160,"['instead', ',', 'opponent', 'wants', 'sanctuary', 'cities', '.']"
182,20160721_Trump_draft_RNC_0058,"['2009', ',', 'prehillary', ',', 'isis', 'even', 'map', '.']"
183,20160721_Trump_draft_RNC_0148,"['opponent', 'called', 'radical', '550', '%', 'increase', 'syrian', 'refugees', 'top', 'existing', 'massive', 'refugee', 'flows', 'coming', 'country', 'president', 'obama', '.']"
184,20160721_Trump_draft_RNC_0149,"['proposes', 'despite', 'fact', 'theres', 'way', 'screen', 'refugees', 'order', 'find', 'come', '.']"
185,20160721_Trump_draft_RNC_0205,"['hillary', 'clinton', 'plans', 'massive', 'tax', 'increase', ',', 'proposed', 'largest', 'tax', 'reduction', 'candidate', 'declared', 'presidential', 'race', 'year', 'democrat', 'republican', '.']"
186,20160721_Trump_draft_RNC_0206,"['middleincome', 'americans', 'experience', 'profound', 'relief', ',', 'taxes', 'simplified', 'everyone', '.']"
187,20160721_Trump_draft_RNC_0207,"['america', 'one', 'highesttaxed', 'nations', 'world', '.']"
188,20160721_Trump_draft_RNC_0207,"['america', 'one', 'highesttaxed', 'nations', 'world', '.']"
189,20160721_Trump_draft_RNC_0230,"['opponent', 'wants', 'essentially', 'abolish', '2nd', 'amendment', '.']"
190,20160721_Trump_draft_RNC_0042,"['household', 'incomes', '$', '4,000', 'since', 'year', '2000', '.']"
191,20160721_Trump_draft_RNC_0234,"['amendment', ',', 'pushed', 'lyndon', 'johnson', ',', 'many', 'years', 'ago', ',', 'threatens', 'religious', 'institutions', 'loss', 'taxexempt', 'status', 'openly', 'advocate', 'political', 'views', '.']"
192,20160721_Trump_draft_RNC_0028,"['nearly', '180,000', 'illegal', 'immigrants', 'criminal', 'records', ',', 'ordered', 'deported', 'country', ',', 'tonight', 'roaming', 'free', 'threaten', 'peaceful', 'citizens', '.']"
193,20160901_Trump_immigration_Phoenix_0063,"['hillary', 'clinton', 'pledged', 'amnesty', 'first', '100', 'days', ',', 'plan', 'provide', 'obamacare', ',', 'social', 'security', 'medicare', 'illegal', 'immigrants', 'breaking', 'federal', 'budget', '.']"
194,20160901_Trump_immigration_Phoenix_0048,"['truth', ',', 'central', 'issue', 'needs', '11', 'million', 'illegal', 'immigrants', 'however', 'many', 'may', '.']"
195,20160901_Trump_immigration_Phoenix_0043,"['top', ',', 'illegal', 'immigration', 'costs', 'country', '$', '113', 'billion', 'dollars', 'year', '.']"
196,20160901_Trump_immigration_Phoenix_0061,"['president', 'obama', 'hillary', 'clinton', 'engaged', 'gross', 'dereliction', 'duty', 'surrendering', 'safety', 'american', 'people', 'open', 'borders', '.']"
197,20160901_Trump_immigration_Phoenix_0061,"['president', 'obama', 'hillary', 'clinton', 'engaged', 'gross', 'dereliction', 'duty', 'surrendering', 'safety', 'american', 'people', 'open', 'borders', '.']"
198,20160901_Trump_immigration_Phoenix_0061,"['president', 'obama', 'hillary', 'clinton', 'engaged', 'gross', 'dereliction', 'duty', 'surrendering', 'safety', 'american', 'people', 'open', 'borders', '.']"
199,20160901_Trump_immigration_Phoenix_0124,"['least', '23', 'countries', 'refuse', 'take', 'people', 'back', 'ordered', 'leave', 'united', 'states', ',', 'including', 'large', 'numbers', 'violent', 'criminals', '.']"
200,20160901_Trump_immigration_Phoenix_0082,"['since', '2013', 'alone', ',', 'obama', 'administration', 'allowed', '300,000', 'criminal', 'aliens', 'return', 'back', 'u.s.', 'communities', 'individuals', 'encountered', 'identified', 'ice', 'detained', 'processed', 'deportation', '.']"
201,20160901_Trump_immigration_Phoenix_0052,"['touch', 'media', 'elites', 'think', 'biggest', 'problem', 'facing', 'american', 'society', 'today', '11', 'million', 'illegal', 'immigrants', ""n't"", 'legal', 'status', '.']"
202,20160901_Trump_immigration_Phoenix_0135,"['approximately', 'half', 'new', 'illegal', 'immigrants', 'came', 'temporary', 'visas', 'never', 'left', '.']"
203,20160907_NBC_commander_in_chief_forum_0073,"['classified', 'material', 'header', 'says', 'top', 'secret', ',', 'secret', ',', 'confidential', '.', 'nothing', 'repeat', ',', 'verified', 'report', 'department', 'justice', 'none', 'emails', 'sent', 'received', 'header', '.']"
204,20160907_NBC_commander_in_chief_forum_0165,"['hes', 'record', 'extensively', 'supporting', 'intervention', 'libya', ',', 'gadhafi', 'threatening', 'massacre', 'population', '.']"
205,20160907_NBC_commander_in_chief_forum_0221,"['think', 'agenda', ',', 'supported', 'opponent', ',', '.']"
206,20160907_NBC_commander_in_chief_forum_0240,"['population', 'veterans', 'rate', 'suicide', 'far', 'general', 'population', '.']"
207,20160907_NBC_commander_in_chief_forum_0241,"['twenty', 'twenty', 'suicides', 'day', '.']"
208,20160907_NBC_commander_in_chief_forum_0358,"['totally', 'war', 'iraq', '.']"
209,20160907_NBC_commander_in_chief_forum_0378,"['able', 'get', 'votes', 'anybody', 'ever', 'gotten', 'history', 'republican', 'politics', '.']"
210,20160907_NBC_commander_in_chief_forum_0439,"['really', ',', 'isis', 'formed', '.']"
211,20160907_NBC_commander_in_chief_forum_0545,"['think', 'sad', ',', 'look', 'barack', 'obama', ',', 'example', ',', 'lands', 'air', 'force', 'one', 'china', ',', 'dont', 'want', 'put', 'stairs', 'get', 'plane', '.']"
212,20160907_NBC_commander_in_chief_forum_0564,"['well', ',', '82', 'percent', 'approval', 'rating', ',', 'according', 'different', 'pollsters', ',', ',', 'way', ',', 'based', 'right', '.']"
213,20160907_NBC_commander_in_chief_forum_0571,"['well', ',', 'think', 'calls', 'brilliant', ',', 'ill', 'take', 'compliment', ',', 'ok', '?']"
214,20160907_NBC_commander_in_chief_forum_0611,"['way', ',', 'hillary', 'clinton', 'six', 'months', 'ago', 'said', 'vets', 'treated', 'essentially', 'fine', ',', 'theres', 'real', 'problem', ',', 'overexaggerated', '.']"
215,20160926_1pres_0064,"[""'re"", 'using', 'country', 'piggy', 'bank', 'rebuild', 'china', ',', 'many', 'countries', 'thing', '.']"
216,20160926_1pres_0098,"['fact', ',', 'would', 'extreme', 'version', ',', 'biggest', 'tax', 'cuts', 'top', 'percent', 'people', 'country', ""'ve"", 'ever', '.']"
217,20160926_1pres_0165,"['fact', ',', 'donald', 'one', 'people', 'rooted', 'housing', 'crisis', '.']"
218,20160926_1pres_0166,"['said', ',', 'back', '2006', ',', '``', 'gee', ',', 'hope', 'collapse', ',', 'go', 'buy', 'make', 'money', '.', ""''""]"
219,20160926_1pres_0175,"['independent', 'experts', 'looked', ""'ve"", 'proposed', 'looked', 'donald', ""'s"", 'proposed', ',', 'basically', ""'ve"", 'said', ',', 'tax', 'plan', ',', 'would', 'blow', 'debt', '$', '5', 'trillion', 'would', 'instances', 'disadvantage', 'middleclass', 'families', 'compared', 'wealthy', ',', 'go', 'effect', ',', 'would', 'lose', '3.5', 'million', 'jobs', 'maybe', 'another', 'recession', '.']"
220,20160926_1pres_0179,"['donald', 'thinks', 'climate', 'change', 'hoax', 'perpetrated', 'chinese', '.']"
221,20160926_1pres_0183,"['say', '.']"
222,20160926_1pres_0202,"['obama', 'administration', ',', 'time', ""'ve"", 'come', ',', '230', 'years', ""'"", 'worth', 'debt', ',', ""'s"", 'topped', '.']"
223,20160926_1pres_0203,"[""'s"", 'doubled', 'course', 'almost', 'eight', 'years', ',', 'sevenandahalf', 'years', ',', 'semi', 'exact', '.']"
224,20160926_1pres_0232,"['biggest', 'one', ',', 'multinational', 'one', 'known', 'cafta', ',', 'voted', '.']"
225,20160926_1pres_0252,"['go', 'new', 'england', ',', 'go', 'ohio', ',', 'pennsylvania', ',', 'go', 'anywhere', 'want', ',', 'secretary', 'clinton', ',', 'see', 'devastation', 'manufacture', '30', ',', '40', ',', 'sometimes', '50', 'percent', '.']"
226,20160926_1pres_0264,"['called', 'gold', 'standard', 'trade', 'deals', '.']"
227,20160926_1pres_0265,"['said', ""'s"", 'finest', 'deal', ""'ve"", 'ever', 'seen', '.']"
228,20160926_1pres_0424,"[',', 'look', ',', 'worst', 'revival', 'economy', 'since', 'great', 'depression', '.']"
229,20160926_1pres_0440,"['learn', 'donald', 'trump', 'going', 'federal', 'elections', ',', 'filed', '104page', 'essentially', 'financial', 'statement', 'sorts', ',', 'forms', '.']"
230,20160926_1pres_0493,"['maybe', ""n't"", 'want', 'american', 'people', ',', 'watching', 'tonight', ',', 'know', ""'s"", 'paid', 'nothing', 'federal', 'taxes', ',', 'years', 'anybody', ""'s"", 'ever', 'seen', 'couple', 'years', 'turn', 'state', 'authorities', 'trying', 'get', 'casino', 'license', ',', 'showed', ""n't"", 'pay', 'federal', 'income', 'tax', '.']"
231,20160926_1pres_0575,"['talk', 'business', ',', ""'ve"", 'taken', 'business', 'bankruptcy', 'six', 'times', '.']"
232,20160926_1pres_0579,"['even', 'one', 'time', 'suggested', 'would', 'try', 'negotiate', 'national', 'debt', 'united', 'states', '.']"
233,20160926_1pres_0629,"['gun', 'epidemic', 'leading', 'cause', 'death', 'young', 'african', 'american', 'men', ',', 'next', 'nine', 'causes', 'put', 'together', '.']"
234,20160926_1pres_0645,"['chicago', ',', ""'ve"", 'thousands', 'shootings', ',', 'thousands', 'since', 'january', '1st', '.']"
235,20160926_1pres_0711,"[""'s"", 'fact', ""'re"", 'young', 'africanamerican', 'man', 'thing', 'young', 'white', 'man', ',', 'likely', 'arrested', ',', 'charged', ',', 'convicted', ',', 'incarcerated', '.']"
236,20160926_1pres_0748,"['want', 'bring', 'fact', 'one', 'brought', 'words', 'superpredator', 'young', 'black', 'youth', '.']"
237,20160926_1pres_0819,"['pressing', 'hard', '.']"
238,20160926_1pres_0868,"[',', 'remember', ',', 'donald', 'started', 'career', 'back', '1973', 'sued', 'justice', 'department', 'racial', 'discrimination', 'would', 'rent', 'apartments', 'one', 'developments', 'africanamericans', ',', 'made', 'sure', 'people', 'worked', 'understood', 'policy', '.']"
239,20160926_1pres_0927,"[""'s"", 'shocked', 'donald', 'publicly', 'invited', 'putin', 'hack', 'americans', '.']"
240,20160926_1pres_1010,"['actually', 'advocated', 'actions', 'took', 'libya', 'urged', 'gadhafi', 'taken', ',', 'actually', 'business', 'one', 'time', '.']"
241,20160926_1pres_1010,"['actually', 'advocated', 'actions', 'took', 'libya', 'urged', 'gadhafi', 'taken', ',', 'actually', 'business', 'one', 'time', '.']"
242,20160926_1pres_1057,"['said', 'focus', 'terror', ',', 'also', '.']"
243,20160926_1pres_1059,"['believe', ""'m"", 'sure', ""'m"", 'going', 'get', 'credit', 'largely', 'saying', 'criticism', 'nato', '.']"
244,20160926_1pres_1079,"['support', 'war', 'iraq', '.']"
245,20160926_1pres_1148,"['successor', ',', 'john', 'kerry', ',', 'president', 'obama', 'got', 'deal', 'put', 'lid', 'iran', ""'s"", 'nuclear', 'program', 'without', 'firing', 'single', 'shot', '.']"
246,20160926_1pres_1182,"['pay', 'us', '.']"
247,20160926_1pres_1182,"['pay', 'us', '.']"
248,20160926_1pres_1214,"['china', 'totally', 'powerful', 'relates', 'north', 'korea', '.']"
249,20160926_1pres_1215,"['way', ',', 'another', 'one', 'powerful', 'worst', 'deal', 'think', ""'ve"", 'ever', 'seen', 'negotiated', 'started', 'iran', 'deal', '.']"
250,20160926_1pres_1222,"['one', 'great', 'giveaways', 'time', ',', 'time', ',', 'including', '$', '400', 'million', 'cash', '.']"
251,20160926_1pres_1225,"['actually', '$', '1.7', 'billion', 'cash', ',', 'obviously', ',', 'guess', 'hostages', '.']"
252,20160926_1pres_1326,"['man', 'called', 'women', 'pigs', ',', 'slobs', 'dogs', ',', 'someone', 'said', 'pregnancy', 'inconvenience', 'employers', ',', 'said', '...']"
253,20160926_1pres_1326,"['man', 'called', 'women', 'pigs', ',', 'slobs', 'dogs', ',', 'someone', 'said', 'pregnancy', 'inconvenience', 'employers', ',', 'said', '...']"
254,20161005_vice_pres_0075,"['candidate', ',', 'started', 'campaign', 'speech', 'called', 'mexicans', 'rapists', 'criminals', ',', 'pursued', 'discredited', 'really', 'outrageous', 'lie', 'president', 'obama', ""n't"", 'born', 'united', 'states', '.']"
255,20161005_vice_pres_0050,"[""'ve"", 'seen', 'economy', 'stifled', 'taxes', ',', 'regulation', ',', 'war', 'coal', ',', 'failing', 'health', 'care', 'reform', 'come', 'known', 'obamacare', ',', 'american', 'people', 'know', 'need', 'make', 'change', '.']"
256,20161005_vice_pres_0097,"['guys', 'praised', 'vladimir', 'putin', 'great', 'leader', '.']"
257,20161005_vice_pres_0153,"['iraq', 'overrun', 'isis', ',', 'hillary', 'clinton', 'failed', 'renegotiate', '...']"
258,20161005_vice_pres_0117,"['clinton', 'foundation', 'accepting', 'contributions', 'foreign', 'governments', '.']"
259,20161005_vice_pres_0179,"['think', 'fact', 'past', 'administration', 'hillary', 'clinton', 'part', ',', ""'ve"", 'almost', 'doubled', 'national', 'debt', 'atrocious', '.']"
260,20161005_vice_pres_0184,"['actually', 'actually', 'tried', 'raise', 'taxes', '$', '4', 'billion', '.']"
261,20161005_vice_pres_0192,"['want', 'expand', 'singlepayer', 'program', '.']"
262,20161005_vice_pres_0215,"['first', ',', 'donald', 'trump', 'said', 'wages', 'high', '.']"
263,20161005_vice_pres_0216,"['donald', 'trump', 'mike', 'pence', 'think', 'ought', 'eliminate', 'federal', 'minimum', 'wage', '.']"
264,20161005_vice_pres_0234,"['mean', ',', 'truth', 'matter', ',', 'policies', 'administration', ',', 'hillary', 'clinton', 'senator', 'kaine', 'want', 'continue', ',', 'run', 'economy', 'ditch', '.']"
265,20161005_vice_pres_0236,"['fifteen', 'million', 'new', 'jobs', '?']"
266,20161005_vice_pres_0305,"['richard', 'nixon', 'released', 'tax', 'returns', 'audit', '.']"
267,20161005_vice_pres_0326,"['donald', 'trump', 'wrote', 'book', 'said', 'social', 'security', 'ponzi', 'scheme', 'privatization', 'would', 'good', 'us', '.']"
268,20161005_vice_pres_0437,"['stopped', 'police', '40', '50', 'times', 'fatal', 'incident', '.']"
269,20161005_vice_pres_0438,"['look', 'sentencing', 'country', ',', 'africanamericans', 'latinos', 'get', 'sentenced', 'crimes', 'different', 'rates', '.']"
270,20161005_vice_pres_0497,"['hillary', 'clinton', 'tim', 'kaine', 'want', 'continue', 'policies', 'open', 'borders', ',', 'amnesty', ',', 'catch', 'release', ',', 'sanctuary', 'cities', ',', 'things', 'driving', 'driving', 'wages', 'country', ',', 'senator', ',', 'also', 'often', 'criminal', 'aliens', 'country', ',', ""'s"", 'bringing', 'heartbreak', '.']"
271,20161005_vice_pres_0497,"['hillary', 'clinton', 'tim', 'kaine', 'want', 'continue', 'policies', 'open', 'borders', ',', 'amnesty', ',', 'catch', 'release', ',', 'sanctuary', 'cities', ',', 'things', 'driving', 'driving', 'wages', 'country', ',', 'senator', ',', 'also', 'often', 'criminal', 'aliens', 'country', ',', ""'s"", 'bringing', 'heartbreak', '.']"
272,20161005_vice_pres_0497,"['hillary', 'clinton', 'tim', 'kaine', 'want', 'continue', 'policies', 'open', 'borders', ',', 'amnesty', ',', 'catch', 'release', ',', 'sanctuary', 'cities', ',', 'things', 'driving', 'driving', 'wages', 'country', ',', 'senator', ',', 'also', 'often', 'criminal', 'aliens', 'country', ',', ""'s"", 'bringing', 'heartbreak', '.']"
273,20161005_vice_pres_0639,"['trash', 'talks', 'military', '.']"
274,20161005_vice_pres_0639,"['trash', 'talks', 'military', '.']"
275,20161005_vice_pres_0640,"['military', 'disaster', ',', 'john', 'mccain', ""'s"", 'hero', ',', 'generals', 'need', 'fired', ',', 'know', '.']"
276,20161005_vice_pres_0640,"['military', 'disaster', ',', 'john', 'mccain', ""'s"", 'hero', ',', 'generals', 'need', 'fired', ',', 'know', '.']"
277,20161005_vice_pres_0965,"['nations', 'get', 'nuclear', 'weapons', '.']"
278,20161005_vice_pres_0968,"['well', ',', 'never', 'said', ',', 'senator', '.']"
279,20161005_vice_pres_0682,"[""n't"", 'stop', 'nuclear', 'weapons', 'program', '.']"
280,20161005_vice_pres_0694,"['hillary', 'clinton', 'tim', 'kaine', 'want', 'increase', 'syrian', 'refugee', 'program', '500', '...']"
281,20161005_vice_pres_0737,"['elaine', ',', 'director', 'fbi', ',', 'homeland', 'security', ',', 'said', 'ca', ""n't"", 'know', 'certain', 'people', 'coming', 'syria', '.']"
282,20161005_vice_pres_1039,"['delivered', '$', '400', 'million', 'cash', 'ransom', 'payment', 'americans', 'held', 'radical', 'mullahs', 'tehran', '.']"
283,20161005_vice_pres_1134,"['provides', 'aids', 'drugs', '11.5', 'million', 'people', '.']"
284,20161005_vice_pres_1163,"['less', '10', 'cents', 'dollar', 'clinton', 'foundation', 'gone', 'charitable', 'causes', '.']"
285,20161005_vice_pres_1163,"['less', '10', 'cents', 'dollar', 'clinton', 'foundation', 'gone', 'charitable', 'causes', '.']"
286,20161005_vice_pres_1163,"['less', '10', 'cents', 'dollar', 'clinton', 'foundation', 'gone', 'charitable', 'causes', '.']"
287,20161005_vice_pres_1163,"['less', '10', 'cents', 'dollar', 'clinton', 'foundation', 'gone', 'charitable', 'causes', '.']"
288,20161005_vice_pres_1162,"['$', '20,000', 'portrait', 'donald', 'trump', '?']"
289,20161005_vice_pres_1259,"['fundamental', 'difference', 'clintonkaine', 'ticket', 'trump', 'pence', 'ticket', 'wants', 'punish', 'women', 'make', 'choice', '.']"
290,20161005_vice_pres_1325,"['worked', 'across', 'aisle', 'first', 'lady', 'get', 'chip', 'program', 'passed', '8', 'million', 'lowincome', 'kids', 'health', 'insurance', 'country', ',', 'including', '150,000', 'indiana', '.']"
291,20161010_2pres_0035,"['watch', 'deals', 'made', ',', 'watch', ""'s"", 'happening', 'horrible', 'things', 'like', 'obamacare', ',', 'health', 'insurance', 'health', 'care', 'going', 'numbers', 'astronomical', ',', '68', 'percent', ',', '59', 'percent', ',', '71', 'percent', ',', 'look', 'iran', 'deal', 'bad', 'deal', 'us', ',', ""'s"", 'onesided', 'transaction', ""'re"", 'giving', 'back', '$', '150', 'billion', 'terrorist', 'state', ',', 'really', ',', 'number', 'one', 'terror', 'state', ',', ""'ve"", 'made', 'strong', 'country', 'really', 'weak', 'country', 'three', 'years', 'ago', '.']"
292,20161010_2pres_0037,"['last', 'year', ',', 'almost', '$', '800', 'billion', 'trade', 'deficit', '.']"
293,20161010_2pres_0039,"['$', '800', 'billion', 'deficit', '.']"
294,20161010_2pres_0112,"['seen', 'insult', 'women', '.']"
295,20161010_2pres_0117,"[""'s"", 'women', ',', ""'s"", 'video', 'raises', 'questions', 'fitness', 'president', ',', 'also', 'targeted', 'immigrants', ',', 'african', 'americans', ',', 'latinos', ',', 'people', 'disabilities', ',', 'pows', ',', 'muslims', ',', 'many', 'others', '.']"
296,20161010_2pres_0117,"[""'s"", 'women', ',', ""'s"", 'video', 'raises', 'questions', 'fitness', 'president', ',', 'also', 'targeted', 'immigrants', ',', 'african', 'americans', ',', 'latinos', ',', 'people', 'disabilities', ',', 'pows', ',', 'muslims', ',', 'many', 'others', '.']"
297,20161010_2pres_0117,"[""'s"", 'women', ',', ""'s"", 'video', 'raises', 'questions', 'fitness', 'president', ',', 'also', 'targeted', 'immigrants', ',', 'african', 'americans', ',', 'latinos', ',', 'people', 'disabilities', ',', 'pows', ',', 'muslims', ',', 'many', 'others', '.']"
298,20161010_2pres_0117,"[""'s"", 'women', ',', ""'s"", 'video', 'raises', 'questions', 'fitness', 'president', ',', 'also', 'targeted', 'immigrants', ',', 'african', 'americans', ',', 'latinos', ',', 'people', 'disabilities', ',', 'pows', ',', 'muslims', ',', 'many', 'others', '.']"
299,20161010_2pres_0130,"['heard', 'running', 'senate', 'new', 'york', ',', 'hillary', 'going', 'bring', 'back', 'jobs', 'upstate', 'new', 'york', 'failed', '.']"
300,20161010_2pres_0165,"['client', 'represented', 'got', ',', ""'s"", 'seen', 'laughing', 'two', 'separate', 'occasions', ',', 'laughing', 'girl', 'raped', '.']"
301,20161010_2pres_0190,"['well', ',', 'owe', 'president', 'apology', ',', 'know', 'well', ',', 'campaign', ',', 'sidney', 'blumenthal', ""'s"", 'another', 'real', 'winner', ""'s"", 'one', 'got', 'started', ',', 'along', 'campaign', 'manager', ',', 'television', 'two', 'weeks', 'ago', ',', ',', 'saying', 'exactly', '.']"
302,20161010_2pres_0208,"['never', 'anything', 'like', ',', 'emails', 'get', 'subpoena', ',', 'get', 'subpoena', ',', 'getting', 'subpoena', ',', 'delete', '33,000', 'emails', ',', 'acid', 'wash', 'bleach', ',', 'would', 'say', ',', 'expensive', 'process', '.']"
303,20161010_2pres_0346,"['right', ',', '90', 'percent', 'health', 'insurance', 'coverage', '.']"
304,20161010_2pres_0347,"[""'s"", 'highest', ""'ve"", 'ever', 'country', '.']"
305,20161010_2pres_0370,"['wants', 'go', 'singlepayer', 'plan', ',', 'would', 'disaster', ',', 'somewhat', 'similar', 'canada', '.']"
306,20161010_2pres_0437,"['sure', 'muslims', 'come', 'report', 'see', 'something', 'going', '.']"
307,20161010_2pres_0439,"['example', ',', 'san', 'bernardino', ',', 'many', 'people', 'saw', 'bombs', 'apartment', 'two', 'people', 'killed', '14', 'wounded', 'many', ',', 'many', 'people', '.']"
308,20161010_2pres_0500,"['hillary', 'clinton', 'wants', 'allow', '550', 'percent', 'increase', 'obama', '.']"
309,20161010_2pres_0501,"['people', 'coming', 'country', 'like', 'idea', ',', ',', 'feelings', 'country', ',', 'wants', '550', 'percent', '.']"
310,20161010_2pres_0525,"['indeed', ',', 'look', 'propaganda', 'lot', 'terrorists', 'sites', ',', 'donald', 'trump', 'says', 'muslims', 'used', 'recruit', 'fighters', ',', 'want', 'create', 'war', 'us', '.']"
311,20161010_2pres_0534,"['war', 'iraq', '.']"
312,20161010_2pres_0554,"[""'re"", 'also', 'letting', 'drugs', 'pour', 'southern', 'border', 'record', 'clip', '.']"
313,20161010_2pres_0605,"['far', 'elements', 'saying', ',', ""n't"", 'know', 'putin', '.']"
314,20161010_2pres_0607,"[""n't"", 'know', 'putin', '.']"
315,20161010_2pres_0675,"['lot', 'fact', 'taxes', 'high', ',', 'highest', 'world', '.']"
316,20161010_2pres_0772,"['eight', 'million', 'kids', 'every', 'year', 'health', 'insurance', ',', 'first', 'lady', 'worked', 'democrats', 'republicans', 'create', 'children', ""'s"", 'health', 'insurance', 'program', '.']"
317,20161010_2pres_0776,"['secretary', 'state', ',', 'went', 'around', 'world', 'advocating', 'country', ',', 'also', 'advocating', 'women', ""'s"", 'rights', ',', 'make', 'sure', 'women', 'decent', 'chance', 'better', 'life', 'negotiated', 'treaty', 'russia', 'lower', 'nuclear', 'weapons', '.']"
318,20161010_2pres_0834,"['nuclear', 'program', 'fallen', 'way', 'behind', ',', ""'ve"", 'gone', 'wild', 'nuclear', 'program', '.']"
319,20161010_2pres_0838,"['old', '.']"
320,20161010_2pres_0839,"[""'re"", 'tired', '.']"
321,20161010_2pres_0840,"[""'re"", 'exhausted', 'terms', 'nuclear', '.']"
322,20161010_2pres_0821,"['first', ',', 'secretary', 'state', 'socalled', 'line', 'sand', ',', '...']"
323,20161010_2pres_0851,"[',', 'way', ',', 'isis', 'good', 'chunk', 'oil', '.']"
324,20161010_2pres_0858,"['well', ',', 'russia', 'assad', ',', 'way', ',', 'iran', ',', 'made', 'powerful', 'dumbest', 'deal', 'perhaps', ""'ve"", 'ever', 'seen', 'history', 'dealmaking', ',', 'iran', 'deal', ',', '$', '150', 'billion', ',', '$', '1.7', 'billion', 'cash', ',', 'enough', 'fill', 'room', '.']"
325,20161010_2pres_0981,"['wants', 'sign', 'tpp', ',', 'even', 'though', 'says', ""'s"", '.']"
326,20161010_2pres_0982,"['called', 'gold', 'standard', '.']"
327,20161010_2pres_1035,"[""'s"", 'lot', 'fear', 'fact', ',', 'teachers', 'parents', 'calling', 'trump', 'effect', '.']"
328,20161010_2pres_1036,"['bullying', '.']"
329,20161010_2pres_1069,"['increase', 'murder', 'within', 'cities', ',', 'biggest', '45', 'years', '.']"
330,20161010_2pres_1081,"[',', ""n't"", 'check', 'sex', 'tape', '.']"
331,20161010_2pres_1168,"['also', ',', 'second', 'amendment', ',', 'totally', 'siege', 'people', 'like', 'hillary', 'clinton', '.']"
332,20161019_3pres_0029,"['major', 'disagreements', 'opponent', 'issues', 'others', 'supreme', 'court', '.']"
333,20161019_3pres_0029,"['major', 'disagreements', 'opponent', 'issues', 'others', 'supreme', 'court', '.']"
334,20161019_3pres_0030,"['feel', 'point', 'country', ""'s"", 'history', ',', 'important', 'reverse', 'marriage', 'equality', ',', 'reverse', 'roe', 'v.', 'wade', ',', 'stand', 'citizens', 'united', ',', 'stand', 'rights', 'people', 'workplace', ',', 'stand', 'basically', 'say', 'supreme', 'court', 'represent', 'us', '.']"
335,20161019_3pres_0048,"['believe', 'opponent', 'win', 'race', ',', 'truly', ""n't"", 'think', 'happen', ',', 'second', 'amendment', ',', 'small', 'replica', 'right', '.']"
336,20161019_3pres_0078,"['saying', 'referenced', ',', 'chris', ',', 'disagreed', 'way', 'court', 'applied', 'second', 'amendment', 'case', ',', 'district', 'columbia', 'trying', 'protect', 'toddlers', 'guns', 'wanted', 'people', 'guns', 'safely', 'store', '.']"
337,20161019_3pres_0074,"['think', 'need', ',', '33,000', 'people', 'year', 'die', 'guns', '.']"
338,20161019_3pres_0139,"[',', 'indeed', ',', 'said', 'women', 'punished', ',', 'form', 'punishment', 'women', 'obtain', 'abortions', '.']"
339,20161019_3pres_0189,"['hillary', 'wants', 'give', 'amnesty', '.']"
340,20161019_3pres_0190,"['wants', 'open', 'borders', '.']"
341,20161019_3pres_0200,"['problems', 'single', 'biggest', 'problem', 'heroin', 'pours', 'across', 'southern', 'border', '.']"
342,20161019_3pres_0201,"[""'s"", 'pouring', 'destroying', 'youth', '.']"
343,20161019_3pres_0228,"['said', 'recently', 'weeks', 'ago', 'phoenix', 'every', 'undocumented', 'person', 'would', 'subject', 'deportation', '.']"
344,20161019_3pres_0255,"['hillary', 'clinton', 'wanted', 'wall', '.']"
345,20161019_3pres_0256,"['hillary', 'clinton', 'fought', 'wall', '2006', 'thereabouts', '.']"
346,20161019_3pres_0273,"['used', 'undocumented', 'labor', 'build', 'trump', 'tower', '.']"
