,tweet_ids,tweet_encodings
211,20160907_NBC_commander_in_chief_forum_0545,[0.00746889 0.05167801 0.14201207 ... 0.04524149 0.03484933 0.0048585 ]
212,20160907_NBC_commander_in_chief_forum_0564,[0.00746889 0.014629   0.07886237 ... 0.10517973 0.05722726 0.00718058]
213,20160907_NBC_commander_in_chief_forum_0571,"[ 0.00746889  0.00251352  0.14915371 ...  0.07759125  0.00036504
 -0.00809806]"
214,20160907_NBC_commander_in_chief_forum_0611,"[ 0.00746889 -0.00750762  0.176147   ...  0.02266464  0.01792939
  0.01142492]"
215,20160926_1pres_0064,[0.00746889 0.02752587 0.02759573 ... 0.05334783 0.03813739 0.00931619]
216,20160926_1pres_0098,"[ 0.00746889 -0.01822377  0.0890647  ...  0.04766589  0.00586609
  0.02823651]"
217,20160926_1pres_0165,"[ 0.00746889  0.02316941  0.05261878 ...  0.00038923 -0.02846526
 -0.00528332]"
218,20160926_1pres_0166,"[ 0.00746889  0.0117536   0.06773193 ...  0.06786581 -0.0003421
 -0.0089496 ]"
219,20160926_1pres_0175,[0.00746889 0.01336142 0.08167485 ... 0.06008693 0.01953931 0.00964348]
220,20160926_1pres_0179,[0.00746889 0.01794237 0.0245729  ... 0.03981506 0.05244199 0.00126693]
221,20160926_1pres_0183,"[ 0.00746889 -0.02781819 -0.0383088  ...  0.02569995 -0.00475776
 -0.01109155]"
222,20160926_1pres_0202,"[ 7.4688899e-03 -4.3045671e-05  5.3207841e-02 ...  5.6338802e-02
  4.3068178e-02  3.8426578e-02]"
223,20160926_1pres_0203,"[ 0.00746889  0.09428039  0.01779419 ...  0.05943815 -0.01046623
  0.0074555 ]"
224,20160926_1pres_0232,"[ 0.00746889 -0.03125916  0.04650899 ...  0.0170444   0.00303926
  0.01630078]"
225,20160926_1pres_0252,"[ 0.00746889 -0.00596023  0.01253054 ...  0.05733522  0.08284633
  0.00174622]"
226,20160926_1pres_0264,"[ 0.00746889 -0.00596023  0.14993396 ...  0.00936223  0.00076855
  0.01698868]"
227,20160926_1pres_0265,"[ 0.00746889 -0.00483153  0.15887864 ...  0.02549957  0.0215583
  0.01524415]"
228,20160926_1pres_0424,"[ 0.00746889 -0.03699813  0.13103634 ...  0.00371121  0.00733153
 -0.00028539]"
229,20160926_1pres_0440,"[ 0.00746889 -0.0193859   0.08647674 ...  0.06123475  0.03869703
  0.00438173]"
230,20160926_1pres_0493,[0.00746889 0.01993742 0.05514709 ... 0.07823358 0.0351347  0.01716339]
231,20160926_1pres_0575,"[ 0.00746889 -0.05219764  0.0035916  ...  0.02889976  0.0344206
 -0.01385639]"
232,20160926_1pres_0579,"[ 0.00746889 -0.00596023  0.01483481 ...  0.04479704  0.00711613
 -0.0025145 ]"
233,20160926_1pres_0629,"[ 0.00746889  0.26503742  0.0409808  ...  0.01147606  0.0448521
 -0.01385639]"
234,20160926_1pres_0645,"[ 0.00746889 -0.0191876   0.08330667 ...  0.04509589  0.02589701
 -0.00090673]"
235,20160926_1pres_0711,"[ 0.00746889  0.16576853  0.06221997 ...  0.0572951   0.03992609
 -0.0108658 ]"
236,20160926_1pres_0748,"[ 0.00746889 -0.02781819  0.03535173 ...  0.01899463  0.0397383
 -0.01076185]"
237,20160926_1pres_0819,"[ 0.00746889 -0.02737188  0.0202856  ...  0.01785486 -0.04434213
 -0.01385639]"
238,20160926_1pres_0868,[0.00746889 0.03867264 0.06109111 ... 0.07933825 0.02265989 0.02772323]
239,20160926_1pres_0927,"[ 0.00746889 -0.00738529  0.03694909 ...  0.05470986  0.05805224
  0.00247852]"
240,20160926_1pres_1010,"[ 0.00746889  0.0117536   0.01678983 ...  0.07597709 -0.01057058
 -0.01097405]"
241,20160926_1pres_1010,"[ 0.00746889  0.0117536   0.01678983 ...  0.07597709 -0.01057058
 -0.01097405]"
242,20160926_1pres_1057,"[ 0.00746889 -0.0353935  -0.02673796 ...  0.01883422 -0.01118681
 -0.00081945]"
243,20160926_1pres_1059,"[ 0.00746889 -0.03509004  0.05172406 ...  0.05244407 -0.00222423
  0.01108272]"
244,20160926_1pres_1079,"[ 0.00746889 -0.02781819 -0.05431724 ...  0.04188981  0.02621939
 -0.00872661]"
245,20160926_1pres_1148,[0.00746889 0.11059165 0.0338773  ... 0.03912895 0.03685603 0.00178568]
246,20160926_1pres_1182,"[ 0.00746889 -0.0496593  -0.02695759 ...  0.01122067 -0.01267671
 -0.01385639]"
247,20160926_1pres_1182,"[ 0.00746889 -0.0496593  -0.02695759 ...  0.01122067 -0.01267671
 -0.01385639]"
248,20160926_1pres_1214,"[ 0.00746889 -0.02971058  0.08914489 ...  0.00459499  0.05744141
  0.03652523]"
249,20160926_1pres_1215,"[ 0.00746889 -0.04883415  0.06079629 ...  0.03958415  0.03918822
  0.0152779 ]"
250,20160926_1pres_1222,"[ 0.00746889 -0.02726136  0.14506325 ...  0.03378256  0.06839848
  0.00897853]"
251,20160926_1pres_1225,"[ 0.00746889 -0.03087798  0.03434857 ...  0.02459269 -0.00494251
  0.00639706]"
252,20160926_1pres_1326,[0.00746889 0.16842031 0.04428359 ... 0.03437827 0.02678269 0.00468935]
253,20160926_1pres_1326,[0.00746889 0.16842031 0.04428359 ... 0.03437827 0.02678269 0.00468935]
254,20161005_vice_pres_0075,"[ 0.00746889  0.02944007  0.0600651  ...  0.08922039  0.05511416
 -0.00697848]"
255,20161005_vice_pres_0050,"[ 0.00746889 -0.04778164  0.01751174 ...  0.0458866   0.02854735
  0.00231592]"
256,20161005_vice_pres_0097,"[ 0.00746889  0.24062775  0.16579817 ...  0.02770349 -0.01028138
  0.01860908]"
257,20161005_vice_pres_0153,"[ 0.00746889 -0.07380275  0.00335869 ...  0.05273871  0.05022572
 -0.00962359]"
258,20161005_vice_pres_0117,"[ 0.00746889 -0.06401799  0.14639613 ...  0.04243599  0.02114827
 -0.01385639]"
259,20161005_vice_pres_0179,"[ 0.00746889 -0.02781819  0.03435019 ...  0.02681686  0.01119124
  0.01351047]"
260,20161005_vice_pres_0184,[0.00746889 0.0117536  0.04251629 ... 0.08682623 0.0285812  0.03041888]
261,20161005_vice_pres_0192,"[ 0.00746889 -0.06393001  0.0532224  ... -0.01216847 -0.00710195
 -0.01385639]"
262,20161005_vice_pres_0215,"[ 0.00746889  0.02545364  0.01644813 ... -0.01731095  0.01194004
  0.01930752]"
263,20161005_vice_pres_0216,"[ 0.00746889  0.0939742   0.03602122 ... -0.00126058  0.0222249
  0.0203623 ]"
264,20161005_vice_pres_0234,"[ 0.00746889  0.03658392  0.03706113 ...  0.06238186  0.00387807
 -0.0068275 ]"
265,20161005_vice_pres_0236,"[ 0.00746889 -0.12555088  0.05333062 ... -0.00181371  0.04785198
  0.01284361]"
266,20161005_vice_pres_0305,"[ 0.00746889  0.07023514  0.0419854  ...  0.04475362 -0.03500659
 -0.00772339]"
267,20161005_vice_pres_0326,"[ 0.00746889  0.01794237  0.12273045 ...  0.05895035  0.0226593
 -0.00407242]"
268,20161005_vice_pres_0437,"[ 0.00746889  0.02882833 -0.02944205 ...  0.08614813  0.0660011
 -0.01306267]"
269,20161005_vice_pres_0438,"[ 0.00746889  0.03244383  0.01715799 ...  0.04283736 -0.00188797
 -0.01385639]"
270,20161005_vice_pres_0497,"[ 0.00746889  0.08149801  0.09726792 ...  0.06043693  0.02043321
 -0.01385639]"
271,20161005_vice_pres_0497,"[ 0.00746889  0.08149801  0.09726792 ...  0.06043693  0.02043321
 -0.01385639]"
272,20161005_vice_pres_0497,"[ 0.00746889  0.08149801  0.09726792 ...  0.06043693  0.02043321
 -0.01385639]"
273,20161005_vice_pres_0639,"[ 0.00746889  0.03476715  0.03855267 ...  0.03782262  0.00725212
 -0.00500149]"
274,20161005_vice_pres_0639,"[ 0.00746889  0.03476715  0.03855267 ...  0.03782262  0.00725212
 -0.00500149]"
275,20161005_vice_pres_0640,[0.00746889 0.09758282 0.01125555 ... 0.04674157 0.01942427 0.00910735]
276,20161005_vice_pres_0640,[0.00746889 0.09758282 0.01125555 ... 0.04674157 0.01942427 0.00910735]
277,20161005_vice_pres_0965,"[ 0.00746889 -0.07079049 -0.03888785 ...  0.03664556  0.02632413
 -0.00905784]"
278,20161005_vice_pres_0968,"[ 0.00746889  0.014629   -0.03297727 ...  0.10241783  0.0160605
 -0.01385639]"
279,20161005_vice_pres_0682,"[ 0.00746889  0.03208191 -0.0097953  ... -0.00522308  0.00719672
 -0.01156657]"
280,20161005_vice_pres_0694,"[ 0.00746889  0.08149801  0.0795621  ...  0.00445397  0.06408978
 -0.02094734]"
281,20161005_vice_pres_0737,"[ 0.00746889  0.00368918  0.06305245 ...  0.01275795 -0.00282407
  0.00485244]"
282,20161005_vice_pres_1039,"[ 0.00746889 -0.03805196  0.07423853 ...  0.00815356  0.07854135
  0.01838834]"
283,20161005_vice_pres_1134,"[ 0.00746889 -0.08601226  0.05587615 ...  0.04163366  0.0677036
  0.04049135]"
284,20161005_vice_pres_1163,"[ 0.00746889 -0.06669142  0.12851436 ...  0.03093251  0.00976962
 -0.00150244]"
285,20161005_vice_pres_1163,"[ 0.00746889 -0.06669142  0.12851436 ...  0.03093251  0.00976962
 -0.00150244]"
286,20161005_vice_pres_1163,"[ 0.00746889 -0.06669142  0.12851436 ...  0.03093251  0.00976962
 -0.00150244]"
287,20161005_vice_pres_1163,"[ 0.00746889 -0.06669142  0.12851436 ...  0.03093251  0.00976962
 -0.00150244]"
288,20161005_vice_pres_1162,"[ 0.00746889  0.01592463  0.10160486 ... -0.00639495  0.06985335
 -0.00728077]"
289,20161005_vice_pres_1259,[0.00746889 0.03857472 0.08695773 ... 0.0372683  0.00692117 0.03093107]
290,20161005_vice_pres_1325,"[ 0.00746889 -0.05600358  0.16199441 ...  0.05198217  0.01179202
  0.01004121]"
291,20161010_2pres_0035,"[ 0.00746889 -0.03209507  0.06415052 ...  0.07832265  0.0758784
  0.02728264]"
292,20161010_2pres_0037,"[ 0.00746889 -0.03720029  0.08252493 ...  0.06899782  0.09365604
  0.02975025]"
293,20161010_2pres_0039,"[ 0.00746889 -0.04778164  0.10750708 ...  0.04023001  0.08677019
  0.03774686]"
294,20161010_2pres_0112,"[ 0.00746889  0.02562428 -0.04143785 ...  0.0229319   0.0270342
  0.00030553]"
295,20161010_2pres_0117,"[ 0.00746889  0.01411648  0.03474088 ...  0.09000216  0.01295155
 -0.01385639]"
296,20161010_2pres_0117,"[ 0.00746889  0.01411648  0.03474088 ...  0.09000216  0.01295155
 -0.01385639]"
297,20161010_2pres_0117,"[ 0.00746889  0.01411648  0.03474088 ...  0.09000216  0.01295155
 -0.01385639]"
298,20161010_2pres_0117,"[ 0.00746889  0.01411648  0.03474088 ...  0.09000216  0.01295155
 -0.01385639]"
299,20161010_2pres_0130,"[ 0.00746889 -0.02781819  0.05008611 ...  0.03127389  0.01124983
 -0.00773286]"
300,20161010_2pres_0165,"[ 0.00746889  0.02114057  0.07205891 ...  0.03613595  0.0507873
 -0.01385639]"
301,20161010_2pres_0190,[0.00746889 0.05336054 0.07964592 ... 0.08513667 0.03782597 0.00448009]
302,20161010_2pres_0208,"[ 0.00746889 -0.01119258  0.03727078 ...  0.06448521  0.06362755
 -0.01385639]"
303,20161010_2pres_0346,"[ 0.00746889 -0.04597541  0.04153904 ...  0.07146692  0.06497686
  0.00371864]"
304,20161010_2pres_0347,"[ 0.00746889 -0.04461009  0.11352992 ...  0.02737283 -0.00593302
  0.02297151]"
305,20161010_2pres_0370,"[ 0.00746889 -0.06679474  0.01709827 ...  0.03558567 -0.01128347
 -0.00102672]"
306,20161010_2pres_0437,"[ 0.00746889 -0.04577318  0.01361859 ...  0.00363112 -0.02771466
 -0.00149327]"
307,20161010_2pres_0439,"[ 0.00746889 -0.03280647  0.05437933 ...  0.01784168  0.05924188
 -0.01024711]"
308,20161010_2pres_0500,"[ 0.00746889 -0.07380275  0.07768484 ...  0.06034639  0.07166668
  0.01405479]"
309,20161010_2pres_0501,[0.00746889 0.00259954 0.08372314 ... 0.07784188 0.08952613 0.00757071]
310,20161010_2pres_0525,"[ 0.00746889 -0.00898652  0.04047573 ...  0.0266158   0.03225697
  0.01551615]"
311,20161010_2pres_0534,"[ 0.00746889 -0.02781819 -0.05069553 ...  0.01089849  0.02621939
  0.00529305]"
312,20161010_2pres_0554,"[ 0.00746889 -0.04778164  0.06401934 ...  0.01486544  0.0307568
  0.02449071]"
313,20161010_2pres_0605,"[ 0.00746889 -0.02536359 -0.0238333  ...  0.02268183  0.01145942
  0.02509437]"
314,20161010_2pres_0607,"[ 0.00746889 -0.01622545 -0.06296404 ...  0.00742589 -0.00012869
  0.02509437]"
315,20161010_2pres_0675,"[ 0.00746889 -0.04196663  0.09561574 ...  0.02165648  0.03254225
  0.00521212]"
316,20161010_2pres_0772,"[ 0.00746889 -0.0399612   0.06683515 ...  0.03104747 -0.02150132
  0.01175744]"
317,20161010_2pres_0776,"[ 0.00746889 -0.03209507  0.05388977 ...  0.06728034  0.01399455
  0.00723024]"
318,20161010_2pres_0834,"[ 0.00746889 -0.05490492  0.05727516 ...  0.04359435  0.02308515
 -0.00954783]"
319,20161010_2pres_0838,"[ 0.00746889 -0.03936068  0.08074237 ... -0.00067644 -0.00361344
  0.00560977]"
320,20161010_2pres_0839,"[ 0.00746889 -0.04778164 -0.0762683  ... -0.03955943 -0.01775828
 -0.00945048]"
321,20161010_2pres_0840,"[ 0.00746889 -0.04778164 -0.02055014 ... -0.02635884  0.0241385
 -0.00758557]"
322,20161010_2pres_0821,"[ 0.01143191 -0.00280107  0.04715892 ...  0.01444339 -0.01239472
 -0.00438   ]"
323,20161010_2pres_0851,"[ 0.00746889 -0.07380275  0.13256702 ...  0.04614596  0.00649061
 -0.01385639]"
324,20161010_2pres_0858,"[ 0.00746889 -0.00392464  0.09810887 ...  0.04377748  0.07396702
  0.01602888]"
325,20161010_2pres_0981,"[ 0.00746889 -0.07380275  0.03078224 ...  0.03286529  0.06601419
 -0.01385639]"
326,20161010_2pres_0982,"[ 0.00746889 -0.09523455  0.15375003 ... -0.03216992 -0.02195321
 -0.00847575]"
327,20161010_2pres_1035,"[ 0.00746889  0.0262378   0.00492638 ...  0.04790134  0.01308735
 -0.0031394 ]"
328,20161010_2pres_1036,"[ 0.00746889 -0.1214269  -0.04453221 ... -0.05336488 -0.01399221
 -0.00654297]"
329,20161010_2pres_1069,"[ 0.00746889 -0.04778164  0.04009147 ...  0.01426628  0.0270235
  0.00503731]"
330,20161010_2pres_1081,"[ 0.00746889  0.02999501 -0.05373898 ... -0.01369761  0.00100747
 -0.01385639]"
331,20161010_2pres_1168,"[ 0.00746889 -0.02912077  0.03110057 ...  0.02015517  0.0148027
 -0.01209599]"
332,20161019_3pres_0029,"[ 0.00746889 -0.02781819  0.07081753 ...  0.03338674 -0.0150634
  0.0080959 ]"
333,20161019_3pres_0029,"[ 0.00746889 -0.02781819  0.07081753 ...  0.03338674 -0.0150634
  0.0080959 ]"
334,20161019_3pres_0030,"[ 0.00746889 -0.03367983  0.07927898 ...  0.05410426 -0.0011569
  0.007873  ]"
335,20161019_3pres_0048,"[ 0.00746889 -0.02430988  0.10957083 ...  0.02851006 -0.02283371
  0.0165789 ]"
336,20161019_3pres_0078,"[ 0.00746889  0.0774472   0.06489868 ...  0.03222361 -0.02233848
  0.01066191]"
337,20161019_3pres_0074,"[ 0.00746889 -0.01564891  0.02134837 ...  0.03982402  0.0063779
  0.01033529]"
338,20161019_3pres_0139,"[ 0.00746889  0.01223468  0.03179973 ...  0.06803369  0.02705612
 -0.00868533]"
339,20161019_3pres_0189,"[ 0.00746889 -0.12877485  0.10095618 ...  0.0313638  -0.0190934
 -0.01385639]"
340,20161019_3pres_0190,"[ 0.00746889 -0.10747865  0.06124099 ...  0.03573158 -0.0061268
 -0.01385639]"
341,20161019_3pres_0200,[0.00746889 0.03328384 0.07570569 ... 0.01461711 0.05868697 0.03491703]
342,20161019_3pres_0201,"[ 0.00746889 -0.07597515  0.01481401 ...  0.03315698  0.03449629
 -0.01185667]"
343,20161019_3pres_0228,[0.00746889 0.0117536  0.04211278 ... 0.08609515 0.02201622 0.01577647]
344,20161019_3pres_0255,"[ 0.00746889 -0.06025229  0.0298083  ... -0.00481824  0.06254166
  0.03327466]"
345,20161019_3pres_0256,"[ 0.00746889 -0.12498588  0.0298083  ...  0.00321903  0.06420422
  0.01063165]"
346,20161019_3pres_0273,[0.00746889 0.0117536  0.09633528 ... 0.0330895  0.0586319  0.06216126]
347,20161019_3pres_0339,"[ 0.00746889 -0.00307565  0.09474063 ...  0.0922026   0.06423549
  0.005915  ]"
348,20161019_3pres_0345,"[ 0.00746889 -0.01319895 -0.06448814 ...  0.00742589 -0.00012869
  0.02509437]"
349,20161019_3pres_0363,[0.00746889 0.01477993 0.17167252 ... 0.09311677 0.04316112 0.02228313]
350,20161019_3pres_0366,[0.00746889 0.02372844 0.10118731 ... 0.04403744 0.01841292 0.04443395]
351,20161019_3pres_0424,"[ 0.00746889 -0.10208619  0.05225014 ...  0.06562889  0.09662003
  0.01092392]"
352,20161019_3pres_0468,"[ 0.00746889 -0.02781819  0.04555152 ...  0.0200628   0.03115579
  0.00141963]"
353,20161019_3pres_0485,[0.00746889 0.04202811 0.05953057 ... 0.04081612 0.03341485 0.01330235]
354,20161019_3pres_0490,"[ 0.00746889 -0.03545874  0.01133849 ...  0.0212868   0.01896862
 -0.00606693]"
355,20161019_3pres_0607,"[ 0.00746889 -0.0127833   0.09937045 ...  0.01395231  0.02953503
 -0.01385639]"
356,20161019_3pres_0609,"[ 0.00746889 -0.05849199  0.1382337  ...  0.02977803  0.00318447
 -0.00847575]"
357,20161019_3pres_0655,"[ 0.00746889 -0.01901632  0.06363224 ...  0.01080045 -0.0009823
  0.02739378]"
358,20161019_3pres_0657,"[ 0.00746889 -0.00596023  0.07173306 ... -0.00320566  0.00183318
  0.02455166]"
359,20161019_3pres_0659,"[ 0.00746889 -0.0699576   0.0414302  ...  0.03675308  0.00490468
  0.03041888]"
360,20161019_3pres_0667,[0.00746889 0.03137298 0.03056268 ... 0.04121434 0.03120865 0.01391515]
361,20161019_3pres_0687,"[ 0.00746889 -0.03294539  0.10007022 ...  0.04739448  0.00730602
 -0.00434089]"
362,20161019_3pres_0688,"[ 0.00746889 -0.0415781   0.10007022 ...  0.03363243 -0.00507758
 -0.00901271]"
363,20161019_3pres_0695,"[ 0.00746889 -0.01367269  0.08896022 ...  0.03386875  0.03893031
 -0.01385639]"
364,20161019_3pres_0699,"[ 0.00746889 -0.03545874  0.01084243 ...  0.00094542  0.03830964
 -0.00451048]"
365,20161019_3pres_0751,"[ 0.00746889 -0.02603194  0.03715354 ...  0.01949579  0.04619432
  0.00196715]"
366,20161019_3pres_0765,[0.00746889 0.01799257 0.05655759 ... 0.07387602 0.03675572 0.00830833]
367,20161019_3pres_0423,"[ 0.00746889  0.0037883  -0.07881811 ... -0.05511839 -0.04434213
 -0.01245285]"
368,20161019_3pres_0793,"[ 0.00746889 -0.05828022  0.11294699 ...  0.07091314  0.03174332
  0.02267867]"
369,20161019_3pres_0815,"[ 0.00746889 -0.05585076  0.11099161 ...  0.03830439  0.03041358
  0.00420023]"
370,20161019_3pres_0815,"[ 0.00746889 -0.05585076  0.11099161 ...  0.03830439  0.03041358
  0.00420023]"
371,20161019_3pres_0818,"[ 0.00746889 -0.0931386   0.07404427 ...  0.00776217  0.05265869
  0.0184934 ]"
372,20161019_3pres_0820,"[ 0.00746889 -0.02859822  0.03884945 ...  0.0736561   0.01336594
 -0.00468707]"
373,20161019_3pres_0820,"[ 0.00746889 -0.02859822  0.03884945 ...  0.0736561   0.01336594
 -0.00468707]"
374,20161019_3pres_0832,"[ 0.00746889 -0.00099729  0.16934894 ...  0.05952587  0.03812061
  0.00096164]"
375,20161019_3pres_0867,[0.00746889 0.02745788 0.11673477 ... 0.08385762 0.0260771  0.005957  ]
376,20161019_3pres_0877,"[ 0.01571828  0.07819059  0.10841452 ...  0.04770514  0.01255631
 -0.00130264]"
377,20161019_3pres_0918,"[ 0.00746889  0.06613424  0.0597218  ...  0.04597089  0.01811976
 -0.00404225]"
378,20161019_3pres_0942,"[ 0.00746889  0.01745839  0.05151363 ...  0.08010217  0.01448522
 -0.01069024]"
379,20161019_3pres_1036,"[ 0.00746889  0.01699054  0.00685054 ...  0.07204681 -0.00203078
 -0.01385639]"
380,20161019_3pres_1037,"[ 0.00746889 -0.02781819 -0.0108479  ...  0.01257092 -0.03464799
  0.0109443 ]"
381,20161019_3pres_1038,"[ 0.00746889 -0.02781819  0.00125654 ...  0.0365156  -0.00196792
  0.01054616]"
382,20161019_3pres_1039,"[ 0.00746889  0.0117536  -0.00282231 ...  0.06834716  0.00251708
 -0.02125272]"
383,20161019_3pres_1133,"[ 0.00746889 -0.04778164  0.08274159 ...  0.05028061  0.08702663
  0.02320745]"
384,20161019_3pres_1277,"[ 0.00746889 -0.08601226  0.01201068 ...  0.05089367  0.07054372
  0.00174622]"
385,20161019_3pres_1329,"[ 0.00746889 -0.04778164  0.04512841 ...  0.06100262  0.02798759
 -0.01374556]"
386,20170111_Trump_press_conference_0041,"[ 0.00746889 -0.05549862  0.07541065 ...  0.07770504  0.02185607
  0.00522404]"
387,20170111_Trump_press_conference_0172,"[ 0.00746889 -0.00487929  0.02842257 ...  0.00385615  0.01170494
 -0.01385639]"
388,20170111_Trump_press_conference_0203,[0.00746889 0.01847655 0.04557426 ... 0.04146344 0.0235653  0.0019757 ]
389,20170111_Trump_press_conference_0259,[0.00746889 0.02942983 0.11799138 ... 0.06621315 0.00457447 0.00467902]
390,20170111_Trump_press_conference_0266,"[ 7.4688899e-03  1.9573200e-02  6.3749878e-03 ...  3.4574065e-02
 -2.1025360e-02 -6.5833279e-05]"
391,20170111_Trump_press_conference_0270,"[ 0.00746889 -0.02724266  0.15688981 ...  0.08480609  0.01267099
 -0.00246126]"
392,20170111_Trump_press_conference_0287,"[ 0.00746889 -0.02289739  0.02172727 ...  0.05184081 -0.0375483
 -0.00876828]"
393,20170111_Trump_press_conference_0277,"[ 0.00746889  0.07102997  0.02077944 ...  0.08471615 -0.0022467
  0.02051342]"
394,20170111_Trump_press_conference_0278,"[ 0.00746889 -0.00596023  0.05119262 ...  0.08587389  0.00356587
 -0.01400163]"
395,20170111_Trump_press_conference_0387,"[ 0.00746889 -0.01392907  0.11956626 ...  0.03975195  0.03391394
 -0.01385639]"
396,20170111_Trump_press_conference_0388,"[ 0.00746889 -0.07111347 -0.00597086 ...  0.03076017  0.02864982
 -0.01385639]"
397,20170111_Trump_press_conference_0450,"[ 0.00746889 -0.04357215  0.07792895 ...  0.06979281  0.06762697
  0.00272786]"
398,20170111_Trump_press_conference_0483,"[ 0.00746889 -0.03346812  0.17087995 ...  0.05532584  0.04725963
 -0.01339217]"
399,20170111_Trump_press_conference_0498,"[ 0.00746889 -0.02632454  0.07174467 ...  0.09067821  0.05050507
  0.00268105]"
400,20170111_Trump_press_conference_0498,"[ 0.00746889 -0.02632454  0.07174467 ...  0.09067821  0.05050507
  0.00268105]"
401,20170120_Trump_inauguration_0027,"[ 0.00746889 -0.02797948  0.09880504 ...  0.06331597  0.02013685
  0.00984751]"
402,20170120_Trump_inauguration_0032,"[ 0.00746889 -0.0529481   0.15039122 ...  0.076971    0.02889426
 -0.00210623]"
403,20170120_Trump_inauguration_0032,"[ 0.00746889 -0.0529481   0.15039122 ...  0.076971    0.02889426
 -0.00210623]"
404,20170120_Trump_inauguration_0032,"[ 0.00746889 -0.0529481   0.15039122 ...  0.076971    0.02889426
 -0.00210623]"
405,20170120_Trump_inauguration_0033,[0.00746889 0.00317175 0.00665881 ... 0.05098258 0.02904791 0.02017551]
406,20170120_Trump_inauguration_0033,[0.00746889 0.00317175 0.00665881 ... 0.05098258 0.02904791 0.02017551]
407,20170120_Trump_inauguration_0033,[0.00746889 0.00317175 0.00665881 ... 0.05098258 0.02904791 0.02017551]
408,20170120_Trump_inauguration_0033,[0.00746889 0.00317175 0.00665881 ... 0.05098258 0.02904791 0.02017551]
409,20170120_Trump_inauguration_0040,"[ 0.00746889 -0.04778164  0.03088117 ...  0.0707393   0.03098747
  0.00443559]"
410,20170120_Trump_inauguration_0041,"[ 0.00746889 -0.07380275  0.05733948 ...  0.0406271   0.03684664
 -0.01385639]"
411,20170120_Trump_inauguration_0039,"[ 0.00746889  0.01632273  0.1162361  ...  0.06568696  0.05900939
 -0.00500149]"
412,20170120_Trump_inauguration_0039,"[ 0.00746889  0.01632273  0.1162361  ...  0.06568696  0.05900939
 -0.00500149]"
413,20170120_Trump_inauguration_0042,"[ 0.00746889 -0.06073863  0.09201059 ...  0.07782671  0.00337428
  0.02285749]"
414,20170120_Trump_inauguration_0061,"[ 0.00746889 -0.04778164  0.14400032 ...  0.05453471  0.03156305
  0.00042812]"
415,20170120_Trump_inauguration_0061,"[ 0.00746889 -0.04778164  0.14400032 ...  0.05453471  0.03156305
  0.00042812]"
416,20170120_Trump_inauguration_0061,"[ 0.00746889 -0.04778164  0.14400032 ...  0.05453471  0.03156305
  0.00042812]"
417,20170120_Trump_inauguration_0061,"[ 0.00746889 -0.04778164  0.14400032 ...  0.05453471  0.03156305
  0.00042812]"
418,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
419,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
420,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
421,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
422,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
423,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
424,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
425,20170126_Trump_ABC_0107,"[ 0.00746889 -0.00596023  0.06138111 ...  0.01371568 -0.01689421
  0.00624344]"
426,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
427,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
428,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
429,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
430,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
431,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
432,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
433,20170126_Trump_ABC_0110,"[ 0.00746889 -0.06393001 -0.05442814 ... -0.00818659  0.00219989
 -0.01385639]"
434,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
435,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
436,20170126_Trump_ABC_0103,"[ 0.00746889 -0.03753518  0.05925171 ...  0.03329929 -0.00914705
 -0.0007868 ]"
